Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,20.0,200.0,68.25,16.7,35.85,0.47,7.2,27.1,0.27,13.25,23.7,0.56,20.95,70.4,0.5,96.95,43.69,43.54,21.05,0.43
Equip,2 Derrota,11.0,200.0,65.55,16.09,37.0,0.43,7.0,27.18,0.26,12.36,22.91,0.54,21.45,71.27,0.5,91.96,41.43,41.33,19.26,0.42
Equip,2 Victoria,9.0,200.0,71.56,17.44,34.44,0.51,7.44,27.0,0.28,14.33,24.67,0.58,20.33,69.33,0.5,103.21,46.56,46.31,23.33,0.44
Equip,3 Local,10.0,200.0,70.8,16.7,34.9,0.48,7.9,26.4,0.3,13.7,23.5,0.58,21.3,68.7,0.49,103.06,46.57,45.78,22.35,0.43
Equip,3 Visitant,10.0,200.0,65.7,16.7,36.8,0.45,6.5,27.8,0.23,12.8,23.9,0.54,20.6,72.1,0.51,91.12,40.94,41.39,19.81,0.43
Equip,4 Dificil,15.0,200.0,67.73,17.0,36.53,0.47,6.8,26.8,0.25,13.33,23.93,0.56,21.27,70.87,0.5,95.58,42.95,43.2,21.05,0.42
Equip,4 Facil,5.0,200.0,69.8,15.8,33.8,0.47,8.4,28.0,0.3,13.0,23.0,0.57,20.0,69.0,0.49,101.16,45.95,44.59,21.04,0.45
Equip,5 Equips Cua,2.0,200.0,65.5,16.0,35.0,0.46,7.0,24.5,0.29,12.5,24.5,0.51,22.5,67.0,0.49,97.76,44.54,43.94,21.01,0.41
Equip,5 Equips Top,2.0,200.0,65.5,16.0,35.0,0.46,7.0,24.5,0.29,12.5,24.5,0.51,22.5,67.0,0.49,97.76,44.54,43.94,21.01,0.41
Equip,6 Ultims 3,3.0,36000.0,204.0,46.0,110.0,0.42,21.0,80.0,0.26,49.0,77.0,0.64,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
Equip Rival,1 Mitjana Rival,20.0,200.0,68.25,17.5,40.55,0.43,6.7,24.1,0.28,13.15,19.9,0.66,22.15,70.45,0.5,96.88,42.61,43.03,20.34,0.37
Equip Rival,2 Derrota Rival,11.0,200.0,74.0,19.18,40.0,0.48,7.45,25.64,0.29,13.27,19.73,0.67,21.64,71.27,0.5,103.83,46.26,45.81,20.22,0.39
Equip Rival,2 Victoria Rival,9.0,200.0,61.22,15.44,41.22,0.37,5.78,22.22,0.26,13.0,20.11,0.65,22.78,69.33,0.5,88.3,38.0,39.53,20.49,0.35
Equip Rival,3 Local Rival,10.0,200.0,65.4,17.9,43.9,0.41,6.0,23.1,0.26,11.6,20.0,0.58,22.2,72.7,0.51,89.96,40.15,40.65,17.31,0.34
Equip Rival,3 Visitant Rival,10.0,200.0,71.1,17.1,37.2,0.46,7.4,25.1,0.29,14.7,19.8,0.74,22.1,68.1,0.49,104.41,45.26,45.42,23.6,0.4
Equip Rival,4 Dificil Rival,15.0,200.0,68.6,17.87,39.8,0.45,6.53,24.0,0.27,13.27,19.87,0.67,22.0,69.6,0.5,98.56,43.36,43.86,20.79,0.38
Equip Rival,4 Facil Rival,5.0,200.0,67.2,16.4,42.8,0.38,7.2,24.4,0.3,12.8,20.0,0.64,22.6,72.8,0.51,92.31,40.48,40.64,19.05,0.36
Equip Rival,5 Equips Cua Rival,2.0,200.0,70.5,21.0,40.5,0.52,5.5,26.0,0.21,12.0,18.0,0.67,22.0,71.0,0.51,99.3,43.98,44.64,18.05,0.39
Equip Rival,5 Equips Top Rival,2.0,200.0,70.5,21.0,40.5,0.52,5.5,26.0,0.21,12.0,18.0,0.67,22.0,71.0,0.51,99.3,43.98,44.64,18.05,0.39
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,208.0,49.0,122.0,0.4,20.0,79.0,0.25,50.0,73.0,0.68,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
