Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],13.0,200.0,60.54,15.08,37.38,0.4,5.69,21.69,0.26,13.31,21.54,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.38,0.0,0.0,65.77,0.48,92.05,39.97,41.55,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,20.77,59.08,0.35
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],13.0,200.0,66.31,15.46,37.08,0.42,7.77,28.23,0.28,12.08,19.38,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,0.0,0.0,70.85,0.52,93.59,41.52,40.9,18.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,23.23,65.31,0.36
C.B.CASTELLAR A Equipo,['Mitjana'],13.0,200.0,65.15,14.46,31.0,0.47,9.23,32.46,0.28,8.54,13.31,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54,0.0,0.0,66.54,0.49,97.92,44.61,41.19,13.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,23.69,63.46,0.37
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],13.0,200.0,74.77,18.62,38.15,0.49,7.69,25.31,0.3,14.46,23.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.46,0.0,0.0,70.62,0.51,105.88,47.52,47.12,22.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,26.31,63.46,0.41
CB IPSI A Equipo,['Mitjana'],12.0,200.0,70.5,17.42,41.33,0.42,6.25,27.25,0.23,16.92,29.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.17,0.0,0.0,78.08,0.53,90.29,39.06,41.47,24.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.67,68.58,0.35
CB IPSI A Equipo Rival,['Mitjana Rival'],12.0,200.0,69.42,16.42,36.5,0.45,6.92,25.08,0.28,15.83,24.92,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,69.58,0.47,99.76,43.5,44.69,25.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,23.33,61.58,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],13.0,200.0,71.77,16.92,40.23,0.42,7.46,25.0,0.3,15.54,22.77,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,72.23,0.52,99.36,43.1,43.82,23.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,24.38,65.23,0.37
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],13.0,200.0,66.69,15.08,34.0,0.44,5.85,23.31,0.25,19.0,28.15,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.77,0.0,0.0,66.85,0.48,99.77,41.61,45.2,33.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,20.92,57.31,0.37
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],13.0,201.92,57.62,16.54,39.62,0.42,5.31,19.85,0.27,8.62,15.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.77,0.0,0.0,63.38,0.49,90.9,41.2,40.88,14.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,21.85,59.46,0.37
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],13.0,201.92,62.38,16.31,37.77,0.43,5.38,21.08,0.26,13.62,22.77,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15,0.0,0.0,66.08,0.51,94.41,41.44,43.16,23.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,21.69,58.85,0.37
