Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],20.0,200.0,59.85,15.05,37.45,0.4,6.0,22.15,0.27,11.75,19.1,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,65.25,0.48,91.72,40.35,40.99,19.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,21.05,59.6,0.35
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],20.0,200.0,67.85,16.4,37.95,0.43,7.8,27.55,0.28,11.65,18.85,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45,0.0,0.0,70.8,0.52,95.83,42.9,41.95,17.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,24.2,65.5,0.37
C.B.CASTELLAR A Equipo,['Mitjana'],20.0,201.25,65.5,14.8,32.35,0.46,8.9,31.15,0.29,9.2,13.8,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,66.75,0.49,98.13,44.33,41.45,14.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,23.7,63.5,0.37
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],20.0,201.25,74.45,18.1,37.35,0.48,7.5,25.25,0.3,15.75,25.1,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,70.65,0.51,105.38,46.88,47.15,25.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.6,62.6,0.41
CB IPSI A Equipo,['Mitjana'],20.0,200.0,69.75,17.45,41.25,0.42,6.55,27.4,0.24,15.2,26.75,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.95,0.0,0.0,77.2,0.53,90.35,39.73,41.22,22.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,24.0,68.65,0.35
CB IPSI A Equipo Rival,['Mitjana Rival'],20.0,200.0,68.2,16.35,36.65,0.45,7.0,25.25,0.28,14.5,22.6,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.35,0.0,0.0,68.95,0.47,98.91,43.38,44.02,23.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,23.35,61.9,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],20.0,201.25,72.45,17.25,39.1,0.44,8.0,25.9,0.31,13.95,22.2,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,71.75,0.51,100.98,45.0,44.54,21.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.25,65.0,0.39
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],20.0,201.25,66.5,14.75,35.45,0.42,6.6,23.7,0.28,17.1,26.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.45,0.0,0.0,67.75,0.49,98.15,41.67,43.9,28.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,21.35,59.15,0.36
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],20.0,202.5,59.0,16.5,40.15,0.41,5.6,20.45,0.27,9.2,15.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,64.7,0.5,91.19,41.09,40.83,15.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,22.1,60.6,0.36
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],20.0,202.5,64.6,17.1,37.05,0.46,5.1,20.05,0.25,15.1,24.3,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,65.05,0.5,99.31,43.35,45.69,26.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,22.2,57.1,0.39
