Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,15.0,200.0,69.87,17.33,41.73,0.42,6.4,27.0,0.24,16.0,28.07,0.57,23.67,77.8,0.53,89.8,39.19,41.13,23.28,0.39
Equip,2 Derrota,7.0,200.0,61.29,14.86,41.14,0.36,4.71,26.86,0.18,17.43,29.43,0.59,23.57,77.57,0.54,79.01,32.25,36.84,25.63,0.39
Equip,2 Victoria,8.0,200.0,77.38,19.5,42.25,0.46,7.88,27.12,0.29,14.75,26.88,0.55,23.75,77.88,0.52,99.36,45.14,44.85,21.26,0.39
Equip,3 Local,7.0,200.0,70.57,17.14,40.57,0.42,6.29,28.71,0.22,17.43,31.0,0.56,24.71,79.57,0.53,88.69,38.35,40.95,25.15,0.41
Equip,3 Visitant,8.0,200.0,69.25,17.5,42.75,0.41,6.5,25.5,0.25,14.75,25.5,0.58,22.75,76.25,0.52,90.82,39.93,41.28,21.61,0.37
Equip,4 Dificil,9.0,200.0,74.56,18.0,41.11,0.44,7.11,28.0,0.25,17.22,30.33,0.57,23.67,79.11,0.53,94.24,41.48,43.05,24.92,0.41
Equip,4 Facil,6.0,200.0,62.83,16.33,42.67,0.38,5.33,25.5,0.21,14.17,24.67,0.57,23.67,75.83,0.52,82.86,35.7,38.12,20.78,0.37
Equip,6 Ultims 3,3.0,36000.0,212.0,49.0,126.0,0.39,24.0,84.0,0.29,42.0,74.0,0.57,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Equip Rival,1 Mitjana Rival,15.0,200.0,68.8,15.73,36.73,0.43,7.53,25.33,0.3,14.73,23.47,0.63,24.87,69.47,0.47,99.04,43.56,43.88,23.74,0.41
Equip Rival,2 Derrota Rival,7.0,200.0,70.71,15.71,35.0,0.45,8.0,24.57,0.33,15.29,24.0,0.64,25.29,67.29,0.46,105.1,46.52,46.33,25.66,0.41
Equip Rival,2 Victoria Rival,8.0,200.0,67.12,15.75,38.25,0.41,7.12,26.0,0.27,14.25,23.0,0.62,24.5,71.38,0.48,94.05,41.15,41.86,22.18,0.4
Equip Rival,3 Local Rival,7.0,200.0,70.14,18.14,38.43,0.47,6.29,23.0,0.27,15.0,25.14,0.6,26.57,69.57,0.47,100.82,44.88,45.95,24.42,0.37
Equip Rival,3 Visitant Rival,8.0,200.0,67.62,13.62,35.25,0.39,8.62,27.38,0.32,14.5,22.0,0.66,23.38,69.38,0.48,97.48,42.42,42.04,23.15,0.44
Equip Rival,4 Dificil Rival,9.0,200.0,72.0,18.0,37.78,0.48,7.11,24.11,0.29,14.67,24.0,0.61,25.78,69.44,0.47,103.68,46.32,46.52,23.7,0.39
Equip Rival,4 Facil Rival,6.0,200.0,64.0,12.33,35.17,0.35,8.17,27.17,0.3,14.83,22.67,0.65,23.5,69.33,0.48,92.31,39.44,39.89,23.8,0.44
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,190.0,42.0,115.0,0.37,23.0,78.0,0.29,37.0,61.0,0.61,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
