Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Assist (jugador),Assist (valor),Recuperacions (jugador),Recuperacions (valor),Perd (jugador),Perd (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltes Rebudes (jugador),Faltes Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efec (jugador),% Tir Efec (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesiones No Anotades (jugador),Possesiones No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Puntes per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perd Mal Pase (Jugador),Perd Mal Pase (Valor),Perd Pilota Controlada (jugador),Perd Pilota Controlada (valor),Altres Perd (jugador),Altres Perd (valor),Faltes de Tir (jugador),Faltes de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor)
b'MARC NAVARRO DOMINGUEZ',34.75,b'ALBERT GERM DE TRAVY',17.0,b'FERRAN BELMONTE CABALLOL',5.33,b'SERIGNE ABDOU NGUEDD NDOUR',10.75,b'VICTOR SABARTES CORRAL',1.0,b'ALBERT GERM DE TRAVY',3.33,b'MARC NAVARRO DOMINGUEZ',7.75,b'JOSEP ALEMANY CERVERA',0.67,b'SERIGNE ABDOU NGUEDD NDOUR',6.0,b'ARNAU CUMELLES CESPEDES',8.5,b'BERNAT FARELL SILVA',1.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ARNAU GARRABE TOSQUELLA',4.33,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'ORIOL OLMOS CEDO',0.0,b'RUBN CALVO TORTAJADA',1.0,b'MARC PALAU GASCON',6.0,b'XAVIER ELVIRA GOMEZ',14.5,b'MUSA TRAWALLY SANNEH',0.75
b'XAVIER ELVIRA GOMEZ',33.5,b'SERIGNE ABDOU NGUEDD NDOUR',15.5,b'MARC PALAU GASCON',5.17,b'GUILLEM PREZ LAYUNTA',10.33,b'FERRAN FERNANDEZ GIMENEZ',1.0,b'JUAN JOSE VAZQUEZ NUEZ',2.67,b'JANIS TOMASCHEK',7.33,b'ARNAU GARRABE TOSQUELLA',0.6,b'ARNAU CUMELLES CESPEDES',5.17,b'SERIGNE ABDOU NGUEDD NDOUR',8.0,b'ERIC MANZANARES IZQUIERDO',1.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'ADRIA RUIZ DE AZUA MALDONADO',3.83,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'SERGIO FERNANDEZ BAREA',1.0,b'XAVIER ELVIRA GOMEZ',5.83,b'ARNAU SANAHUJA CARNE',13.17,b'XAVIER ARREDONDO FERREIRO',0.7
b'MARC PALAU GASCON',32.5,b'XAVIER ELVIRA GOMEZ',15.5,b'GUILLEM PREZ LAYUNTA',4.83,b'FERRAN BELMONTE CABALLOL',9.67,b'ORIOL VARON MORALES',1.0,b'ALEX MATENCIO UTIEL',2.33,b'ALBERT CADAFALCH CASANOVAS',7.33,b'POL CAMPRUBI TRUJILLO',0.58,b'POL RIGAT FULCARA',4.0,b'XAVIER ROQUETA CLARET',6.0,b'ENRIQUE CARRETO ACOSTA',1.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'GUILLERMO BELLO MARABE',3.8,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'FERRAN FERNANDEZ GIMENEZ',0.95,b'ALBERT GERM DE TRAVY',5.67,b'MARC NAVARRO DOMINGUEZ',13.0,b'GONAL BAYARRI SEGURA',0.7
b'GERARD MARSOL ESCOL',32.25,b'MARC PALAU GASCON',15.0,b'RUBEN MORALES BUENO',4.8,b'GERARD MARSOL ESCOL',8.75,b'POL CAMPRUBI TRUJILLO',0.77,b'POL CAMPRUBI TRUJILLO',2.33,b'ALEX MATENCIO UTIEL',7.17,b'PAUL ATSU ROMERO',0.56,b'FRANCESC PLA DE CASACUBERTA',3.83,b'CINTO GABRIEL MORILLA',5.83,b'VICTOR SANTERVAS GONZALEZ',1.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'MARC CORRAL PARCET',3.8,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'VICTOR SABARTES CORRAL',0.92,b'GUILLEM PREZ LAYUNTA',5.33,b'MARC OLLE MARTINEZ',13.0,b'POL CAMPRUBI TRUJILLO',0.65
b'ALBERT GERM DE TRAVY',31.0,b'POL RIGAT FULCARA',14.5,b'SERIGNE ABDOU NGUEDD NDOUR',4.75,b'ARNAU CUMELLES CESPEDES',8.67,b'MUSA TRAWALLY SANNEH',0.75,b'POL RIGAT FULCARA',2.17,b'ALBERT GERM DE TRAVY',7.0,b'EDUARD MAS FERRE',0.53,b'XAVIER ROQUETA CLARET',3.83,b'ARNAU GARRABE TOSQUELLA',5.83,b'ALEX MOR CEBOLLA',0.9,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'JOAN GARI GARI',3.75,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'JUAN JOSE VAZQUEZ NUEZ',0.91,b'FERRAN BELMONTE CABALLOL',5.33,b'GERARD MARSOL ESCOL',12.5,b'RUBEN MORALES BUENO',0.64
b'MARC OLLE MARTINEZ',29.0,b'ARNAU CUMELLES CESPEDES',14.17,b'XAVIER ELVIRA GOMEZ',4.33,b'JOAN PONS MONTERO',8.5,b'GUILLEM TALLADA LLOVERA',0.71,b'ALBERT CADAFALCH CASANOVAS',2.17,b'MARC OLLE MARTINEZ',7.0,b'ALEX MOR CEBOLLA',0.5,b'CINTO GABRIEL MORILLA',3.83,b'MARC NAVARRO DOMINGUEZ',5.75,b'ALBERT GERM DE TRAVY',0.88,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JUAN AYALA MONCAYO',3.67,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JORDI DE LA ROSA CANELA',0.89,b'RUBEN MORALES BUENO',5.0,b'GUILLEM PREZ LAYUNTA',12.17,b'SERGI MARTIN FUENTES',0.56
b'ARNAU CUMELLES CESPEDES',28.5,b'MARC OLLE MARTINEZ',13.4,b'GERARD SOLA BEDMAR',4.17,b'EMMANUEL REYES ROSARIO',8.33,b'RUBEN MORALES BUENO',0.71,b'MARIO DE LA SEN MARTN',2.0,b'ERIC MANZANARES IZQUIERDO',7.0,b'XESC PADR CASELLAS',0.5,b'GERARD GOMILA CARULLA',3.67,b'GERARD GOMILA CARULLA',5.17,b'MARC TREVIO QUINTILL',0.88,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'MIQUEL DE JOVER I BOIRA',3.5,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'MARCOS OREJAS SERRAMO',0.85,b'SERIGNE ABDOU NGUEDD NDOUR',4.75,b'SERIGNE ABDOU NGUEDD NDOUR',11.75,b'MART CU FERR',0.56
b'JOAN PONS MONTERO',27.33,b'RUBEN MORALES BUENO',13.4,b'ARNAU CUMELLES CESPEDES',4.0,b'CINTO GABRIEL MORILLA',8.17,b'XAVIER ARREDONDO FERREIRO',0.7,b'ALEX MOR CEBOLLA',2.0,b'XAVIER ELVIRA GOMEZ',6.67,b'JOAN SILVESTRE PIJUAN',0.5,b'MARC NAVARRO DOMINGUEZ',3.5,b'MIQUEL DE JOVER I BOIRA',5.0,b'MEDIR TENA PEREZ',0.88,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'POL HAGENAERS COS',3.5,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'PAU VIROS SOLER',0.82,b'GERARD SOLA BEDMAR',4.67,b'MARC PALAU GASCON',11.17,b'FERRAN BELMONTE CABALLOL',0.55
b'POL TERUEL FERRAN',27.0,b'GUILLEM PREZ LAYUNTA',13.33,b'CINTO GABRIEL MORILLA',4.0,b'XAVIER ELVIRA GOMEZ',7.83,b'GONAL BAYARRI SEGURA',0.7,b'ERIC MANZANARES IZQUIERDO',2.0,b'POL RIGAT FULCARA',6.33,b'JUAN JOSE VAZQUEZ NUEZ',0.5,b'ARNAU GARRABE TOSQUELLA',3.33,b'FRANCESC PLA DE CASACUBERTA',4.67,b'FERRAN ALIAS FERNANDEZ',0.88,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'NIL DEIX RAMIREZ',3.5,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'IAKI IBAEZ DE ELEJALDE MORALES',0.81,b'MIQUEL PUIG DE GRACIA',4.5,b'JOAN PONS MONTERO',11.17,b'MARC PALAU GASCON',0.54
b'GUILLEM PREZ LAYUNTA',27.0,b'ALEX MATENCIO UTIEL',12.5,b'MIQUEL PUIG DE GRACIA',3.67,b'MARC PALAU GASCON',7.67,b'ALEX MATENCIO UTIEL',0.68,b'JANIS TOMASCHEK',1.83,b'ARNAU SANAHUJA CARNE',6.33,b'JORDI DE LA ROSA CANELA',0.5,b'RUBEN MORALES BUENO',3.2,b'ORIOL NIUBO TORRAS',4.67,b'POL RIGAT FULCARA',0.86,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JOS IGNACIO SILVA VUELTA',3.5,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'DAVID JUNYENT OLALLA',0.81,b'ALEX MATENCIO UTIEL',4.5,b'JANIS TOMASCHEK',11.0,b'GERARD SOLA BEDMAR',0.54
