Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Assist (jugador),Assist (valor),Recuperacions (jugador),Recuperacions (valor),Perd (jugador),Perd (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltes Rebudes (jugador),Faltes Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efec (jugador),% Tir Efec (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesiones No Anotades (jugador),Possesiones No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Puntes per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perd Mal Pase (Jugador),Perd Mal Pase (Valor),Perd Pilota Controlada (jugador),Perd Pilota Controlada (valor),Altres Perd (jugador),Altres Perd (valor),Faltes de Tir (jugador),Faltes de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor)
b'SERGI PIERO GARCIA',32.5,b'IZAN VILLAR CANTERO',18.08,b'IGNASI PALLARES ARUMI',5.18,b'IGNASI PALLARES ARUMI',10.09,b'NICOLS HUMBERT MARTN',0.75,b'MARCEL PARS VILASECA',2.83,b'XAVIER BLANCO MART',8.36,b'WILLIAM ERIK AHLBERG',0.52,b'GUILLEM CANALETA BENET',5.36,b'JOSEP ARMENGOL ROYO',8.08,b'ADRIA ARQUE GASQUEZ',1.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'JOSEP ARMENGOL ROYO',4.17,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'NIL MOLAS PUJADAS',0.0,b'ALBERT GARCIA ROS',0.87,b'IZAN VILLAR CANTERO',5.92,b'IZAN VILLAR CANTERO',15.25,b'AMOS OYIBOKE OSIFOR',0.75
b'JOSEP ARMENGOL ROYO',31.0,b'POL CAMPENY LLOVERAS',16.0,b'MART MARTORI FIGUEREDO',4.92,b'VICTOR CARRETERO BACH',9.82,b'AMOS OYIBOKE OSIFOR',0.75,b'XAVIER BLANCO MART',2.64,b'IZAN VILLAR CANTERO',7.25,b'ADRIA VERDAGUER MATAS',0.5,b'PAU CARRIN SORIANO',5.08,b'PAU CARRIN SORIANO',7.0,b'JORDI BERTRAN DIAZ',1.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'GUILLEM PRAT SERRA',4.09,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'PERE VIETA CUBI',0.83,b'IGNASI PALLARES ARUMI',5.55,b'POL CAMPENY LLOVERAS',13.55,b'NICOLS HUMBERT MARTN',0.59
b'JOAQUIM FRANCH DE PABLO',30.25,b'MART MARTORI FIGUEREDO',15.5,b'DENZEL NATHANIEL PORTER',4.5,b'MART MARTORI FIGUEREDO',9.58,b'GUILLEM GONZALEZ GARCIA',0.67,b'JAVIER VICENTE NIETO',2.08,b'MARCEL PARS VILASECA',7.25,b'XAVIER LLUCH DEZ',0.5,b'IZAN VILLAR CANTERO',4.33,b'GUILLEM CANALETA BENET',6.73,b'TOMS GARCIA NAVARRO',0.89,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'MARC VICTOR VANCEA',3.82,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'JAVIER VICENTE NIETO',0.82,b'MART MARTORI FIGUEREDO',5.5,b'GUILLEM DIAZ CABANAS',12.83,b'IGNACIO AMAN',0.59
b'MART MARTORI FIGUEREDO',29.08,b'XAVIER BLANCO MART',14.0,b'FERRAN ARQUES LOPEZ',4.2,b'FERRAN ARQUES LOPEZ',8.9,b'ALBERT GARCIA ROS',0.67,b'ADRIA ARQUE GASQUEZ',2.0,b'ADRIA ARQUE GASQUEZ',7.22,b'ADRIA OLVERA GIMENEZ',0.45,b'EDUARD MAS FERRE',4.17,b'JOAQUIM FRANCH DE PABLO',6.58,b'CARLES REYNALS RODRIGUEZ',0.88,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'XAVIER LLUCH DEZ',3.75,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'FERRAN FERNANDEZ GIMENEZ',0.81,b'POL CAMPENY LLOVERAS',5.18,b'XAVIER BLANCO MART',12.09,b'MARC VICTOR VANCEA',0.59
b'GUILLEM DIAZ CABANAS',28.08,b'IGNASI PALLARES ARUMI',13.64,b'IZAN VILLAR CANTERO',4.0,b'DENZEL NATHANIEL PORTER',8.83,b'FERRAN MAS FARR',0.65,b'IZAN VILLAR CANTERO',1.92,b'POL CAMPENY LLOVERAS',6.64,b'SERGI ROURERA LLAURADO',0.44,b'ELOI MARIN BONAMUSA',4.1,b'IZAN VILLAR CANTERO',6.25,b'WILLIAM ERIK AHLBERG',0.86,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'ARNAU JANER PUIG',3.6,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'CARLES JORD SANCHEZ',0.79,b'GUILLEM DIAZ CABANAS',5.0,b'MART MARTORI FIGUEREDO',11.92,b'JOSEP MARIA OJEDA VIRALTA',0.57
b'GUILLEM CANALETA BENET',27.73,b'GUILLEM CANALETA BENET',13.27,b'VICTOR CARRETERO BACH',4.0,b'GUILLEM CANALETA BENET',8.45,b'ALEIX SEMPERE SERRANO',0.65,b'WILLIAM ERIK AHLBERG',1.75,b'LLUS MARTN LLAVERA',6.62,b'ADRIA RIVAS POMEROL',0.44,b'MART MARTORI FIGUEREDO',3.92,b'MART MARTORI FIGUEREDO',5.83,b'ADRIA OLVERA GIMENEZ',0.86,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'ORIOL ROSELL ESPADALER',3.42,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'MARCEL PARS VILASECA',0.79,b'DENZEL NATHANIEL PORTER',4.92,b'IGNASI PALLARES ARUMI',11.09,b'XAVIER LLUCH DEZ',0.57
b'MARCEL PARS VILASECA',27.08,b'PAU CARRIN SORIANO',12.58,b'XAVIER LLUCH DEZ',3.92,b'SERGI ORS ANDREU',8.25,b'JORDI SNCHEZ SORIANO',0.63,b'POL CAMPENY LLOVERAS',1.73,b'JAVIER VICENTE NIETO',6.42,b'VCTOR DIAZ GMEZ',0.43,b'JOSEP ARMENGOL ROYO',3.92,b'PEP MESAS DIAZ',5.73,b'XAVIER GARCIA FERNANDEZ',0.83,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'MARAL AZCONA BLAZQUEZ',3.42,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'ADRIA ARQUE GASQUEZ',0.78,b'FERRAN ARQUES LOPEZ',4.4,b'VICTOR CARRETERO BACH',10.64,b'ALEIX SEMPERE SERRANO',0.57
b'ELOI MARIN BONAMUSA',26.6,b'JOAQUIM FRANCH DE PABLO',12.58,b'JOAN PONS MONTERO',3.73,b'GUILLEM DIAZ CABANAS',8.17,b'ADRIAN CARRACEDO DE LA ROSA',0.62,b'GEORG SIMON HERODES',1.67,b'RODRIGO PASCUAL CONTEL',5.91,b'GEORG SIMON HERODES',0.43,b'POL CAMPENY LLOVERAS',3.91,b'JOAN PONS MONTERO',5.73,b'JORGE MOLINS PASCUAL',0.83,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'GUILLEM ANDREU MALE',3.27,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'NICOLAS EDUARDO LUS HAHNEISER',0.74,b'XAVIER BLANCO MART',4.36,b'FERRAN ARQUES LOPEZ',10.4,b'BIEL VINYET RIERA',0.57
b'AARON ZIGA FORNELLS',26.5,b'GUILLEM DIAZ CABANAS',12.33,b'IGNACIO AMAN',3.67,b'JOAN PONS MONTERO',8.09,b'HECTOR AZA GAY',0.6,b'RODRIGO PASCUAL CONTEL',1.64,b'ERIC MANZANARES IZQUIERDO',5.73,b'GREGORIO BOHO SILA',0.42,b'PEP MESAS DIAZ',3.91,b'EDUARD MAS FERRE',5.58,b'DIDAC RODRIGUEZ ROLDAN',0.82,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'POL CANILLAS CRESPO',3.25,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'ADRIA VILAGRAN GONZALEZ',0.72,b'VICTOR CARRETERO BACH',4.27,b'DENZEL NATHANIEL PORTER',10.33,b'MARC GILABERT GALLARDO',0.56
b'XAVIER BLANCO MART',26.36,b'ELOI MARIN BONAMUSA',12.3,b'GUILLEM DIAZ CABANAS',3.67,b'IZAN VILLAR CANTERO',8.0,b'MARC VICTOR VANCEA',0.6,b'ERIC MANZANARES IZQUIERDO',1.64,b'LLUIS DE QUINTANA BECH',5.25,b'GUILLEM RUBIO CHACON',0.41,b'JOAQUIM FRANCH DE PABLO',3.83,b'LLUIS DE QUINTANA BECH',5.42,b'DANIEL VALDES MARTIN',0.8,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'JULI ANTOL BLAY',3.2,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'RODRIGO PASCUAL CONTEL',0.71,b'ALEX RIERA PERETO',4.17,b'AARON ZIGA FORNELLS',10.25,b'ROGER DALET CASALPRIM',0.53
