Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],21.0,200.0,60.29,15.0,37.0,0.41,6.14,22.29,0.28,11.86,19.24,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.38,0.0,0.0,65.0,0.48,92.75,40.84,41.36,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,21.14,59.29,0.36
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],21.0,200.0,67.48,16.19,37.86,0.43,7.76,27.9,0.28,11.81,19.05,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.43,0.0,0.0,71.14,0.52,94.85,42.32,41.52,17.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,23.95,65.76,0.36
C.B.CASTELLAR A Equipo,['Mitjana'],21.0,201.19,66.24,14.76,32.33,0.46,9.1,31.57,0.29,9.43,13.95,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57,0.0,0.0,67.24,0.49,98.51,44.45,41.52,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,23.86,63.9,0.37
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],21.0,201.19,74.57,18.05,37.19,0.49,7.52,25.14,0.3,15.9,25.14,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.95,0.0,0.0,70.43,0.51,105.88,47.06,47.34,25.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.57,62.33,0.41
CB IPSI A Equipo,['Mitjana'],21.0,200.0,69.38,17.43,41.1,0.42,6.43,27.29,0.24,15.24,26.71,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,0.0,0.0,76.9,0.53,90.22,39.59,41.19,22.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.86,68.38,0.35
CB IPSI A Equipo Rival,['Mitjana Rival'],21.0,200.0,67.43,16.24,36.67,0.44,6.86,25.1,0.27,14.38,22.43,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33,0.0,0.0,68.76,0.47,98.06,42.95,43.7,23.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,23.1,61.76,0.37
CLUB NATACIO SABADELL A Equipo,['Mitjana'],21.0,201.19,71.86,16.9,38.52,0.44,8.1,25.81,0.31,13.76,22.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,71.05,0.51,101.14,45.15,44.53,21.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.0,64.33,0.39
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],21.0,201.19,66.05,14.67,35.71,0.41,6.52,23.48,0.28,17.05,25.95,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.48,0.0,0.0,67.76,0.49,97.47,41.31,43.62,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,21.19,59.19,0.36
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],21.0,202.38,58.67,16.38,40.0,0.41,5.52,20.52,0.27,9.33,15.67,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57,0.0,0.0,64.71,0.5,90.65,40.76,40.65,15.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,21.9,60.52,0.36
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],21.0,202.38,64.48,17.1,37.1,0.46,5.05,20.29,0.25,15.14,24.38,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.62,0.0,0.0,65.38,0.5,98.62,42.99,45.42,26.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,22.14,57.38,0.39
