Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,21.0,201.19,65.48,17.95,38.52,0.47,5.1,23.9,0.21,14.29,24.67,0.58,22.29,70.33,0.48,93.09,41.0,43.11,22.88,0.38
Equip,2 Derrota,17.0,200.0,62.12,17.18,38.82,0.44,4.76,24.12,0.2,13.47,23.53,0.57,22.06,70.35,0.49,88.29,38.64,40.96,21.4,0.38
Equip,2 Victoria,4.0,206.25,79.75,21.25,37.25,0.57,6.5,23.0,0.28,17.75,29.5,0.6,23.25,70.25,0.47,113.52,51.45,52.29,29.46,0.38
Equip,3 Local,9.0,200.0,68.67,18.33,40.0,0.46,5.22,23.22,0.22,16.33,25.56,0.64,24.22,71.44,0.48,96.11,41.39,44.18,25.83,0.37
Equip,3 Visitant,12.0,202.08,63.08,17.67,37.42,0.47,5.0,24.42,0.2,12.75,24.0,0.53,20.83,69.42,0.48,90.88,40.7,42.22,20.62,0.39
Equip,4 Dificil,12.0,202.08,68.75,19.58,40.17,0.49,5.08,23.67,0.21,14.33,25.0,0.57,23.42,71.83,0.49,95.71,42.62,44.49,22.45,0.37
Equip,4 Facil,9.0,200.0,61.11,15.78,36.33,0.43,5.11,24.22,0.21,14.22,24.22,0.59,20.78,68.33,0.48,89.43,38.72,41.18,23.49,0.4
Equip,5 Equips Cua,4.0,200.0,68.25,20.25,41.75,0.49,4.25,23.0,0.18,15.0,23.0,0.65,20.0,71.75,0.49,95.12,41.12,44.07,23.17,0.36
Equip,5 Equips Top,4.0,200.0,68.25,20.25,41.75,0.49,4.25,23.0,0.18,15.0,23.0,0.65,20.0,71.75,0.49,95.12,41.12,44.07,23.17,0.36
Equip,6 Ultims 3,3.0,36000.0,175.0,43.0,104.0,0.41,17.0,77.0,0.22,38.0,65.0,0.58,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
Equip Rival,1 Mitjana Rival,21.0,201.19,75.95,21.19,43.9,0.48,6.52,24.43,0.27,14.0,22.76,0.62,22.95,75.19,0.52,101.01,45.33,45.8,20.49,0.36
Equip Rival,2 Derrota Rival,17.0,200.0,76.71,21.65,44.53,0.49,6.59,23.53,0.28,13.65,21.88,0.62,22.47,74.53,0.51,102.92,46.33,46.54,20.05,0.35
Equip Rival,2 Victoria Rival,4.0,206.25,72.75,19.25,41.25,0.47,6.25,28.25,0.22,15.5,26.5,0.58,25.0,77.75,0.53,93.57,41.19,42.79,22.3,0.41
Equip Rival,3 Local Rival,9.0,200.0,77.0,22.56,44.78,0.5,5.33,23.78,0.22,15.89,26.67,0.6,23.0,77.0,0.52,100.0,44.57,46.47,23.18,0.35
Equip Rival,3 Visitant Rival,12.0,202.08,75.17,20.17,43.25,0.47,7.42,24.92,0.3,12.58,19.83,0.63,22.92,73.75,0.52,101.92,45.9,45.28,18.46,0.37
Equip Rival,4 Dificil Rival,12.0,202.08,72.5,20.92,43.75,0.48,5.33,24.75,0.22,14.67,24.25,0.6,23.08,76.0,0.51,95.39,42.21,44.03,21.41,0.36
Equip Rival,4 Facil Rival,9.0,200.0,80.56,21.56,44.11,0.49,8.11,24.0,0.34,13.11,20.78,0.63,22.78,74.11,0.52,108.7,49.51,48.21,19.25,0.35
Equip Rival,5 Equips Cua Rival,4.0,200.0,77.75,21.5,42.75,0.5,7.25,27.0,0.27,13.0,21.0,0.62,22.5,75.75,0.51,102.64,46.42,45.98,18.64,0.39
Equip Rival,5 Equips Top Rival,4.0,200.0,77.75,21.5,42.75,0.5,7.25,27.0,0.27,13.0,21.0,0.62,22.5,75.75,0.51,102.64,46.42,45.98,18.64,0.39
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,231.0,63.0,124.0,0.51,21.0,77.0,0.27,42.0,74.0,0.57,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38
