Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,13.0,200.0,71.77,16.92,40.23,0.42,7.46,25.0,0.3,15.54,22.77,0.68,25.0,72.23,0.52,99.36,43.1,43.82,23.82,0.38
Equip,2 Derrota,5.0,200.0,69.4,17.6,44.4,0.4,6.4,22.4,0.29,15.0,23.0,0.65,27.4,73.8,0.52,94.04,40.72,42.22,22.46,0.34
Equip,2 Victoria,8.0,200.0,73.25,16.5,37.62,0.44,8.12,26.62,0.31,15.88,22.62,0.7,23.5,71.12,0.52,102.99,44.65,44.84,24.71,0.41
Equip,3 Local,7.0,200.0,75.57,18.0,43.0,0.42,7.57,24.57,0.31,16.86,25.0,0.67,27.29,75.43,0.52,100.19,43.45,44.49,24.95,0.36
Equip,3 Visitant,6.0,200.0,67.33,15.67,37.0,0.42,7.33,25.5,0.29,14.0,20.17,0.69,22.33,68.5,0.52,98.3,42.67,42.96,22.4,0.41
Equip,4 Dificil,7.0,200.0,68.43,17.0,40.0,0.42,6.0,24.0,0.25,16.43,23.71,0.69,24.14,71.43,0.52,95.8,40.62,42.99,25.67,0.38
Equip,4 Facil,6.0,200.0,75.67,16.83,40.5,0.42,9.17,26.17,0.35,14.5,21.67,0.67,26.0,73.0,0.52,103.65,45.88,44.76,21.75,0.39
Equip,6 Ultims 3,3.0,200.0,74.67,18.67,43.67,0.43,5.33,22.0,0.24,21.33,31.33,0.68,24.33,98.67,0.53,94.26,39.69,43.29,27.1,0.34
Equip Rival,1 Mitjana Rival,13.0,200.0,66.69,15.08,34.0,0.44,5.85,23.31,0.25,19.0,28.15,0.67,22.77,66.85,0.48,99.77,41.61,45.2,33.15,0.41
Equip Rival,2 Derrota Rival,5.0,200.0,78.2,18.0,32.8,0.55,7.2,24.0,0.3,20.6,31.4,0.66,23.2,67.6,0.48,115.68,50.7,52.3,36.27,0.42
Equip Rival,2 Victoria Rival,8.0,200.0,59.5,13.25,34.75,0.38,5.0,22.88,0.22,18.0,26.12,0.69,22.5,66.25,0.48,89.81,36.01,40.67,31.24,0.4
Equip Rival,3 Local Rival,7.0,200.0,71.43,15.57,35.43,0.44,6.29,23.14,0.27,21.43,31.0,0.69,23.29,69.29,0.48,103.09,42.68,46.6,36.59,0.4
Equip Rival,3 Visitant Rival,6.0,200.0,61.17,14.5,32.33,0.45,5.33,23.5,0.23,16.17,24.83,0.65,22.17,64.0,0.48,95.57,40.3,43.42,28.96,0.42
Equip Rival,4 Dificil Rival,7.0,200.0,65.86,14.86,33.86,0.44,6.14,23.71,0.26,17.71,27.0,0.66,24.43,66.57,0.48,98.93,41.81,44.64,30.77,0.41
Equip Rival,4 Facil Rival,6.0,200.0,67.67,15.33,34.17,0.45,5.5,22.83,0.24,20.5,29.5,0.69,20.83,67.17,0.48,100.74,41.37,45.84,35.96,0.4
Equip Rival,6 Ultims 3 Rival,3.0,200.0,72.0,15.33,35.0,0.44,8.0,25.0,0.32,17.33,25.0,0.69,26.67,87.67,0.47,100.38,42.36,44.4,30.57,0.42
