Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,11.0,200.0,72.18,19.45,41.0,0.47,7.0,26.55,0.26,12.27,22.36,0.55,23.73,74.27,0.51,97.18,44.35,43.9,18.17,0.39
Equip,2 Derrota,1.0,200.0,68.0,19.0,42.0,0.45,6.0,28.0,0.21,12.0,23.0,0.52,32.0,76.0,0.47,89.47,40.0,40.52,17.14,0.4
Equip,2 Victoria,10.0,200.0,72.6,19.5,40.9,0.48,7.1,26.4,0.27,12.3,22.3,0.55,22.9,74.0,0.52,98.11,44.8,44.25,18.28,0.39
Equip,3 Local,5.0,200.0,68.6,19.2,41.4,0.46,6.0,26.8,0.22,12.2,22.2,0.55,23.4,74.8,0.54,91.71,41.35,41.88,17.89,0.39
Equip,3 Visitant,6.0,200.0,75.17,19.67,40.67,0.48,7.83,26.33,0.3,12.33,22.5,0.55,24.0,73.67,0.5,102.04,46.89,45.61,18.41,0.39
Equip,4 Dificil,9.0,200.0,70.67,18.78,40.56,0.46,6.78,27.11,0.25,12.78,23.78,0.54,23.56,75.0,0.51,94.22,42.78,42.8,18.88,0.4
Equip,4 Facil,2.0,200.0,79.0,22.5,43.0,0.52,8.0,24.0,0.33,10.0,16.0,0.62,24.5,71.0,0.53,111.27,51.49,49.05,14.93,0.36
Equip,6 Ultims 3,3.0,200.0,70.0,18.33,41.33,0.44,7.0,25.33,0.28,12.33,21.67,0.57,23.0,99.67,0.51,97.66,44.1,44.23,19.56,0.38
Equip Rival,1 Mitjana Rival,11.0,200.0,64.45,15.64,38.27,0.41,6.09,24.64,0.25,14.91,23.91,0.62,20.64,70.45,0.49,91.48,39.38,41.31,23.7,0.39
Equip Rival,2 Derrota Rival,1.0,200.0,75.0,16.0,42.0,0.38,6.0,33.0,0.18,25.0,36.0,0.69,21.0,87.0,0.53,86.21,33.33,39.21,33.33,0.44
Equip Rival,2 Victoria Rival,10.0,200.0,63.4,15.6,37.9,0.41,6.1,23.8,0.26,13.9,22.7,0.61,20.6,68.8,0.48,92.15,40.11,41.56,22.53,0.39
Equip Rival,3 Local Rival,5.0,200.0,60.8,16.2,37.2,0.44,6.0,21.2,0.28,10.4,21.0,0.5,20.4,64.8,0.46,93.83,43.15,42.6,17.81,0.36
Equip Rival,3 Visitant Rival,6.0,200.0,67.5,15.17,39.17,0.39,6.17,27.5,0.22,18.67,26.33,0.71,20.83,75.0,0.5,90.0,36.62,40.12,28.0,0.41
Equip Rival,4 Dificil Rival,9.0,200.0,66.67,16.67,39.56,0.42,6.11,24.67,0.25,15.0,24.11,0.62,21.22,71.78,0.49,92.88,40.22,42.03,23.36,0.38
Equip Rival,4 Facil Rival,2.0,200.0,54.5,11.0,32.5,0.34,6.0,24.5,0.24,14.5,23.0,0.63,18.0,64.0,0.47,85.16,35.09,37.68,25.44,0.43
Equip Rival,6 Ultims 3 Rival,3.0,200.0,64.0,16.33,41.67,0.39,5.67,24.0,0.24,14.33,23.0,0.62,20.33,95.0,0.49,94.04,41.02,42.94,22.66,0.37
