Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,4.0,200.0,70.0,19.0,38.0,0.5,6.25,18.75,0.33,13.25,21.75,0.61,22.25,63.5,0.46,110.24,50.0,49.84,23.35,0.33
Equip,2 Derrota,1.0,200.0,74.0,22.0,48.0,0.46,6.0,15.0,0.4,12.0,19.0,0.63,22.0,68.0,0.47,108.82,49.21,48.96,19.05,0.24
Equip,2 Victoria,3.0,200.0,68.67,18.0,34.67,0.52,6.33,20.0,0.32,13.67,22.67,0.6,22.33,62.0,0.47,110.75,50.3,50.16,25.0,0.37
Equip,3 Local,3.0,200.0,72.67,20.67,40.33,0.51,6.0,17.67,0.34,13.33,22.0,0.61,25.0,64.67,0.46,112.37,51.15,51.05,22.99,0.3
Equip,3 Visitant,1.0,200.0,62.0,14.0,31.0,0.45,7.0,22.0,0.32,13.0,21.0,0.62,14.0,59.0,0.48,105.08,46.23,45.9,24.53,0.42
Equip,4 Dificil,4.0,200.0,70.0,19.0,38.0,0.5,6.25,18.75,0.33,13.25,21.75,0.61,22.25,63.5,0.46,110.24,50.0,49.84,23.35,0.33
Equip,6 Ultims 3,3.0,200.0,68.67,18.0,36.0,0.5,6.67,21.33,0.31,12.67,22.33,0.57,20.33,84.67,0.46,110.24,50.0,49.84,23.35,0.37
Equip Rival,1 Mitjana Rival,4.0,200.0,66.25,16.0,44.75,0.36,7.5,23.75,0.32,11.75,17.75,0.66,23.0,73.25,0.54,90.44,39.78,39.4,17.15,0.35
Equip Rival,2 Derrota Rival,1.0,200.0,76.0,21.0,43.0,0.49,8.0,30.0,0.27,10.0,20.0,0.5,24.0,78.0,0.53,97.44,45.21,43.21,13.7,0.41
Equip Rival,2 Victoria Rival,3.0,200.0,63.0,14.33,45.33,0.32,7.33,21.67,0.34,12.33,17.0,0.73,22.67,71.33,0.54,88.32,37.81,37.88,18.41,0.32
Equip Rival,3 Local Rival,3.0,200.0,70.67,17.33,46.0,0.38,7.33,23.67,0.31,14.0,21.0,0.67,24.33,75.67,0.54,93.39,40.67,41.16,20.1,0.34
Equip Rival,3 Visitant Rival,1.0,200.0,53.0,12.0,41.0,0.29,8.0,24.0,0.33,5.0,8.0,0.62,19.0,65.0,0.52,81.54,36.92,33.36,7.69,0.37
Equip Rival,4 Dificil Rival,4.0,200.0,66.25,16.0,44.75,0.36,7.5,23.75,0.32,11.75,17.75,0.66,23.0,73.25,0.54,90.44,39.78,39.4,17.15,0.35
Equip Rival,6 Ultims 3 Rival,3.0,200.0,65.67,15.67,44.0,0.36,8.33,26.33,0.32,9.33,16.0,0.58,22.67,97.67,0.54,90.44,39.78,39.4,17.15,0.37
