Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],23.0,200.0,60.83,15.13,37.09,0.41,6.26,22.48,0.28,11.78,18.91,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61,0.0,0.0,67.87,0.48,89.62,41.17,41.53,19.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,21.39,59.57,0.36
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],23.0,200.0,67.91,16.39,37.65,0.44,7.65,27.91,0.27,12.17,19.26,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.39,0.0,0.0,74.0,0.52,91.77,42.51,41.91,18.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,24.04,65.57,0.37
C.B.CASTELLAR A Equipo,['Mitjana'],23.0,201.09,66.65,15.0,33.04,0.45,9.09,31.65,0.29,9.39,13.91,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.04,0.0,0.0,70.78,0.49,94.16,44.25,41.37,14.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,24.09,64.7,0.37
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],23.0,201.09,73.78,18.22,38.0,0.48,7.39,25.0,0.3,15.17,24.09,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87,0.0,0.0,73.57,0.51,100.3,46.51,46.71,24.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.61,63.0,0.41
CB IPSI A Equipo,['Mitjana'],23.0,200.0,71.74,17.78,40.83,0.44,6.91,27.3,0.25,15.43,26.87,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.17,0.0,0.0,79.91,0.53,89.77,41.32,42.47,22.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,24.7,68.13,0.36
CB IPSI A Equipo Rival,['Mitjana Rival'],23.0,200.0,67.91,16.0,36.04,0.44,7.13,25.26,0.28,14.52,22.96,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48,0.0,0.0,71.39,0.47,95.13,43.55,44.08,23.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,23.13,61.3,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],23.0,202.17,71.35,16.78,38.57,0.44,8.0,25.87,0.31,13.78,22.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13,0.0,0.0,74.09,0.51,96.3,44.67,44.18,21.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,24.78,64.43,0.38
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],23.0,202.17,66.61,14.7,35.35,0.42,6.65,24.09,0.28,17.17,25.96,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.43,0.0,0.0,70.83,0.49,94.05,41.51,43.75,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,21.35,59.43,0.36
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],23.0,202.17,59.09,16.3,40.13,0.41,5.65,21.3,0.27,9.52,15.7,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.35,0.0,0.0,68.3,0.5,86.51,40.34,40.26,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,21.96,61.43,0.36
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],23.0,202.17,64.0,17.04,36.52,0.47,5.0,20.26,0.25,14.91,23.87,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,67.26,0.5,95.15,43.22,45.6,26.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,22.04,56.78,0.39
