Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
NOU BASQUET OLESA A Equipo,['Mitjana'],18.0,200.0,73.89,20.61,41.94,0.49,6.06,19.0,0.32,14.39,22.78,0.63,20.5,68.11,0.5,108.48,48.72,49.31,23.61,0.31
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],18.0,200.0,64.56,16.83,39.39,0.43,6.5,24.78,0.26,11.39,18.61,0.61,23.22,69.44,0.5,92.96,41.43,41.41,17.75,0.39
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],18.0,201.39,61.0,15.28,39.17,0.39,5.78,23.67,0.24,13.11,20.5,0.64,20.67,68.94,0.49,88.48,38.11,39.69,20.87,0.38
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],18.0,201.39,74.0,17.89,36.83,0.49,8.61,30.22,0.28,12.39,20.61,0.6,20.83,73.06,0.51,101.29,45.94,44.4,18.48,0.45
SD ESPANYOL Equipo,['Mitjana'],19.0,200.0,70.47,17.63,37.21,0.47,6.74,24.0,0.28,15.0,25.05,0.6,19.68,69.32,0.51,101.67,45.31,46.01,24.51,0.39
SD ESPANYOL Equipo Rival,['Mitjana Rival'],19.0,200.0,63.47,17.42,37.68,0.46,6.0,25.05,0.24,10.63,16.21,0.66,22.89,67.05,0.49,94.66,42.11,42.09,16.95,0.4
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],19.0,200.0,69.0,16.84,40.37,0.42,7.0,25.74,0.27,14.32,22.79,0.63,21.26,73.05,0.51,94.45,41.36,42.14,21.66,0.39
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],19.0,200.0,73.05,16.68,34.74,0.48,8.63,27.47,0.31,13.79,22.0,0.63,22.42,69.0,0.49,105.87,47.63,46.32,22.17,0.44
VEDRUNA GRACIA A Equipo,['Mitjana'],19.0,200.0,67.95,16.37,33.53,0.49,7.58,26.37,0.29,12.47,19.26,0.65,21.58,65.63,0.49,103.53,46.31,45.41,20.83,0.44
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],19.0,200.0,69.68,18.26,37.37,0.49,6.89,25.63,0.27,12.47,19.84,0.63,21.47,68.84,0.51,101.22,45.41,45.11,19.8,0.41
