Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BASQUET MOLINS Equipo,['Mitjana'],19.0,200.0,59.84,15.32,37.84,0.4,5.84,22.05,0.26,11.68,19.11,0.61,19.11,65.53,0.48,91.33,40.2,40.94,19.51,0.37
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],19.0,200.0,67.74,16.42,38.37,0.43,7.68,27.42,0.28,11.84,18.84,0.63,20.42,71.11,0.52,95.26,42.48,41.73,18.0,0.42
C.B.CASTELLAR A Equipo,['Mitjana'],19.0,200.0,66.0,14.89,31.53,0.47,8.89,30.89,0.29,9.53,14.21,0.67,22.05,65.89,0.48,100.16,45.24,42.37,15.26,0.49
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],19.0,200.0,75.16,18.32,37.68,0.49,7.68,25.26,0.3,15.47,24.74,0.63,18.89,70.84,0.52,106.09,47.41,47.37,24.58,0.4
CB IPSI A Equipo,['Mitjana'],19.0,200.0,69.53,17.26,40.95,0.42,6.53,27.0,0.24,15.42,27.21,0.57,23.37,76.68,0.53,90.67,39.81,41.39,22.7,0.4
CB IPSI A Equipo Rival,['Mitjana Rival'],19.0,200.0,68.47,16.26,36.42,0.45,7.11,25.68,0.28,14.63,23.0,0.64,24.47,69.32,0.47,98.79,43.35,43.97,23.56,0.41
CLUB NATACIO SABADELL A Equipo,['Mitjana'],19.0,201.32,72.58,17.32,39.58,0.44,7.89,25.68,0.31,14.26,22.37,0.64,24.16,72.05,0.51,100.73,44.68,44.45,21.85,0.39
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],19.0,201.32,66.84,15.0,35.74,0.42,6.47,23.68,0.27,17.32,26.37,0.66,22.42,68.16,0.49,98.07,41.59,43.99,29.14,0.4
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],19.0,202.63,59.0,16.42,40.05,0.41,5.63,20.58,0.27,9.26,15.79,0.59,22.42,64.84,0.5,90.99,41.02,40.76,15.28,0.34
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],19.0,202.63,64.26,17.05,37.11,0.46,5.11,20.26,0.25,14.84,24.32,0.61,17.42,65.32,0.5,98.39,43.07,45.32,25.87,0.35
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],19.0,201.32,70.53,18.74,39.47,0.47,6.47,26.89,0.24,13.63,22.74,0.6,23.11,73.32,0.51,96.2,42.86,43.53,20.54,0.41
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],19.0,201.32,64.74,15.11,37.79,0.4,6.74,24.68,0.27,14.32,23.58,0.61,20.53,69.89,0.49,92.62,40.35,41.47,22.91,0.4
GRUP VIA - CB ARTES Equipo,['Mitjana'],19.0,200.0,70.0,16.47,33.16,0.5,8.32,27.32,0.3,12.11,19.63,0.62,21.42,66.32,0.49,105.56,47.87,46.08,20.02,0.45
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],19.0,200.0,63.16,16.37,40.42,0.4,5.68,22.89,0.25,13.37,21.89,0.61,20.79,70.0,0.51,90.23,39.32,40.91,21.11,0.36
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],19.0,201.32,71.05,18.0,37.26,0.48,7.63,27.32,0.28,12.16,18.47,0.66,19.63,69.79,0.49,101.81,45.6,44.68,18.83,0.42
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],19.0,201.32,68.95,19.58,42.95,0.46,6.53,23.58,0.28,10.21,17.42,0.59,19.11,71.21,0.51,96.82,44.15,43.38,15.35,0.35
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],19.0,200.0,64.32,16.11,38.32,0.42,4.89,21.53,0.23,17.42,26.21,0.66,20.53,68.47,0.51,93.93,39.18,43.09,29.11,0.36
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],19.0,200.0,61.26,16.0,37.63,0.43,5.79,22.05,0.26,11.89,18.47,0.64,24.74,65.05,0.49,94.17,41.36,42.11,19.93,0.37
