Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],3.0,200.0,65.0,17.67,39.33,0.45,5.33,23.0,0.23,13.67,22.67,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.67,0.0,0.0,69.33,0.48,93.75,41.18,42.91,21.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.0,62.33,0.37
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],3.0,200.0,74.67,15.67,32.67,0.48,8.33,34.0,0.25,18.33,28.67,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33,0.0,0.0,76.0,0.52,98.25,42.25,43.49,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,24.0,66.67,0.36
C.B.CASTELLAR A Equipo,['Mitjana'],3.0,200.0,57.33,12.0,27.67,0.43,8.33,33.0,0.25,8.33,12.33,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,63.33,0.49,90.53,40.38,37.73,13.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,20.33,60.67,0.34
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],3.0,200.0,64.33,17.0,35.67,0.48,5.0,21.0,0.24,15.33,26.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,65.33,0.51,98.47,43.24,45.7,27.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,22.0,56.67,0.39
CB IPSI A Equipo,['Mitjana'],3.0,200.0,72.67,15.33,33.67,0.46,6.67,27.0,0.25,22.0,35.67,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.33,0.0,0.0,73.0,0.5,99.54,41.76,45.6,36.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,22.0,60.67,0.36
CB IPSI A Equipo Rival,['Mitjana Rival'],3.0,200.0,72.0,17.67,41.0,0.43,6.33,22.67,0.28,17.67,27.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33,0.0,0.0,72.33,0.5,99.54,42.67,45.0,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,24.0,63.67,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],3.0,200.0,67.67,14.33,32.0,0.45,7.33,27.0,0.27,17.0,22.33,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.67,0.0,0.0,66.0,0.5,102.53,42.94,44.29,28.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,21.67,59.0,0.37
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],3.0,200.0,62.0,13.33,34.33,0.39,4.33,22.0,0.2,22.33,31.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.33,0.0,0.0,67.0,0.5,92.54,35.21,42.33,39.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,17.67,56.33,0.31
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],3.0,200.0,52.67,15.67,40.0,0.39,3.33,15.67,0.21,11.33,16.67,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,60.33,0.49,87.29,37.13,40.08,20.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,19.0,55.67,0.34
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],3.0,200.0,60.67,15.0,33.0,0.45,5.33,23.0,0.23,14.67,21.67,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67,0.0,0.0,62.67,0.51,96.81,41.07,43.45,26.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,20.33,56.0,0.36
