Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
MARISTES ADEMAR Equipo,['Mitjana'],10.0,200.0,62.7,17.0,38.0,0.45,5.5,20.4,0.27,12.2,21.2,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,67.7,0.48,92.61,43.24,44.04,20.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,22.5,58.4,0.39
MARISTES ADEMAR Equipo Rival,['Mitjana Rival'],10.0,200.0,63.8,15.8,38.8,0.41,6.0,23.7,0.25,14.2,21.4,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,71.9,0.52,88.73,39.68,41.36,22.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,21.8,62.5,0.35
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],10.0,200.0,59.3,14.3,32.3,0.44,5.9,25.4,0.23,13.0,20.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,66.5,0.49,89.17,40.12,41.43,22.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,20.2,57.7,0.35
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],10.0,200.0,69.5,17.7,40.0,0.44,6.5,19.0,0.34,14.6,24.8,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,69.9,0.51,99.43,46.53,47.07,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,24.2,59.0,0.41
U.E. CLARET A Equipo,['Mitjana'],10.0,202.5,69.2,16.9,36.3,0.47,6.1,22.5,0.27,17.1,28.9,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,71.5,0.51,96.78,44.3,46.38,29.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,23.0,58.8,0.39
U.E. CLARET A Equipo Rival,['Mitjana Rival'],10.0,202.5,59.6,14.5,37.1,0.39,5.8,21.7,0.27,13.2,21.2,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,68.1,0.49,87.52,39.46,40.98,22.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,20.3,58.8,0.35
UB SANT ADRIA A Equipo,['Mitjana'],10.0,202.5,64.6,16.2,40.7,0.4,6.3,24.4,0.26,13.3,23.1,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,75.2,0.51,85.9,39.4,40.46,20.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,22.5,65.1,0.35
UB SANT ADRIA A Equipo Rival,['Mitjana Rival'],10.0,202.5,67.5,17.6,39.2,0.45,6.1,23.5,0.26,14.0,22.4,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,72.5,0.49,93.1,42.66,43.82,22.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.7,62.7,0.38
UE MATARO  - TC Equipo,['Mitjana'],10.0,200.0,68.6,17.7,36.8,0.48,6.8,26.2,0.26,12.8,23.1,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,73.1,0.5,93.84,44.29,44.16,20.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,24.5,63.0,0.39
UE MATARO  - TC Equipo Rival,['Mitjana Rival'],10.0,200.0,72.2,19.0,39.7,0.48,7.6,24.6,0.31,11.4,17.9,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,72.1,0.5,100.14,47.28,45.92,17.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,26.6,64.3,0.41
