Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BASQUET MOLINS Equipo,['Mitjana'],22.0,200.0,60.73,15.14,36.91,0.41,6.23,22.18,0.28,11.77,18.91,0.62,19.45,67.41,0.48,90.09,41.42,41.78,19.92,0.38
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],22.0,200.0,67.91,16.32,37.64,0.43,7.77,27.64,0.28,11.95,19.09,0.63,20.18,73.64,0.52,92.22,42.86,42.05,18.31,0.42
C.B.CASTELLAR A Equipo,['Mitjana'],22.0,201.14,66.5,14.95,32.82,0.46,9.09,31.45,0.29,9.32,13.77,0.68,22.27,70.32,0.49,94.57,44.48,41.53,14.5,0.49
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],22.0,201.14,74.18,18.09,37.64,0.48,7.5,25.0,0.3,15.5,24.5,0.63,18.73,73.41,0.51,101.05,46.84,47.03,24.75,0.4
CB IPSI A Equipo,['Mitjana'],22.0,200.0,70.14,17.55,40.73,0.43,6.55,27.14,0.24,15.41,27.0,0.57,23.27,79.73,0.53,87.97,40.32,41.82,22.71,0.4
CB IPSI A Equipo Rival,['Mitjana Rival'],22.0,200.0,67.64,16.32,36.73,0.44,6.86,24.77,0.28,14.41,22.82,0.63,24.5,71.5,0.47,94.6,43.27,43.99,23.43,0.4
CLUB NATACIO SABADELL A Equipo,['Mitjana'],22.0,201.14,71.5,16.64,38.32,0.43,8.09,25.59,0.32,13.95,22.23,0.63,24.0,73.68,0.51,97.04,45.02,44.49,21.83,0.4
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],22.0,201.14,66.27,14.68,35.86,0.41,6.68,23.64,0.28,16.77,25.64,0.65,22.55,70.77,0.49,93.64,41.52,43.57,28.19,0.4
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],22.0,202.27,58.86,16.27,39.82,0.41,5.68,21.36,0.27,9.27,15.41,0.6,22.45,67.95,0.5,86.62,40.53,40.3,15.16,0.35
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],22.0,202.27,64.5,17.23,36.77,0.47,5.05,20.32,0.25,14.91,23.95,0.62,17.55,67.59,0.5,95.43,43.43,45.73,26.11,0.36
