Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Assist (jugador),Assist (valor),Recuperacions (jugador),Recuperacions (valor),Perd (jugador),Perd (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltes Rebudes (jugador),Faltes Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efec (jugador),% Tir Efec (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesiones No Anotades (jugador),Possesiones No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Puntes per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perd Mal Pase (Jugador),Perd Mal Pase (Valor),Perd Pilota Controlada (jugador),Perd Pilota Controlada (valor),Altres Perd (jugador),Altres Perd (valor),Faltes de Tir (jugador),Faltes de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor)
b'MARC PALAU GASCON',34.6,b'MARC PALAU GASCON',17.2,b'MARC PALAU GASCON',5.8,b'GUILLEM PREZ LAYUNTA',10.0,b'ORIOL VARON MORALES',1.0,b'ALBERT GERM DE TRAVY',3.0,b'JANIS TOMASCHEK',8.0,b'JOAN SILVESTRE PIJUAN',1.0,b'ARNAU CUMELLES CESPEDES',5.4,b'ARNAU CUMELLES CESPEDES',9.0,b'JOAN MORERA REG',1.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'ARNAU GARRABE TOSQUELLA',4.4,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'SERGI ALGUE BAUSA',0.0,b'RUBN CALVO TORTAJADA',1.0,b'MARC PALAU GASCON',6.8,b'XAVIER ELVIRA GOMEZ',13.8,b'XAVIER ARREDONDO FERREIRO',0.75
b'XAVIER ELVIRA GOMEZ',33.8,b'ALBERT GERM DE TRAVY',16.0,b'FERRAN BELMONTE CABALLOL',5.2,b'SERIGNE ABDOU NGUEDD NDOUR',10.0,b'VICTOR SABARTES CORRAL',1.0,b'JUAN JOSE VAZQUEZ NUEZ',2.6,b'MARC NAVARRO DOMINGUEZ',8.0,b'JOS IGNACIO SILVA VUELTA',1.0,b'SERIGNE ABDOU NGUEDD NDOUR',5.0,b'SERIGNE ABDOU NGUEDD NDOUR',7.33,b'JAN TERUEL FERRAN',1.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'MARC CORRAL PARCET',4.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'SERGIO FERNANDEZ BAREA',1.0,b'GUILLEM PREZ LAYUNTA',5.4,b'MARC NAVARRO DOMINGUEZ',13.67,b'GONAL BAYARRI SEGURA',0.7
b'MARC NAVARRO DOMINGUEZ',33.67,b'XAVIER ELVIRA GOMEZ',14.2,b'GUILLEM PREZ LAYUNTA',5.0,b'FERRAN BELMONTE CABALLOL',9.6,b'FERRAN FERNANDEZ GIMENEZ',1.0,b'JANIS TOMASCHEK',2.2,b'MARC OLLE MARTINEZ',7.5,b'BERNAT TRAVERIA SOLA',1.0,b'MARC NAVARRO DOMINGUEZ',4.0,b'ARNAU GARRABE TOSQUELLA',6.6,b'PAU VILADOMAT COMERMA',1.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'NIL DEIX RAMIREZ',4.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'FERRAN FERNANDEZ GIMENEZ',0.95,b'FERRAN BELMONTE CABALLOL',5.2,b'ARNAU SANAHUJA CARNE',13.4,b'RUBEN MORALES BUENO',0.69
b'GERARD MARSOL ESCOL',31.67,b'ARNAU CUMELLES CESPEDES',14.0,b'RUBEN MORALES BUENO',4.75,b'GERARD MARSOL ESCOL',9.0,b'RUBEN MORALES BUENO',0.79,b'ERIC MANZANARES IZQUIERDO',2.2,b'ALBERT GERM DE TRAVY',7.4,b'YORKY SAMUEL MATA ARIAS',1.0,b'MARC OLLE MARTINEZ',4.0,b'MARC NAVARRO DOMINGUEZ',6.33,b'ENRIQUE CARRETO ACOSTA',1.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'JUAN AYALA MONCAYO',3.8,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'MARCOS OREJAS SERRAMO',0.93,b'XAVIER ELVIRA GOMEZ',5.2,b'MARC OLLE MARTINEZ',13.0,b'MUSA TRAWALLY SANNEH',0.67
b'ALBERT GERM DE TRAVY',31.2,b'MARC OLLE MARTINEZ',14.0,b'CINTO GABRIEL MORILLA',4.6,b'ARNAU CUMELLES CESPEDES',8.8,b'XAVIER ARREDONDO FERREIRO',0.75,b'ALEX MATENCIO UTIEL',2.2,b'ERIC MANZANARES IZQUIERDO',7.2,b'ARNAU GARRABE TOSQUELLA',0.75,b'FRANCESC PLA DE CASACUBERTA',4.0,b'CINTO GABRIEL MORILLA',6.2,b'ERIC MANZANARES IZQUIERDO',1.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'JOS IGNACIO SILVA VUELTA',3.8,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'JUAN JOSE VAZQUEZ NUEZ',0.9,b'ALBERT GERM DE TRAVY',5.2,b'GERARD MARSOL ESCOL',12.67,b'BERNAT TRAVERIA SOLA',0.67
b'MARC OLLE MARTINEZ',29.25,b'RUBEN MORALES BUENO',13.75,b'MIQUEL PUIG DE GRACIA',4.0,b'JOAN PONS MONTERO',8.8,b'MARC PALAU GASCON',0.71,b'ALBERT CADAFALCH CASANOVAS',2.0,b'ALBERT CADAFALCH CASANOVAS',7.0,b'PAUL ATSU ROMERO',0.75,b'CINTO GABRIEL MORILLA',3.8,b'ORIOL NIUBO TORRAS',5.6,b'ADRIA FIAGA GARRIDO',1.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'RUBEN MORALES BUENO',3.75,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'VICTOR SABARTES CORRAL',0.89,b'RUBEN MORALES BUENO',5.0,b'MARC PALAU GASCON',12.2,b'DAVID GEA SIMON',0.64
b'ARNAU CUMELLES CESPEDES',28.4,b'GUILLEM PREZ LAYUNTA',13.4,b'ARNAU CUMELLES CESPEDES',4.0,b'EMMANUEL REYES ROSARIO',8.6,b'FERRAN MAS FARR',0.71,b'ALEX MOR CEBOLLA',2.0,b'XAVIER ELVIRA GOMEZ',6.8,b'JOSEP ALEMANY CERVERA',0.67,b'POL RIGAT FULCARA',3.6,b'MIQUEL PUIG DE GRACIA',5.2,b'ALBERT GERM DE TRAVY',0.93,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'GUILLERMO BELLO MARABE',3.75,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'JORDI DE LA ROSA CANELA',0.86,b'MIQUEL PUIG DE GRACIA',4.8,b'JOAN PONS MONTERO',11.8,b'POL CAMPRUBI TRUJILLO',0.59
b'MIQUEL PUIG DE GRACIA',28.4,b'CINTO GABRIEL MORILLA',13.0,b'XAVIER ELVIRA GOMEZ',3.8,b'CINTO GABRIEL MORILLA',8.4,b'ALEX MATENCIO UTIEL',0.71,b'MARC OLLE MARTINEZ',2.0,b'ARNAU SANAHUJA CARNE',6.4,b'ALBERT ROMAN PEREZ',0.54,b'GERARD GOMILA CARULLA',3.6,b'MIQUEL DE JOVER I BOIRA',5.0,b'ALEX MOR CEBOLLA',0.9,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'ADRIA RUIZ DE AZUA MALDONADO',3.6,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'PAU VIROS SOLER',0.82,b'CINTO GABRIEL MORILLA',4.6,b'GUILLEM PREZ LAYUNTA',11.8,b'MARC GISBERT JUAREZ',0.58
b'GUILLEM PREZ LAYUNTA',27.6,b'ALEX MATENCIO UTIEL',12.8,b'GERARD SOLA BEDMAR',3.8,b'MARC PALAU GASCON',8.2,b'GUILLEM TALLADA LLOVERA',0.71,b'ARNAU GARRABE TOSQUELLA',1.8,b'ALEX MATENCIO UTIEL',6.4,b'POL CAMPRUBI TRUJILLO',0.53,b'ARNAU GARRABE TOSQUELLA',3.6,b'XAVIER ELVIRA GOMEZ',5.0,b'MEDIR TENA PEREZ',0.88,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'MIQUEL DE JOVER I BOIRA',3.5,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'ORIOL VARON MORALES',0.8,b'ALEX MATENCIO UTIEL',4.6,b'SERIGNE ABDOU NGUEDD NDOUR',11.33,b'MART CU FERR',0.57
b'CINTO GABRIEL MORILLA',27.4,b'ARNAU GARRABE TOSQUELLA',12.6,b'SERIGNE ABDOU NGUEDD NDOUR',3.67,b'ARNAU SANAHUJA CARNE',7.0,b'POL CAMPRUBI TRUJILLO',0.7,b'POL CAMPRUBI TRUJILLO',1.8,b'NIL DEIX RAMIREZ',5.8,b'ALEX MOR CEBOLLA',0.5,b'RUBEN MORALES BUENO',3.5,b'GUILLEM ANDREU MALE',5.0,b'MARC TREVIO QUINTILL',0.88,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'MUSA TRAWALLY SANNEH',3.4,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'IAKI IBAEZ DE ELEJALDE MORALES',0.79,b'GERARD SOLA BEDMAR',4.4,b'JANIS TOMASCHEK',11.2,b'MARC PALAU GASCON',0.56
