Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],17.0,200.0,61.18,15.24,37.65,0.4,6.06,22.53,0.27,12.53,20.35,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.18,0.0,0.0,66.35,0.48,92.2,40.42,41.33,20.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,21.29,60.18,0.35
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],17.0,200.0,67.59,16.06,38.0,0.42,7.82,27.88,0.28,12.0,18.88,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.06,0.0,0.0,71.18,0.52,94.96,42.19,41.44,18.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,23.88,65.88,0.36
C.B.CASTELLAR A Equipo,['Mitjana'],17.0,200.0,66.71,14.76,31.35,0.47,9.18,31.35,0.29,9.65,14.18,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.35,0.0,0.0,66.18,0.48,100.8,45.5,42.46,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,23.94,62.71,0.38
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],17.0,200.0,76.47,18.59,37.29,0.5,7.76,25.24,0.31,16.0,25.18,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.76,0.0,0.0,70.65,0.52,108.24,48.35,48.33,25.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,26.35,62.53,0.42
CB IPSI A Equipo,['Mitjana'],17.0,200.0,69.65,17.12,41.12,0.42,6.53,27.18,0.24,15.82,27.71,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.71,0.0,0.0,77.24,0.53,90.18,39.41,41.18,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.65,68.29,0.35
CB IPSI A Equipo Rival,['Mitjana Rival'],17.0,200.0,69.06,16.35,37.0,0.44,7.12,25.0,0.28,15.0,23.47,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.76,0.0,0.0,69.41,0.47,99.49,43.6,44.32,24.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.47,62.0,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],17.0,200.0,72.06,17.29,39.35,0.44,7.65,25.12,0.3,14.53,22.41,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.24,0.0,0.0,71.35,0.52,100.99,44.62,44.66,22.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,24.94,64.47,0.39
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],17.0,200.0,65.0,14.53,34.76,0.42,6.18,23.35,0.26,17.41,26.41,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.53,0.0,0.0,66.94,0.48,97.1,40.94,43.74,29.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,20.71,58.12,0.36
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],17.0,202.94,59.47,16.82,40.29,0.42,5.59,20.35,0.27,9.06,15.47,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.88,0.0,0.0,64.71,0.5,91.91,41.56,41.2,14.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,22.41,60.65,0.37
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],17.0,202.94,64.18,16.71,37.12,0.45,5.12,20.29,0.25,15.41,25.53,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.53,0.0,0.0,65.88,0.5,97.41,42.47,45.0,26.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,21.82,57.41,0.38
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],17.0,201.47,71.18,18.94,39.65,0.48,6.47,26.65,0.24,13.88,23.53,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12,0.0,0.0,73.53,0.51,96.8,43.21,43.91,20.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.41,66.29,0.38
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],17.0,201.47,64.35,15.06,38.18,0.39,6.76,24.76,0.27,13.94,23.12,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.06,0.0,0.0,70.18,0.49,91.7,40.05,41.02,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,21.82,62.94,0.35
GRUP VIA - CB ARTES Equipo,['Mitjana'],17.0,200.0,68.82,16.29,33.06,0.49,8.0,27.06,0.3,12.24,20.24,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.41,0.0,0.0,66.24,0.48,103.91,47.06,45.63,20.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,24.29,60.12,0.4
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],17.0,200.0,63.88,16.88,41.24,0.41,5.65,23.0,0.25,13.18,21.88,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,70.88,0.52,90.12,39.47,40.96,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,22.53,64.24,0.35
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],17.0,200.0,70.76,18.12,37.24,0.49,7.29,27.06,0.27,12.65,18.76,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.12,0.0,0.0,69.65,0.49,101.6,45.2,44.74,19.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,25.41,64.29,0.4
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],17.0,200.0,69.47,19.71,42.94,0.46,6.41,23.59,0.27,10.82,18.18,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.41,0.0,0.0,71.53,0.51,97.12,44.08,43.63,16.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,26.12,66.53,0.39
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],17.0,200.0,63.06,15.76,37.76,0.42,4.88,21.65,0.23,16.88,25.29,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.53,0.0,0.0,67.71,0.51,93.14,38.86,42.64,28.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,20.65,59.41,0.35
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],17.0,200.0,61.76,16.0,37.18,0.43,6.0,22.53,0.27,11.76,18.53,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.35,0.0,0.0,65.12,0.49,94.85,41.87,42.35,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,22.0,59.71,0.37
NOU BASQUET OLESA A Equipo,['Mitjana'],16.0,200.0,73.06,20.94,42.06,0.5,5.94,18.81,0.32,13.38,21.5,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.12,0.0,0.0,67.5,0.49,108.24,49.02,49.29,21.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,26.88,60.88,0.44
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],16.0,200.0,64.0,17.25,39.94,0.43,6.19,23.88,0.26,10.94,18.06,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.56,0.0,0.0,68.88,0.51,92.92,41.58,41.58,17.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.44,63.81,0.37
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],16.0,201.56,62.69,15.38,39.44,0.39,6.06,23.62,0.26,13.75,21.56,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.31,0.0,0.0,69.62,0.49,90.04,38.8,40.36,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,21.44,63.06,0.34
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],16.0,201.56,72.56,17.38,36.69,0.47,8.62,30.56,0.28,11.94,19.81,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.31,0.0,0.0,72.88,0.51,99.57,45.07,43.46,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,26.0,67.25,0.39
SD ESPANYOL Equipo,['Mitjana'],17.0,200.0,70.12,17.71,37.29,0.47,6.59,23.29,0.28,14.94,24.82,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.0,0.0,68.65,0.51,102.14,45.53,46.3,24.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,24.29,60.59,0.4
