Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BASQUET MOLINS Equipo,['Mitjana'],10.0,200.0,60.1,14.7,38.6,0.38,6.2,22.3,0.28,12.1,19.8,0.61,19.6,66.8,0.48,89.97,39.41,40.14,19.87,0.37
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],10.0,200.0,66.0,15.8,37.1,0.43,7.4,28.2,0.26,12.2,20.0,0.61,20.7,71.1,0.52,92.83,41.19,40.9,18.68,0.43
C.B.CASTELLAR A Equipo,['Mitjana'],11.0,200.0,65.09,14.45,31.45,0.46,9.55,33.36,0.29,7.55,11.73,0.64,21.45,67.09,0.49,97.02,44.39,40.42,11.64,0.51
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],11.0,200.0,74.55,18.73,38.18,0.49,7.55,24.91,0.3,14.45,22.91,0.63,17.82,70.18,0.51,106.22,47.62,47.32,22.91,0.39
CB IPSI A Equipo,['Mitjana'],10.0,200.0,70.6,17.4,41.5,0.42,6.3,27.0,0.23,16.9,28.7,0.59,24.7,77.8,0.53,90.75,39.2,41.56,24.67,0.39
CB IPSI A Equipo Rival,['Mitjana Rival'],10.0,200.0,69.4,15.8,36.5,0.43,7.3,25.5,0.29,15.9,25.6,0.62,25.2,70.3,0.47,98.72,43.15,44.12,25.65,0.41
CLUB NATACIO SABADELL A Equipo,['Mitjana'],11.0,200.0,70.45,16.45,40.09,0.41,7.45,24.91,0.3,15.18,21.82,0.7,25.18,71.55,0.52,98.48,42.52,43.17,23.36,0.38
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],11.0,200.0,66.0,15.0,33.64,0.45,5.55,22.91,0.24,19.36,29.09,0.67,22.18,66.55,0.48,99.18,41.24,45.29,34.24,0.41
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],11.0,202.27,58.27,16.36,38.55,0.42,5.27,19.82,0.27,9.73,16.82,0.58,22.55,63.09,0.48,92.36,41.59,41.74,16.67,0.34
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],11.0,202.27,63.73,16.55,38.27,0.43,5.45,21.27,0.26,14.27,23.64,0.6,18.0,67.09,0.52,94.99,41.53,43.44,23.97,0.36
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],11.0,200.0,72.18,19.45,41.0,0.47,7.0,26.55,0.26,12.27,22.36,0.55,23.73,74.27,0.51,97.18,44.35,43.9,18.17,0.39
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],11.0,200.0,64.45,15.64,38.27,0.41,6.09,24.64,0.25,14.91,23.91,0.62,20.64,70.45,0.49,91.48,39.38,41.31,23.7,0.39
GRUP VIA - CB ARTES Equipo,['Mitjana'],11.0,200.0,69.27,16.45,32.73,0.5,8.09,27.27,0.3,12.09,20.18,0.6,21.18,66.09,0.48,104.81,47.65,46.01,20.15,0.45
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],11.0,200.0,62.55,17.27,44.0,0.39,5.0,21.64,0.23,13.0,21.82,0.6,20.64,72.18,0.52,86.65,37.74,39.77,19.81,0.33
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],11.0,200.0,74.0,18.18,37.18,0.49,8.55,28.36,0.3,12.0,17.64,0.68,19.27,70.36,0.5,105.17,47.3,45.54,18.31,0.43
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],11.0,200.0,71.64,20.27,43.18,0.47,7.09,24.18,0.29,9.82,16.55,0.59,19.45,71.64,0.5,100.0,45.88,44.45,14.57,0.36
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],11.0,200.0,63.36,15.91,37.64,0.42,4.64,21.73,0.21,17.64,25.82,0.68,21.09,67.82,0.51,93.43,38.51,42.81,29.71,0.37
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],11.0,200.0,61.55,14.82,35.0,0.42,6.55,23.09,0.28,12.27,19.45,0.63,24.91,63.91,0.49,96.3,42.41,42.64,21.13,0.4
NOU BASQUET OLESA A Equipo,['Mitjana'],10.0,200.0,72.4,21.3,41.7,0.51,5.6,17.7,0.32,13.0,21.9,0.59,19.5,66.2,0.49,109.37,50.0,50.2,21.89,0.3
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],10.0,200.0,65.6,17.8,41.6,0.43,6.6,23.8,0.28,10.2,16.8,0.61,22.7,69.8,0.51,93.98,42.35,41.71,15.6,0.36
