Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BASQUET MOLINS Equipo,['Mitjana'],23.0,200.0,60.83,15.13,37.09,0.41,6.26,22.48,0.28,11.78,18.91,0.62,19.61,67.87,0.48,89.62,41.17,41.53,19.78,0.38
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],23.0,200.0,67.91,16.39,37.65,0.44,7.65,27.91,0.27,12.17,19.26,0.63,20.39,74.0,0.52,91.77,42.51,41.91,18.57,0.43
C.B.CASTELLAR A Equipo,['Mitjana'],23.0,201.09,66.65,15.0,33.04,0.45,9.09,31.65,0.29,9.39,13.91,0.68,22.04,70.78,0.49,94.16,44.25,41.37,14.52,0.49
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],23.0,201.09,73.78,18.22,38.0,0.48,7.39,25.0,0.3,15.17,24.09,0.63,18.87,73.57,0.51,100.3,46.51,46.71,24.09,0.4
CB IPSI A Equipo,['Mitjana'],23.0,200.0,71.74,17.78,40.83,0.44,6.91,27.3,0.25,15.43,26.87,0.57,23.17,79.91,0.53,89.77,41.32,42.47,22.65,0.4
CB IPSI A Equipo Rival,['Mitjana Rival'],23.0,200.0,67.91,16.0,36.04,0.44,7.13,25.26,0.28,14.52,22.96,0.63,24.48,71.39,0.47,95.13,43.55,44.08,23.69,0.41
CLUB NATACIO SABADELL A Equipo,['Mitjana'],23.0,202.17,71.35,16.78,38.57,0.44,8.0,25.87,0.31,13.78,22.0,0.63,24.13,74.09,0.51,96.3,44.67,44.18,21.39,0.4
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],23.0,202.17,66.61,14.7,35.35,0.42,6.65,24.09,0.28,17.17,25.96,0.66,22.43,70.83,0.49,94.05,41.51,43.75,28.9,0.41
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],23.0,202.17,59.09,16.3,40.13,0.41,5.65,21.3,0.27,9.52,15.7,0.61,22.35,68.3,0.5,86.51,40.34,40.26,15.5,0.35
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],23.0,202.17,64.0,17.04,36.52,0.47,5.0,20.26,0.25,14.91,23.87,0.62,17.65,67.26,0.5,95.15,43.22,45.6,26.26,0.36
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],23.0,201.09,71.22,19.0,40.04,0.47,6.17,26.74,0.23,14.7,24.39,0.6,23.0,77.48,0.51,91.92,42.32,43.62,22.01,0.4
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],23.0,201.09,64.04,15.48,38.7,0.4,6.48,25.22,0.26,13.65,22.61,0.6,21.35,73.83,0.49,86.75,39.42,40.55,21.36,0.39
GRUP VIA - CB ARTES Equipo,['Mitjana'],23.0,200.0,70.04,16.52,34.22,0.48,8.35,27.43,0.3,11.96,19.39,0.62,21.09,70.17,0.49,99.81,47.11,45.36,19.39,0.44
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],23.0,200.0,63.13,16.0,39.22,0.41,6.04,23.04,0.26,13.0,21.35,0.61,20.87,71.65,0.51,88.11,40.26,41.35,20.88,0.37
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],23.0,201.09,69.26,17.78,37.26,0.48,7.3,27.78,0.26,11.78,18.13,0.65,19.48,73.0,0.49,94.88,44.18,43.5,18.11,0.43
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],23.0,201.09,69.91,19.78,43.65,0.45,6.7,24.09,0.28,10.26,17.35,0.59,19.09,75.35,0.51,92.79,44.03,43.2,15.15,0.36
