Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],23.0,200.0,64.52,16.26,38.39,0.42,5.04,21.0,0.24,16.87,25.61,0.66,20.91,70.65,0.51,91.32,40.12,43.59,28.4,0.35
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],23.0,200.0,62.52,16.04,36.91,0.43,6.17,22.22,0.28,11.91,18.87,0.63,24.74,67.39,0.49,92.77,42.79,43.1,20.15,0.38
NOU BASQUET OLESA A Equipo,['Mitjana'],22.0,201.14,73.64,20.32,42.36,0.48,6.36,19.82,0.32,13.82,21.91,0.63,20.45,71.82,0.49,102.53,48.03,48.28,22.22,0.32
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],22.0,201.14,65.82,17.18,39.91,0.43,6.55,25.09,0.26,11.82,19.23,0.61,22.68,73.45,0.51,89.6,41.54,41.65,18.18,0.39
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],22.0,201.14,61.82,15.36,38.68,0.4,5.86,23.5,0.25,13.5,20.86,0.65,20.86,71.32,0.48,86.68,38.85,40.46,21.71,0.38
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],22.0,201.14,74.14,18.0,37.59,0.48,8.45,30.0,0.28,12.77,20.91,0.61,21.0,76.77,0.52,96.57,45.39,44.17,18.9,0.44
SD ESPANYOL Equipo,['Mitjana'],23.0,202.17,71.48,17.96,37.52,0.48,6.87,24.52,0.28,14.96,24.43,0.61,19.52,72.78,0.51,98.21,45.55,46.13,24.11,0.4
SD ESPANYOL Equipo Rival,['Mitjana Rival'],23.0,202.17,64.83,17.87,38.17,0.47,6.13,25.35,0.24,10.7,16.04,0.67,22.39,70.57,0.49,91.87,42.61,42.47,16.84,0.4
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],23.0,200.0,69.22,17.43,40.43,0.43,6.74,25.3,0.27,14.13,22.17,0.64,21.39,75.48,0.51,91.71,41.9,42.72,21.49,0.38
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],23.0,200.0,72.91,16.48,34.87,0.47,8.74,27.43,0.32,13.74,21.91,0.63,21.83,71.91,0.49,101.39,47.49,46.1,22.05,0.44
VEDRUNA GRACIA A Equipo,['Mitjana'],23.0,201.09,67.65,16.0,32.43,0.49,7.65,26.35,0.29,12.7,19.7,0.64,21.39,67.43,0.48,100.32,46.75,45.81,21.6,0.45
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],23.0,201.09,71.17,18.43,38.26,0.48,7.3,26.61,0.27,12.39,19.48,0.64,21.74,73.43,0.52,96.92,45.31,44.73,19.1,0.41
