Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,22.0,200.0,70.82,16.64,38.0,0.44,7.55,29.32,0.26,14.91,22.68,0.66,21.45,74.18,0.53,95.47,41.53,42.14,22.15,0.44
Equip,2 Derrota,7.0,200.0,67.86,16.57,39.71,0.42,6.43,28.0,0.23,15.43,22.57,0.68,22.71,74.43,0.53,91.17,38.71,40.56,22.78,0.41
Equip,2 Victoria,15.0,200.0,72.2,16.67,37.2,0.45,8.07,29.93,0.27,14.67,22.73,0.65,20.87,74.0,0.53,97.57,42.85,42.87,21.85,0.45
Equip,3 Local,11.0,200.0,73.09,16.64,36.64,0.45,8.18,30.82,0.27,15.27,22.0,0.69,22.73,74.0,0.52,98.77,42.86,43.01,22.64,0.46
Equip,3 Visitant,11.0,200.0,68.55,16.64,39.36,0.42,6.91,27.82,0.25,14.55,23.36,0.62,20.18,74.27,0.53,92.29,40.19,41.24,21.65,0.41
Equip,4 Dificil,10.0,200.0,70.7,16.5,39.7,0.42,6.8,28.9,0.24,17.3,25.1,0.69,23.2,76.4,0.53,92.54,38.92,41.16,25.22,0.42
Equip,4 Facil,12.0,200.0,70.92,16.75,36.58,0.46,8.17,29.67,0.28,12.92,20.67,0.62,20.0,72.25,0.53,98.15,43.77,42.97,19.5,0.45
Equip,6 Ultims 3,3.0,200.0,65.33,17.67,46.0,0.38,5.67,23.67,0.24,13.0,18.33,0.71,18.67,99.33,0.52,84.9,36.28,37.87,18.77,0.34
Equip Rival,1 Mitjana Rival,22.0,197.18,64.27,16.5,36.55,0.45,5.91,22.86,0.26,13.55,21.14,0.64,23.27,65.95,0.47,97.45,42.69,43.87,22.8,0.38
Equip Rival,2 Derrota Rival,7.0,200.0,76.0,19.0,35.29,0.54,7.57,22.71,0.33,15.29,24.0,0.64,24.71,65.71,0.47,115.65,52.34,51.64,26.35,0.39
Equip Rival,2 Victoria Rival,15.0,195.87,58.8,15.33,37.13,0.41,5.13,22.93,0.22,12.73,19.8,0.64,22.6,66.0,0.47,89.09,38.35,40.27,21.2,0.38
Equip Rival,3 Local Rival,11.0,200.0,65.09,17.36,38.09,0.46,5.73,22.27,0.26,13.18,21.82,0.6,22.36,67.09,0.48,97.02,43.0,44.07,21.84,0.37
Equip Rival,3 Visitant Rival,11.0,194.36,63.45,15.64,35.0,0.45,6.09,23.45,0.26,13.91,20.45,0.68,24.18,64.73,0.47,98.03,42.38,43.63,23.79,0.4
Equip Rival,4 Dificil Rival,10.0,200.0,69.8,16.8,34.6,0.49,6.7,24.2,0.28,16.1,25.0,0.64,25.5,67.0,0.47,104.18,45.66,46.85,27.38,0.41
Equip Rival,4 Facil Rival,12.0,194.83,59.67,16.25,38.17,0.43,5.25,21.75,0.24,11.42,17.92,0.64,21.42,65.08,0.47,91.68,40.26,41.33,19.05,0.36
Equip Rival,6 Ultims 3 Rival,3.0,200.0,61.0,14.67,37.67,0.39,5.67,25.0,0.23,14.67,19.0,0.77,19.0,90.33,0.48,95.57,40.84,41.84,21.51,0.4
