Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,14.0,203.57,61.21,19.07,44.07,0.43,4.64,18.0,0.26,9.14,16.93,0.54,18.64,66.71,0.49,91.76,41.94,42.2,14.73,0.29
Equip,2 Derrota,4.0,206.25,48.75,15.0,42.5,0.35,3.25,17.0,0.19,9.0,16.25,0.55,17.5,63.75,0.48,76.47,33.4,35.54,15.13,0.29
Equip,2 Victoria,10.0,202.5,66.2,20.7,44.7,0.46,5.2,18.4,0.28,9.2,17.2,0.53,19.1,67.8,0.5,97.64,45.17,44.72,14.58,0.29
Equip,3 Local,7.0,203.57,62.57,20.71,45.14,0.46,4.0,18.86,0.21,9.14,17.29,0.53,19.14,68.71,0.5,91.06,41.74,42.44,14.29,0.29
Equip,3 Visitant,7.0,203.57,59.86,17.43,43.0,0.41,5.29,17.14,0.31,9.14,16.57,0.55,18.14,64.71,0.49,92.49,42.16,41.95,15.2,0.29
Equip,4 Dificil,8.0,206.25,59.12,17.75,42.88,0.41,4.88,17.62,0.28,9.0,16.5,0.55,19.88,65.0,0.49,90.96,41.43,41.52,14.88,0.29
Equip,4 Facil,6.0,200.0,64.0,20.83,45.67,0.46,4.33,18.5,0.23,9.33,17.5,0.53,17.0,68.83,0.5,92.98,42.6,43.06,14.55,0.29
Equip,6 Ultims 3,3.0,36000.0,188.0,69.0,161.0,0.43,9.0,55.0,0.16,23.0,48.0,0.48,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Equip Rival,1 Mitjana Rival,14.0,203.57,55.71,17.0,44.29,0.38,3.93,18.79,0.21,9.93,18.36,0.54,18.71,68.29,0.51,81.59,36.3,37.95,15.74,0.3
Equip Rival,2 Derrota Rival,4.0,206.25,60.5,18.0,44.5,0.4,5.0,19.25,0.26,9.5,16.0,0.59,18.0,67.75,0.52,89.3,40.0,40.4,14.9,0.3
Equip Rival,2 Victoria Rival,10.0,202.5,53.8,16.6,44.2,0.38,3.5,18.6,0.19,10.1,19.3,0.52,19.0,68.4,0.5,78.65,34.79,36.96,16.08,0.3
Equip Rival,3 Local Rival,7.0,203.57,55.0,16.86,47.29,0.36,3.71,16.43,0.23,10.14,19.14,0.53,18.0,69.14,0.5,79.55,35.2,37.18,15.92,0.26
Equip Rival,3 Visitant Rival,7.0,203.57,56.43,17.14,41.29,0.42,4.14,21.14,0.2,9.71,17.57,0.55,19.43,67.29,0.51,83.86,37.41,38.74,15.56,0.34
Equip Rival,4 Dificil Rival,8.0,206.25,56.38,17.25,42.0,0.41,3.75,20.12,0.19,10.62,20.5,0.52,18.25,68.25,0.51,82.6,36.82,38.82,17.1,0.32
Equip Rival,4 Facil Rival,6.0,200.0,54.83,16.67,47.33,0.35,4.17,17.0,0.25,9.0,15.5,0.58,19.33,68.17,0.5,80.44,35.62,36.78,13.99,0.26
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,153.0,50.0,141.0,0.35,12.0,53.0,0.23,17.0,42.0,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
