Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
A.E.S.E. A Equipo,['Mitjana'],1.0,200.0,50.0,10.0,33.0,0.3,5.0,17.0,0.29,15.0,20.0,0.75,20.0,58.0,0.48,86.21,35.0,38.79,30.0,0.34
A.E.S.E. A Equipo Rival,['Mitjana Rival'],1.0,200.0,56.0,12.0,33.0,0.36,9.0,24.0,0.38,5.0,15.0,0.33,23.0,63.0,0.52,88.89,44.74,38.62,8.77,0.42
AE MINGUELLA A-DRIVIM Equipo,['Mitjana'],2.0,200.0,59.0,13.5,30.0,0.45,6.5,26.5,0.25,12.5,19.0,0.66,24.5,64.5,0.48,91.47,41.15,41.67,22.12,0.47
AE MINGUELLA A-DRIVIM Equipo Rival,['Mitjana Rival'],2.0,200.0,63.5,13.0,34.5,0.38,7.5,24.5,0.31,15.0,22.0,0.68,22.5,68.5,0.52,92.7,41.1,41.9,25.42,0.42
AEC COLLBLANC - ITACA Equipo,['Mitjana'],2.0,200.0,62.0,13.5,36.0,0.38,6.5,22.0,0.3,15.5,23.5,0.66,21.0,68.0,0.47,91.18,40.09,42.0,26.72,0.38
AEC COLLBLANC - ITACA Equipo Rival,['Mitjana Rival'],2.0,200.0,73.5,20.0,36.0,0.56,7.0,31.0,0.23,12.5,20.5,0.61,22.5,76.0,0.53,96.71,45.52,45.15,18.66,0.46
C.B. SANTA COLOMA A Equipo,['Mitjana'],1.0,200.0,52.0,17.0,56.0,0.3,4.0,20.0,0.2,6.0,14.0,0.43,17.0,82.0,0.52,63.41,30.26,30.36,7.89,0.26
C.B. SANTA COLOMA A Equipo Rival,['Mitjana Rival'],1.0,200.0,65.0,17.0,38.0,0.45,6.0,30.0,0.2,13.0,17.0,0.76,17.0,75.0,0.48,86.67,38.24,39.34,19.12,0.44
CB BESCANO Equipo,['Mitjana'],2.0,212.5,71.5,16.5,37.5,0.44,9.5,26.5,0.36,10.0,15.0,0.67,22.5,70.5,0.49,101.42,48.05,44.76,15.62,0.41
CB BESCANO Equipo Rival,['Mitjana Rival'],2.0,212.5,76.5,16.0,32.5,0.49,9.0,29.5,0.31,17.5,25.0,0.7,22.0,73.0,0.51,104.79,47.58,47.36,28.23,0.48
CBU LLORET SAMBA HOTELS A Equipo,['Mitjana'],2.0,200.0,62.0,15.0,32.5,0.46,5.5,30.0,0.18,15.5,23.0,0.67,23.0,72.5,0.51,85.52,37.2,40.06,24.8,0.48
CBU LLORET SAMBA HOTELS A Equipo Rival,['Mitjana Rival'],2.0,200.0,69.5,16.0,32.5,0.49,8.0,27.5,0.29,13.5,22.0,0.61,22.0,69.5,0.49,100.0,46.67,45.77,22.5,0.46
CLUB BASQUET CIUTAT VELLA Equipo,['Mitjana'],1.0,200.0,65.0,17.0,38.0,0.45,6.0,30.0,0.2,13.0,17.0,0.76,17.0,75.0,0.48,86.67,38.24,39.34,19.12,0.44
CLUB BASQUET CIUTAT VELLA Equipo Rival,['Mitjana Rival'],1.0,200.0,52.0,17.0,56.0,0.3,4.0,20.0,0.2,6.0,14.0,0.43,17.0,82.0,0.52,63.41,30.26,30.36,7.89,0.26
EL MASNOU BASQUETBOL Equipo,['Mitjana'],2.0,200.0,80.5,21.0,36.0,0.58,8.5,31.0,0.27,13.0,20.0,0.65,23.0,75.5,0.5,106.62,50.37,48.69,19.4,0.46
EL MASNOU BASQUETBOL Equipo Rival,['Mitjana Rival'],2.0,200.0,60.0,15.5,38.0,0.41,5.0,28.0,0.18,14.0,24.0,0.58,23.0,76.5,0.5,78.43,34.85,37.61,21.21,0.42
JAC SANTS BARCELONA -CASMAR Equipo,['Mitjana'],2.0,200.0,66.0,16.0,35.5,0.45,7.0,24.0,0.29,13.0,25.0,0.52,23.5,70.5,0.5,93.62,44.54,44.17,21.85,0.4
JAC SANTS BARCELONA -CASMAR Equipo Rival,['Mitjana Rival'],2.0,200.0,57.5,13.5,38.5,0.35,7.0,24.0,0.29,9.5,17.0,0.56,21.5,69.5,0.5,82.73,38.4,37.48,15.2,0.38
MARISTES ADEMAR Equipo,['Mitjana'],2.0,200.0,64.0,13.0,40.0,0.33,7.0,23.5,0.3,17.0,26.5,0.64,21.5,75.0,0.52,85.33,37.01,39.46,26.77,0.37
MARISTES ADEMAR Equipo Rival,['Mitjana Rival'],2.0,200.0,62.5,18.5,42.5,0.44,5.0,17.0,0.29,10.5,22.0,0.48,24.0,69.0,0.48,90.58,43.7,43.77,17.65,0.29
TEMPLE - U.E. HORTA A Equipo,['Mitjana'],2.0,200.0,54.0,15.0,36.0,0.42,4.0,28.0,0.14,12.0,23.0,0.52,24.0,74.0,0.52,72.97,32.81,35.65,18.75,0.44
TEMPLE - U.E. HORTA A Equipo Rival,['Mitjana Rival'],2.0,200.0,73.0,18.0,32.5,0.55,7.0,24.5,0.29,16.0,24.5,0.65,21.0,67.5,0.48,108.15,50.0,50.33,28.07,0.43
U.E. CLARET A Equipo,['Mitjana'],2.0,200.0,62.0,12.0,34.5,0.35,9.0,24.0,0.38,11.0,21.0,0.52,23.5,67.5,0.53,91.85,43.59,41.1,18.8,0.41
U.E. CLARET A Equipo Rival,['Mitjana Rival'],2.0,200.0,52.0,11.5,30.0,0.38,5.0,22.0,0.23,14.0,19.5,0.72,25.5,60.5,0.47,85.95,36.54,39.6,26.92,0.42
UE MATARO  TC Equipo,['Mitjana'],1.0,200.0,58.0,19.0,46.0,0.41,4.0,15.0,0.27,8.0,18.0,0.44,22.0,68.0,0.49,85.29,40.98,41.02,13.11,0.25
UE MATARO  TC Equipo Rival,['Mitjana Rival'],1.0,200.0,76.0,12.0,34.0,0.35,10.0,23.0,0.43,22.0,30.0,0.73,23.0,70.0,0.51,108.57,47.37,48.04,38.6,0.4
UE.MONTGAT - A Equipo,['Mitjana'],2.0,212.5,82.5,21.0,35.0,0.6,8.0,28.0,0.29,16.5,23.5,0.7,22.0,73.0,0.48,113.01,52.38,51.89,26.19,0.44
UE.MONTGAT - A Equipo Rival,['Mitjana Rival'],2.0,212.5,63.5,17.0,42.0,0.4,6.0,28.0,0.21,11.5,19.5,0.59,22.5,78.5,0.52,80.89,37.14,37.9,16.43,0.4
