Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Assist (jugador),Assist (valor),Recuperacions (jugador),Recuperacions (valor),Perd (jugador),Perd (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltes Rebudes (jugador),Faltes Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efec (jugador),% Tir Efec (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesiones No Anotades (jugador),Possesiones No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Puntes per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perd Mal Pase (Jugador),Perd Mal Pase (Valor),Perd Pilota Controlada (jugador),Perd Pilota Controlada (valor),Altres Perd (jugador),Altres Perd (valor),Faltes de Tir (jugador),Faltes de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor)
b'XAVIER ELVIRA GOMEZ',33.53,b'ALBERT GERM DE TRAVY',17.18,b'SERIGNE ABDOU NGUEDD NDOUR',5.17,b'SERIGNE ABDOU NGUEDD NDOUR',11.28,b'ALBERT GERM DE TRAVY',0.67,b'ALBERT GERM DE TRAVY',3.09,b'MARC NAVARRO DOMINGUEZ',8.39,b'JOSEP ALEMANY CERVERA',0.56,b'CINTO GABRIEL MORILLA',4.42,b'XAVIER ROQUETA CLARET',6.83,b'DAVID JUNYENT OLALLA',1.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'POL HAGENAERS COS',3.75,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'MARC SOLDADO FERRER',0.0,b'SERGI ESTANY SANCHEZ',1.0,b'ALBERT GERM DE TRAVY',5.91,b'XAVIER ELVIRA GOMEZ',13.47,b'RUBEN MORALES BUENO',0.62
b'MARC NAVARRO DOMINGUEZ',32.83,b'XAVIER ELVIRA GOMEZ',15.26,b'MARC PALAU GASCON',4.89,b'EMMANUEL REYES ROSARIO',8.79,b'MUSA TRAWALLY SANNEH',0.65,b'ALEX MATENCIO UTIEL',2.68,b'ALEX MATENCIO UTIEL',7.79,b'JUAN JOSE VAZQUEZ NUEZ',0.45,b'SERIGNE ABDOU NGUEDD NDOUR',4.22,b'SERIGNE ABDOU NGUEDD NDOUR',6.39,b'ERIC MANZANARES IZQUIERDO',0.92,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'GERARD MARSOL ESCOL',3.56,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'XAVIER ARREDONDO FERREIRO',0.0,b'RUBN CALVO TORTAJADA',0.96,b'MARC PALAU GASCON',5.74,b'ARNAU SANAHUJA CARNE',12.29,b'XAVIER ARREDONDO FERREIRO',0.6
b'ALBERT GERM DE TRAVY',32.36,b'SERIGNE ABDOU NGUEDD NDOUR',15.06,b'RUBEN MORALES BUENO',4.46,b'GUILLEM PREZ LAYUNTA',8.5,b'RUBEN MORALES BUENO',0.65,b'MARC NAVARRO DOMINGUEZ',2.39,b'ALBERT CADAFALCH CASANOVAS',7.47,b'ALEX MOR CEBOLLA',0.45,b'XAVIER ROQUETA CLARET',3.72,b'ARNAU CUMELLES CESPEDES',6.06,b'ALBERT GERM DE TRAVY',0.89,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'ARNAU GARRABE TOSQUELLA',3.56,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JAN HAGENAERS COS',0.0,b'JUAN JOSE VAZQUEZ NUEZ',0.84,b'XAVIER ELVIRA GOMEZ',5.42,b'SERIGNE ABDOU NGUEDD NDOUR',12.22,b'MUSA TRAWALLY SANNEH',0.58
b'GERARD GOMILA CARULLA',31.5,b'MARC PALAU GASCON',14.79,b'EMMANUEL REYES ROSARIO',4.37,b'FERRAN BELMONTE CABALLOL',8.39,b'ALBERT MARTIN PUJOL',0.65,b'JUAN JOSE VAZQUEZ NUEZ',2.36,b'ERIC MANZANARES IZQUIERDO',7.39,b'DAVID JUNYENT OLALLA',0.44,b'ARNAU CUMELLES CESPEDES',3.56,b'CINTO GABRIEL MORILLA',6.05,b'MARIO MARIA VENTURA',0.89,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERIGNE ABDOU NGUEDD NDOUR',3.5,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'SERGI MARTIN FUENTES',0.0,b'ROGER SOLERNOU TESTAGORDA',0.8,b'SERIGNE ABDOU NGUEDD NDOUR',5.33,b'MARC NAVARRO DOMINGUEZ',11.94,b'MARIANO ZAERA MUNIESA',0.54
b'SERIGNE ABDOU NGUEDD NDOUR',30.61,b'ARNAU SANAHUJA CARNE',13.76,b'XAVIER ELVIRA GOMEZ',4.21,b'MARC PALAU GASCON',8.11,b'ROGER PORTELLA SANTOLARIA',0.61,b'ERIC MANZANARES IZQUIERDO',2.22,b'ALBERT GERM DE TRAVY',7.18,b'ALBERT GERM DE TRAVY',0.43,b'EDGAR SOLSONA LERI',3.5,b'XAVIER ELVIRA GOMEZ',5.37,b'ENRIQUE CARRETO ACOSTA',0.86,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'GUILLERMO BELLO MARABE',3.47,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'MARTI SOCIATS RUSINES',0.0,b'PAU VIROS SOLER',0.8,b'RUBEN MORALES BUENO',4.92,b'XAVIER ROQUETA CLARET',11.72,b'ALBERT GERM DE TRAVY',0.52
b'DAVID CASTELLNOU TEIXIDO',30.07,b'RUBEN MORALES BUENO',13.23,b'FERRAN BELMONTE CABALLOL',4.11,b'CINTO GABRIEL MORILLA',8.0,b'GERARD SOLA BEDMAR',0.61,b'ARNAU SANAHUJA CARNE',2.12,b'JANIS TOMASCHEK',7.16,b'IGNASI EXPOSITO CORTS',0.42,b'MARC NAVARRO DOMINGUEZ',3.44,b'MARC NAVARRO DOMINGUEZ',5.06,b'PAU VIROS SOLER',0.85,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN AYALA MONCAYO',3.32,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'JUAN MONTERRUBIO ALVAREZ',0.0,b'ALBERT ROMAN PEREZ',0.8,b'GERARD SOLA BEDMAR',4.89,b'MARC PALAU GASCON',11.47,b'POL HAGENAERS COS',0.52
b'CINTO GABRIEL MORILLA',29.47,b'MARC NAVARRO DOMINGUEZ',12.94,b'CINTO GABRIEL MORILLA',4.0,b'DAVID CASTELLNOU TEIXIDO',7.87,b'POL CAMPRUBI TRUJILLO',0.61,b'ALBERT CADAFALCH CASANOVAS',2.12,b'ARNAU SANAHUJA CARNE',6.59,b'EDUARD MAS FERRE',0.42,b'GUILLEM ANDREU MALE',3.37,b'EDGAR SOLSONA LERI',4.83,b'ALEX MOR CEBOLLA',0.85,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'FERRAN BELMONTE CABALLOL',3.22,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'POL HAGENAERS COS',0.0,b'JORDI SOBREVIAS BONELLS',0.78,b'FERRAN MAS FARR',4.67,b'ALBERT GERM DE TRAVY',11.36,b'MARC FONTANALS MARTIN',0.52
b'MARC PALAU GASCON',29.47,b'CINTO GABRIEL MORILLA',12.74,b'GUILLEM PREZ LAYUNTA',4.0,b'XAVIER ELVIRA GOMEZ',7.58,b'MARC PALAU GASCON',0.6,b'JANIS TOMASCHEK',2.0,b'NIL DEIX RAMIREZ',6.11,b'JOS IGNACIO SILVA VUELTA',0.4,b'XAVIER ELVIRA GOMEZ',3.21,b'MIQUEL DE JOVER I BOIRA',4.62,b'ORIOL VARON MORALES',0.83,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'MARC OLLE MARTINEZ',3.18,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'ENRIC BUJ FELIX',0.0,b'JORDI FORNELLS UR',0.76,b'GUILLEM PREZ LAYUNTA',4.56,b'NIL DEIX RAMIREZ',11.11,b'MART CU FERR',0.51
b'ALBERT CADAFALCH CASANOVAS',29.18,b'ALEX MATENCIO UTIEL',12.68,b'DAVID CASTELLNOU TEIXIDO',3.87,b'JOAN PONS MONTERO',7.5,b'XAVIER ARREDONDO FERREIRO',0.6,b'POL RIGAT FULCARA',1.89,b'XAVIER ROQUETA CLARET',6.06,b'MARC FONTANALS MARTIN',0.4,b'FRANCESC PLA DE CASACUBERTA',3.0,b'GUILLEM ANDREU MALE',4.37,b'SERGI ESTANY SANCHEZ',0.83,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'ENRIC BUJ FELIX',3.17,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'HERSON MIGUEL LORENZO CRUZ',0.0,b'MARCOS OREJAS SERRAMO',0.75,b'ARNAU SANAHUJA CARNE',4.47,b'ALEX MATENCIO UTIEL',11.05,b'POL LATORRE MINGUELL',0.51
