Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BASQUET MOLINS Equipo,['Mitjana'],13.0,200.0,60.54,15.08,37.38,0.4,5.69,21.69,0.26,13.31,21.54,0.62,19.38,65.77,0.48,92.05,39.97,41.55,22.53,0.37
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],13.0,200.0,66.31,15.46,37.08,0.42,7.77,28.23,0.28,12.08,19.38,0.62,21.46,70.85,0.52,93.59,41.52,40.9,18.49,0.43
C.B.CASTELLAR A Equipo,['Mitjana'],13.0,200.0,65.15,14.46,31.0,0.47,9.23,32.46,0.28,8.54,13.31,0.64,21.54,66.54,0.49,97.92,44.61,41.19,13.45,0.51
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],13.0,200.0,74.77,18.62,38.15,0.49,7.69,25.31,0.3,14.46,23.0,0.63,18.46,70.62,0.51,105.88,47.52,47.12,22.79,0.4
CB IPSI A Equipo,['Mitjana'],12.0,200.0,70.5,17.42,41.33,0.42,6.25,27.25,0.23,16.92,29.0,0.58,24.17,78.08,0.53,90.29,39.06,41.47,24.67,0.4
CB IPSI A Equipo Rival,['Mitjana Rival'],12.0,200.0,69.42,16.42,36.5,0.45,6.92,25.08,0.28,15.83,24.92,0.64,25.5,69.58,0.47,99.76,43.5,44.69,25.71,0.41
CLUB NATACIO SABADELL A Equipo,['Mitjana'],13.0,200.0,71.77,16.92,40.23,0.42,7.46,25.0,0.3,15.54,22.77,0.68,25.0,72.23,0.52,99.36,43.1,43.82,23.82,0.38
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],13.0,200.0,66.69,15.08,34.0,0.44,5.85,23.31,0.25,19.0,28.15,0.67,22.77,66.85,0.48,99.77,41.61,45.2,33.15,0.41
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],13.0,201.92,57.62,16.54,39.62,0.42,5.31,19.85,0.27,8.62,15.0,0.57,21.77,63.38,0.49,90.9,41.2,40.88,14.49,0.33
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],13.0,201.92,62.38,16.31,37.77,0.43,5.38,21.08,0.26,13.62,22.77,0.6,17.15,66.08,0.51,94.41,41.44,43.16,23.14,0.36
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],13.0,200.0,69.92,18.38,39.69,0.46,6.92,27.08,0.26,12.38,22.0,0.56,23.15,73.38,0.51,95.28,43.09,42.91,18.55,0.41
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],13.0,200.0,64.31,15.23,37.31,0.41,6.38,24.69,0.26,14.69,23.62,0.62,20.69,69.46,0.49,92.58,40.01,41.59,23.7,0.4
GRUP VIA - CB ARTES Equipo,['Mitjana'],13.0,200.0,68.46,15.92,32.77,0.49,8.31,27.46,0.3,11.69,19.85,0.59,21.46,66.15,0.48,103.49,47.13,45.22,19.41,0.46
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],13.0,200.0,63.23,16.69,42.23,0.4,5.46,23.15,0.24,13.46,22.23,0.61,20.23,72.15,0.52,87.63,38.06,39.94,20.59,0.35
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],13.0,200.0,72.15,17.77,36.46,0.49,8.23,28.46,0.29,11.92,17.77,0.67,19.23,69.77,0.49,103.42,46.39,44.9,18.36,0.44
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],13.0,200.0,70.46,19.92,43.08,0.46,7.0,24.46,0.29,9.62,16.77,0.57,19.0,71.85,0.51,98.07,45.05,43.65,14.24,0.36
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],13.0,200.0,63.15,15.62,37.15,0.42,4.92,22.15,0.22,17.15,25.23,0.68,21.31,67.54,0.51,93.51,38.78,42.65,28.92,0.37
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],13.0,200.0,60.69,14.54,34.92,0.42,6.46,22.92,0.28,12.23,19.38,0.63,24.38,63.69,0.49,95.29,41.89,42.22,21.14,0.4
NOU BASQUET OLESA A Equipo,['Mitjana'],12.0,200.0,72.75,21.5,41.08,0.52,5.58,17.83,0.31,13.0,21.08,0.62,20.5,65.42,0.48,111.21,50.71,50.89,22.07,0.3
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],12.0,200.0,65.33,17.67,41.08,0.43,6.42,24.42,0.26,10.75,17.92,0.6,22.42,70.42,0.52,92.78,41.67,41.43,16.41,0.37
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],11.0,202.27,62.82,15.82,40.64,0.39,5.45,21.73,0.25,14.82,23.45,0.63,20.45,69.73,0.49,90.09,38.48,40.95,23.76,0.35
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],11.0,202.27,71.55,16.82,34.82,0.48,8.36,31.36,0.27,12.82,20.36,0.63,22.27,72.09,0.51,99.24,44.37,43.33,19.37,0.47
SD ESPANYOL Equipo,['Mitjana'],13.0,200.0,68.38,18.15,38.08,0.48,6.15,23.31,0.26,13.62,23.0,0.59,19.92,68.62,0.51,99.66,44.61,45.3,22.18,0.38
SD ESPANYOL Equipo Rival,['Mitjana Rival'],13.0,200.0,63.69,17.23,37.31,0.46,6.08,24.38,0.25,11.0,16.62,0.66,22.08,66.23,0.49,96.17,42.71,42.72,17.83,0.4
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],13.0,200.0,69.23,16.77,41.08,0.41,7.31,27.15,0.27,13.77,21.85,0.63,20.23,74.69,0.52,92.69,40.64,41.08,20.18,0.4
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],13.0,200.0,72.31,17.69,35.31,0.5,8.31,26.92,0.31,12.0,20.38,0.59,21.85,68.31,0.48,105.86,48.45,46.56,19.28,0.43
VEDRUNA GRACIA A Equipo,['Mitjana'],13.0,200.0,67.69,16.31,32.85,0.5,7.31,26.46,0.28,13.15,20.46,0.64,22.15,65.54,0.49,103.29,45.98,45.57,22.18,0.45
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],13.0,200.0,69.69,18.77,38.54,0.49,6.62,24.38,0.27,12.31,19.77,0.62,22.54,68.69,0.51,101.46,45.6,45.41,19.56,0.39
