Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],16.0,200.0,60.94,15.06,37.38,0.4,6.12,22.75,0.27,12.44,20.31,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.88,0.0,0.0,66.25,0.48,91.98,40.33,41.16,20.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,21.19,60.12,0.35
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],16.0,200.0,67.69,16.12,37.81,0.43,7.88,28.0,0.28,11.81,18.62,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.19,0.0,0.0,71.0,0.52,95.33,42.45,41.57,17.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,24.0,65.81,0.36
C.B.CASTELLAR A Equipo,['Mitjana'],16.0,200.0,66.25,14.81,31.44,0.47,9.19,31.38,0.29,9.06,13.44,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.12,0.0,0.0,65.94,0.48,100.47,45.52,42.24,14.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,24.0,62.81,0.38
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],16.0,200.0,75.94,18.69,37.25,0.5,7.62,25.25,0.3,15.69,24.5,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.62,0.0,0.0,70.31,0.52,108.0,48.2,48.19,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,26.31,62.5,0.42
CB IPSI A Equipo,['Mitjana'],16.0,200.0,70.12,17.31,41.69,0.42,6.44,26.62,0.24,16.19,28.5,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,77.56,0.53,90.41,39.48,41.43,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,23.75,68.31,0.35
CB IPSI A Equipo Rival,['Mitjana Rival'],16.0,200.0,69.06,16.31,36.88,0.44,7.19,25.19,0.29,14.88,23.38,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.06,0.0,0.0,69.44,0.47,99.46,43.66,44.27,23.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,23.5,62.06,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],16.0,200.0,71.06,17.0,39.06,0.44,7.44,25.12,0.3,14.75,22.56,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,71.12,0.52,99.91,43.87,44.23,22.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,24.44,64.19,0.38
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],16.0,200.0,65.44,14.56,34.25,0.43,6.12,23.31,0.26,17.94,27.06,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.88,0.0,0.0,66.69,0.48,98.13,41.26,44.28,31.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,20.69,57.56,0.36
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],16.0,201.56,59.25,16.81,39.75,0.42,5.62,20.19,0.28,8.75,15.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.69,0.0,0.0,63.88,0.49,92.76,42.13,41.55,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,22.44,59.94,0.37
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],16.0,201.56,63.62,16.62,37.0,0.45,5.19,20.25,0.26,14.81,24.88,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.31,0.0,0.0,65.44,0.51,97.23,42.63,44.84,25.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,21.81,57.25,0.38
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],16.0,200.0,71.06,19.0,39.69,0.48,6.62,27.0,0.25,13.19,22.75,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,0.0,0.0,73.62,0.51,96.52,43.39,43.7,19.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.62,66.69,0.38
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],16.0,200.0,64.44,14.94,37.5,0.4,6.88,24.88,0.28,13.94,23.12,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,0.0,0.0,69.62,0.49,92.55,40.48,41.33,22.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,21.81,62.38,0.35
GRUP VIA - CB ARTES Equipo,['Mitjana'],16.0,200.0,68.5,16.44,33.25,0.49,7.88,26.81,0.29,12.0,19.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62,0.0,0.0,65.94,0.48,103.89,47.03,45.61,19.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,24.31,60.06,0.4
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],16.0,200.0,63.44,16.81,41.62,0.4,5.5,22.81,0.24,13.31,22.12,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,0.0,0.0,71.19,0.52,89.11,38.89,40.61,20.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,22.31,64.44,0.35
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],16.0,200.0,71.75,18.06,36.75,0.49,7.62,27.69,0.28,12.75,18.75,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,69.75,0.49,102.87,45.78,45.07,19.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,25.69,64.44,0.4
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],16.0,200.0,70.06,19.62,42.38,0.46,6.69,24.12,0.28,10.75,17.81,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.56,0.0,0.0,71.31,0.51,98.25,44.6,43.89,16.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,26.31,66.5,0.4
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],16.0,200.0,63.25,15.44,36.88,0.42,5.06,22.06,0.23,17.19,25.38,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,0.0,0.0,67.25,0.51,94.05,39.08,42.83,29.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,20.5,58.94,0.35
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],16.0,200.0,62.19,15.81,36.69,0.43,6.25,22.88,0.27,11.81,18.5,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,64.94,0.49,95.77,42.29,42.55,19.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,22.06,59.56,0.37
NOU BASQUET OLESA A Equipo,['Mitjana'],15.0,200.0,73.53,21.33,42.13,0.51,5.87,18.33,0.32,13.27,21.4,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,67.07,0.49,109.64,49.83,50.01,21.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,27.2,60.47,0.45
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],15.0,200.0,63.93,17.2,39.8,0.43,6.27,24.2,0.26,10.73,17.87,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.47,0.0,0.0,68.93,0.51,92.75,41.56,41.43,16.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,23.47,64.0,0.37
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],15.0,201.67,63.0,15.47,39.2,0.39,6.0,23.6,0.25,14.07,21.93,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.53,0.0,0.0,69.53,0.49,90.6,38.96,40.67,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,21.47,62.8,0.34
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],15.0,201.67,71.53,17.07,36.2,0.47,8.47,30.93,0.27,12.0,19.8,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,72.8,0.51,98.26,44.34,42.94,17.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,25.53,67.13,0.38
SD ESPANYOL Equipo,['Mitjana'],16.0,200.0,70.19,17.75,37.19,0.48,6.62,23.38,0.28,14.81,24.81,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.0,0.0,68.56,0.51,102.37,45.72,46.37,24.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,24.38,60.56,0.4
SD ESPANYOL Equipo Rival,['Mitjana Rival'],16.0,200.0,64.25,17.56,37.81,0.46,6.06,24.31,0.25,10.94,16.5,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,0.0,0.0,66.56,0.49,96.53,42.91,42.89,17.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,23.62,62.12,0.38
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],16.0,200.0,68.06,16.56,40.62,0.41,7.12,26.62,0.27,13.56,22.06,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94,0.0,0.0,73.88,0.52,92.13,40.52,41.02,20.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.69,67.25,0.35
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],16.0,200.0,73.31,16.88,34.5,0.49,8.88,27.88,0.32,12.94,21.06,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,68.75,0.48,106.64,48.4,46.5,20.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,25.75,62.38,0.41
VEDRUNA GRACIA A Equipo,['Mitjana'],16.0,200.0,67.62,16.25,33.0,0.49,7.56,26.31,0.29,12.44,19.19,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.06,0.0,0.0,65.0,0.49,104.04,46.52,45.59,20.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,23.81,59.31,0.4
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],16.0,200.0,69.62,18.94,38.0,0.5,6.38,24.69,0.26,12.62,20.12,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.94,0.0,0.0,68.62,0.51,101.46,45.46,45.58,20.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,25.31,62.69,0.4
