Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,9.0,200.0,62.11,14.89,36.0,0.41,5.0,22.22,0.23,17.33,25.22,0.69,19.78,66.44,0.51,93.48,38.45,42.44,29.77,0.38
Equip,2 Derrota,4.0,200.0,53.5,13.5,38.75,0.35,3.5,21.75,0.16,16.0,22.0,0.73,18.75,67.25,0.53,79.55,30.99,36.28,26.45,0.36
Equip,2 Victoria,5.0,200.0,69.0,16.0,33.8,0.47,6.2,22.6,0.27,18.4,27.8,0.66,20.6,65.8,0.49,104.86,44.86,47.47,32.62,0.4
Equip,3 Local,5.0,200.0,60.0,15.0,35.6,0.42,4.6,21.0,0.22,16.2,23.8,0.68,17.6,64.2,0.5,93.46,38.69,42.57,28.62,0.37
Equip,3 Visitant,4.0,200.0,64.75,14.75,36.5,0.4,5.5,23.75,0.23,18.75,27.0,0.69,22.5,69.0,0.53,93.84,38.17,42.28,31.12,0.39
Equip,4 Dificil,5.0,200.0,58.6,15.2,38.6,0.39,4.4,21.4,0.21,15.0,21.4,0.7,19.6,66.6,0.53,87.99,36.33,39.96,25.0,0.36
Equip,4 Facil,4.0,200.0,66.5,14.5,32.75,0.44,5.75,23.25,0.25,20.25,30.0,0.68,20.0,66.25,0.48,100.38,41.29,45.56,36.16,0.42
Equip,6 Ultims 3,3.0,200.0,62.67,14.33,33.67,0.43,5.0,23.0,0.22,19.0,28.33,0.67,19.67,91.0,0.52,86.81,34.45,39.69,30.67,0.41
Equip Rival,1 Mitjana Rival,9.0,200.0,61.78,14.78,35.11,0.42,6.78,23.22,0.29,11.89,18.22,0.65,24.78,63.67,0.49,97.03,42.76,42.61,20.38,0.4
Equip Rival,2 Derrota Rival,4.0,200.0,65.0,16.5,34.5,0.48,7.0,19.25,0.36,11.0,17.5,0.63,23.0,58.75,0.47,110.64,50.23,48.62,20.47,0.36
Equip Rival,2 Victoria Rival,5.0,200.0,59.2,13.4,35.6,0.38,6.6,26.4,0.25,12.6,18.8,0.67,26.2,67.4,0.51,87.83,37.58,38.41,20.32,0.43
Equip Rival,3 Local Rival,5.0,200.0,59.6,14.6,36.0,0.41,7.4,26.0,0.28,8.2,13.8,0.59,22.6,65.2,0.5,91.41,41.45,39.41,13.23,0.42
Equip Rival,3 Visitant Rival,4.0,200.0,64.5,15.0,34.0,0.44,6.0,19.75,0.3,16.5,23.75,0.69,27.5,61.5,0.47,104.88,44.65,46.82,30.7,0.37
Equip Rival,4 Dificil Rival,5.0,200.0,60.4,13.4,30.2,0.44,7.4,23.2,0.32,11.4,16.0,0.71,22.8,58.0,0.47,104.14,45.88,44.6,21.35,0.43
Equip Rival,4 Facil Rival,4.0,200.0,63.5,16.5,41.25,0.4,6.0,23.25,0.26,12.5,21.0,0.6,27.25,70.75,0.52,89.75,39.53,40.5,19.38,0.36
Equip Rival,6 Ultims 3 Rival,3.0,200.0,55.0,15.0,38.33,0.39,4.33,22.0,0.2,12.0,19.0,0.63,26.0,85.0,0.48,86.67,36.46,39.34,23.58,0.36
