Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],5.0,200.0,61.2,16.2,39.8,0.41,5.4,22.4,0.24,12.6,19.2,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,67.8,0.48,90.27,39.07,40.6,20.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,21.6,62.2,0.35
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],5.0,200.0,70.2,15.6,34.8,0.45,8.0,30.8,0.26,15.0,24.2,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,73.0,0.52,96.16,42.07,42.35,22.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,23.6,65.6,0.36
C.B.CASTELLAR A Equipo,['Mitjana'],5.0,200.0,65.2,12.4,28.0,0.44,10.6,33.8,0.31,8.6,14.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,65.4,0.49,99.69,45.79,41.19,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,23.0,61.8,0.37
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],5.0,200.0,69.4,18.4,38.4,0.48,6.2,23.6,0.26,14.0,23.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0,69.4,0.51,100.0,44.68,45.47,22.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,24.6,62.0,0.4
CB IPSI A Equipo,['Mitjana'],5.0,200.0,72.6,15.6,37.0,0.42,7.2,27.8,0.26,19.8,31.8,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,75.6,0.51,96.03,40.74,43.48,30.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,22.8,64.8,0.35
CB IPSI A Equipo Rival,['Mitjana Rival'],5.0,200.0,72.0,18.0,41.6,0.43,6.4,23.4,0.27,16.8,27.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,74.0,0.49,97.3,42.46,44.38,25.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,24.4,65.0,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],5.0,200.0,72.6,15.2,35.6,0.43,8.6,27.4,0.31,16.4,22.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,70.0,0.51,103.71,44.6,44.65,26.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,23.8,63.0,0.38
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],5.0,200.0,63.0,15.0,33.6,0.45,4.4,22.6,0.19,19.8,30.8,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,66.8,0.49,94.31,38.43,44.0,35.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,19.4,56.2,0.35
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],5.0,200.0,56.6,16.8,40.0,0.42,4.2,18.6,0.23,10.4,17.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,63.6,0.5,88.99,39.42,40.93,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,21.0,58.6,0.36
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],5.0,200.0,59.4,14.8,33.2,0.45,5.4,23.6,0.23,13.6,22.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,64.0,0.5,92.81,40.32,42.23,23.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,20.2,56.8,0.36
