Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],12.0,200.0,63.17,17.0,43.25,0.39,5.25,22.42,0.23,13.42,22.08,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.58,0.0,0.0,72.33,0.52,87.33,37.88,39.9,20.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,22.25,65.67,0.34
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],12.0,200.0,72.75,18.0,36.75,0.49,8.42,28.33,0.3,11.5,17.25,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,69.75,0.49,104.3,47.06,45.22,17.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,26.42,65.08,0.41
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],12.0,200.0,70.33,20.25,43.42,0.47,6.92,23.92,0.29,9.08,15.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,71.17,0.51,98.83,45.48,43.93,13.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,27.17,67.33,0.4
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],11.0,200.0,64.64,15.55,37.36,0.42,5.18,22.0,0.24,18.0,26.09,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55,0.0,0.0,68.0,0.51,95.05,39.28,43.21,30.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,20.73,59.36,0.35
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],11.0,200.0,62.18,14.64,34.82,0.42,6.64,23.73,0.28,13.0,20.18,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18,0.0,0.0,64.73,0.49,96.07,42.0,42.52,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,21.27,58.55,0.36
NOU BASQUET OLESA A Equipo,['Mitjana'],11.0,200.0,72.55,21.55,41.55,0.52,5.45,17.55,0.31,13.09,21.64,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.09,0.0,0.0,65.82,0.48,110.22,50.31,50.64,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,27.0,59.09,0.46
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],11.0,200.0,65.82,17.91,41.64,0.43,6.36,24.0,0.27,10.91,17.91,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.55,0.0,0.0,70.55,0.52,93.3,41.83,41.68,16.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,24.27,65.64,0.37
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],10.0,202.5,63.7,16.0,40.6,0.39,5.6,22.4,0.25,14.9,23.5,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,70.4,0.49,90.48,38.73,41.08,23.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,21.6,63.0,0.34
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],10.0,202.5,72.6,16.9,34.8,0.49,8.7,31.9,0.27,12.7,20.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,72.4,0.51,100.28,44.9,43.55,19.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,25.6,66.7,0.38
SD ESPANYOL Equipo,['Mitjana'],12.0,200.0,67.92,18.42,38.75,0.48,5.83,22.83,0.26,13.58,23.25,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08,0.0,0.0,68.92,0.51,98.55,44.11,45.06,22.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,24.25,61.58,0.39
SD ESPANYOL Equipo Rival,['Mitjana Rival'],12.0,200.0,65.25,17.75,37.92,0.47,6.17,24.0,0.26,11.25,16.75,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,66.5,0.49,98.12,43.61,43.57,18.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,23.92,61.92,0.39
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],12.0,200.0,68.83,16.92,40.75,0.42,7.25,27.08,0.27,13.25,21.5,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.92,0.0,0.0,74.17,0.52,92.81,40.97,41.21,19.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,24.17,67.83,0.36
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],12.0,200.0,71.58,17.67,35.08,0.5,8.08,26.5,0.31,12.0,20.33,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,67.67,0.48,105.79,48.38,46.64,19.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,25.75,61.58,0.42
VEDRUNA GRACIA A Equipo,['Mitjana'],12.0,200.0,68.33,16.42,32.67,0.5,7.33,26.25,0.28,13.5,20.67,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,65.25,0.48,104.73,46.53,46.18,22.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,23.75,58.92,0.4
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],12.0,200.0,69.25,18.58,38.75,0.48,6.58,24.67,0.27,12.33,20.17,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,0.0,0.0,69.33,0.52,99.88,44.88,44.79,19.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,25.17,63.42,0.4
