Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],11.0,200.0,62.09,15.18,36.91,0.41,5.91,22.36,0.26,14.0,21.55,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.18,0.0,0.0,66.0,0.48,94.08,40.57,42.2,23.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,21.09,59.27,0.36
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],11.0,200.0,68.73,15.45,35.55,0.43,8.18,29.0,0.28,13.27,20.82,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.18,0.0,0.0,70.73,0.52,97.17,42.96,42.36,20.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,23.64,64.55,0.37
C.B.CASTELLAR A Equipo,['Mitjana'],12.0,200.0,65.25,14.58,31.08,0.47,9.33,32.5,0.29,8.08,12.42,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,66.25,0.48,98.49,44.95,41.25,12.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,23.92,63.58,0.38
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],12.0,200.0,74.75,18.92,38.67,0.49,7.25,24.42,0.3,15.17,23.92,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.17,0.0,0.0,70.58,0.52,105.9,47.23,47.42,24.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,26.17,63.08,0.41
CB IPSI A Equipo,['Mitjana'],11.0,200.0,70.36,17.55,41.55,0.42,6.09,26.91,0.23,17.0,28.73,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.36,0.0,0.0,77.82,0.53,90.42,38.98,41.54,24.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,23.64,68.45,0.35
CB IPSI A Equipo Rival,['Mitjana Rival'],11.0,200.0,69.82,16.55,36.82,0.45,7.0,24.64,0.28,15.73,25.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.27,0.0,0.0,69.55,0.47,100.39,44.01,45.02,25.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.55,61.45,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],12.0,200.0,71.0,16.83,40.42,0.42,7.17,24.42,0.29,15.83,22.92,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.92,0.0,0.0,71.92,0.52,98.73,42.54,43.64,24.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,24.0,64.83,0.37
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],12.0,200.0,66.08,15.08,33.08,0.46,5.67,22.92,0.25,18.92,28.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,0.0,0.0,65.67,0.48,100.63,42.11,45.79,33.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,20.75,56.0,0.37
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],11.0,202.27,58.73,16.91,40.0,0.42,5.09,19.73,0.26,9.64,16.55,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.91,0.0,0.0,64.27,0.49,91.37,41.1,41.4,16.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,22.0,59.73,0.37
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],11.0,202.27,64.64,16.55,37.82,0.44,5.91,22.0,0.27,13.82,23.27,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.55,0.0,0.0,67.18,0.51,96.21,42.48,43.73,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,22.45,59.82,0.38
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],11.0,200.0,73.64,19.27,40.0,0.48,7.27,26.73,0.27,13.27,23.09,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.55,0.0,0.0,73.73,0.51,99.88,45.23,44.91,19.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,26.55,66.73,0.4
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],11.0,200.0,64.45,15.27,37.55,0.41,6.09,24.36,0.25,15.64,24.27,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45,0.0,0.0,69.64,0.49,92.56,39.43,41.67,25.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,21.36,61.91,0.35
GRUP VIA - CB ARTES Equipo,['Mitjana'],12.0,200.0,67.92,16.0,32.83,0.49,7.92,26.75,0.3,12.17,20.5,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42,0.0,0.0,65.83,0.48,103.16,46.78,45.38,20.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,23.92,59.58,0.4
