Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Assist (jugador),Assist (valor),Recuperacions (jugador),Recuperacions (valor),Perd (jugador),Perd (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltes Rebudes (jugador),Faltes Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efec (jugador),% Tir Efec (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesiones No Anotades (jugador),Possesiones No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Puntes per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perd Mal Pase (Jugador),Perd Mal Pase (Valor),Perd Pilota Controlada (jugador),Perd Pilota Controlada (valor),Altres Perd (jugador),Altres Perd (valor),Faltes de Tir (jugador),Faltes de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor)
b'MARC NAVARRO DOMINGUEZ',34.67,b'XAVIER ELVIRA GOMEZ',17.25,b'MARC PALAU GASCON',5.62,b'SERIGNE ABDOU NGUEDD NDOUR',11.5,b'FERRAN FERNANDEZ GIMENEZ',1.0,b'ALBERT GERM DE TRAVY',3.38,b'MARC NAVARRO DOMINGUEZ',8.17,b'ARNAU GARRABE TOSQUELLA',0.6,b'SERIGNE ABDOU NGUEDD NDOUR',6.0,b'SERIGNE ABDOU NGUEDD NDOUR',8.17,b'SERGIO FERNANDEZ BAREA',1.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'ARNAU GARRABE TOSQUELLA',4.43,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'EDUARDO GIL FUENTES',0.0,b'RUBN CALVO TORTAJADA',1.0,b'MARC PALAU GASCON',6.5,b'XAVIER ELVIRA GOMEZ',15.88,b'GONAL BAYARRI SEGURA',0.73
b'XAVIER ELVIRA GOMEZ',34.62,b'SERIGNE ABDOU NGUEDD NDOUR',17.0,b'SERIGNE ABDOU NGUEDD NDOUR',5.5,b'GUILLEM PREZ LAYUNTA',10.25,b'POL CAMPRUBI TRUJILLO',0.75,b'JUAN JOSE VAZQUEZ NUEZ',2.88,b'JANIS TOMASCHEK',7.62,b'GUILLERMO BELLO MARABE',0.57,b'ARNAU CUMELLES CESPEDES',4.38,b'ARNAU CUMELLES CESPEDES',7.62,b'VICTOR SANTERVAS GONZALEZ',1.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'GUILLERMO BELLO MARABE',4.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'SERGI ESTANY SANCHEZ',1.0,b'XAVIER ELVIRA GOMEZ',6.5,b'MARC NAVARRO DOMINGUEZ',13.67,b'RUBEN MORALES BUENO',0.64
b'GERARD MARSOL ESCOL',33.33,b'ALBERT GERM DE TRAVY',16.75,b'RUBEN MORALES BUENO',5.0,b'EMMANUEL REYES ROSARIO',8.75,b'GONAL BAYARRI SEGURA',0.73,b'ALEX MATENCIO UTIEL',2.38,b'ALBERT CADAFALCH CASANOVAS',7.5,b'MART DOMNGUEZ COLOMINAS',0.56,b'FRANCESC PLA DE CASACUBERTA',3.75,b'MARC NAVARRO DOMINGUEZ',5.83,b'ERIC MANZANARES IZQUIERDO',1.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'ADRIA RUIZ DE AZUA MALDONADO',3.75,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'JORDI FORNELLS UR',0.0,b'FERRAN FERNANDEZ GIMENEZ',0.95,b'ALBERT GERM DE TRAVY',5.62,b'SERIGNE ABDOU NGUEDD NDOUR',12.17,b'XAVIER ARREDONDO FERREIRO',0.64
b'ALBERT GERM DE TRAVY',31.75,b'MARC PALAU GASCON',16.38,b'GUILLEM PREZ LAYUNTA',4.88,b'XAVIER ELVIRA GOMEZ',8.62,b'RUBEN MORALES BUENO',0.71,b'ALEX MOR CEBOLLA',2.12,b'ERIC MANZANARES IZQUIERDO',7.38,b'ALEX MOR CEBOLLA',0.53,b'GUILLEM ANDREU MALE',3.62,b'XAVIER ROQUETA CLARET',5.38,b'BERNAT FARELL SILVA',1.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'POL HAGENAERS COS',3.71,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'EDUARD MAS FERRE',0.0,b'JUAN JOSE VAZQUEZ NUEZ',0.9,b'SERIGNE ABDOU NGUEDD NDOUR',5.5,b'MARC OLLE MARTINEZ',12.0,b'SERGI MARTIN FUENTES',0.62
b'MARC PALAU GASCON',31.5,b'RUBEN MORALES BUENO',13.71,b'XAVIER ELVIRA GOMEZ',4.75,b'MARC PALAU GASCON',8.38,b'FERRAN MAS FARR',0.68,b'JANIS TOMASCHEK',2.12,b'ALEX MATENCIO UTIEL',7.25,b'BIEL SALAT TASIAS',0.5,b'MARC NAVARRO DOMINGUEZ',3.5,b'GUILLEM ANDREU MALE',5.38,b'XESC PADR CASELLAS',1.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'JUAN AYALA MONCAYO',3.62,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'ARNAU CUMELLES CESPEDES',0.0,b'JORDI DE LA ROSA CANELA',0.83,b'GUILLEM PREZ LAYUNTA',5.25,b'ARNAU SANAHUJA CARNE',12.0,b'POL CAMPRUBI TRUJILLO',0.59
b'SERIGNE ABDOU NGUEDD NDOUR',29.33,b'POL RIGAT FULCARA',13.62,b'CINTO GABRIEL MORILLA',4.25,b'CINTO GABRIEL MORILLA',8.25,b'MUSA TRAWALLY SANNEH',0.67,b'POL RIGAT FULCARA',2.0,b'XAVIER ELVIRA GOMEZ',7.25,b'JOSEP ALEMANY CERVERA',0.5,b'POL RIGAT FULCARA',3.38,b'ARNAU GARRABE TOSQUELLA',5.29,b'ALBERT GERM DE TRAVY',0.89,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'RUBEN MORALES BUENO',3.43,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'ALBERT ILLA VILA',0.0,b'VICTOR SABARTES CORRAL',0.82,b'RUBEN MORALES BUENO',5.14,b'GUILLEM PREZ LAYUNTA',12.0,b'MUSA TRAWALLY SANNEH',0.57
b'GUILLEM ANDREU MALE',28.38,b'MARC NAVARRO DOMINGUEZ',13.0,b'GERARD SOLA BEDMAR',4.12,b'FERRAN BELMONTE CABALLOL',8.25,b'ALEX MATENCIO UTIEL',0.67,b'ERIC MANZANARES IZQUIERDO',2.0,b'ALBERT GERM DE TRAVY',7.12,b'JOAN SILVESTRE PIJUAN',0.5,b'RUBEN MORALES BUENO',3.29,b'XAVIER ELVIRA GOMEZ',5.12,b'FERRAN ALIAS FERNANDEZ',0.88,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'JOS IGNACIO SILVA VUELTA',3.38,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.0,b'CARLES JORD SANCHEZ',0.81,b'FERRAN MAS FARR',4.86,b'MARC PALAU GASCON',11.75,b'MARC FONTANALS MARTIN',0.56
b'CINTO GABRIEL MORILLA',28.38,b'GUILLEM PREZ LAYUNTA',12.5,b'FERRAN BELMONTE CABALLOL',4.12,b'GERARD MARSOL ESCOL',7.83,b'MARC PALAU GASCON',0.67,b'ALBERT CADAFALCH CASANOVAS',1.88,b'MARC OLLE MARTINEZ',6.86,b'EDUARD MAS FERRE',0.5,b'XAVIER ROQUETA CLARET',3.25,b'FRANCESC PLA DE CASACUBERTA',4.75,b'JOAN MORERA REG',0.88,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'BERNAT ARELLANO MARCH',3.29,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'JONATHAN LOZANO BZDZIL',0.0,b'PAU VIROS SOLER',0.81,b'MIQUEL PUIG DE GRACIA',4.62,b'JANIS TOMASCHEK',11.62,b'MARC PALAU GASCON',0.55
b'ARNAU CUMELLES CESPEDES',28.12,b'MIQUEL PUIG DE GRACIA',12.38,b'FERRAN MAS FARR',3.71,b'ARNAU CUMELLES CESPEDES',7.5,b'ALBERT GERM DE TRAVY',0.67,b'MARIO DE LA SEN MARTN',1.88,b'POL RIGAT FULCARA',6.62,b'POL CAMPRUBI TRUJILLO',0.5,b'ARNAU GARRABE TOSQUELLA',3.14,b'CINTO GABRIEL MORILLA',4.62,b'ALEX MOR CEBOLLA',0.88,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'MARC CORRAL PARCET',3.29,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'IAKI IBAEZ DE ELEJALDE MORALES',0.8,b'GERARD SOLA BEDMAR',4.5,b'GERARD MARSOL ESCOL',11.5,b'ALBERT GERM DE TRAVY',0.54
b'JUAN AYALA MONCAYO',27.88,b'FERRAN MAS FARR',12.29,b'MARC FONTANALS MARTIN',3.57,b'JOAN PONS MONTERO',7.38,b'SERGI MARTIN FUENTES',0.65,b'MARC OLLE MARTINEZ',1.86,b'ARNAU SANAHUJA CARNE',5.88,b'JORDI DE LA ROSA CANELA',0.5,b'CINTO GABRIEL MORILLA',3.0,b'MIQUEL PUIG DE GRACIA',4.62,b'ENRIQUE CARRETO ACOSTA',0.86,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JOAN GARI GARI',3.17,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'ALBERT ROMAN PEREZ',0.77,b'ALEX MATENCIO UTIEL',4.38,b'MIQUEL PUIG DE GRACIA',10.75,b'EDUARD MAS FERRE',0.53
