Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BASQUET MOLINS Equipo,['Mitjana'],7.0,200.0,57.86,14.29,38.14,0.37,5.86,22.29,0.26,11.71,18.86,0.62,20.14,65.86,0.48,87.85,38.18,39.14,19.39,0.37
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],7.0,200.0,66.43,15.14,35.29,0.43,7.57,28.57,0.27,13.43,21.29,0.63,20.86,70.29,0.52,94.51,41.5,41.55,21.03,0.45
C.B.CASTELLAR A Equipo,['Mitjana'],9.0,200.0,65.89,13.78,29.67,0.46,10.11,34.0,0.3,8.0,12.33,0.65,21.67,66.22,0.48,99.5,45.46,41.13,12.57,0.53
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],9.0,200.0,73.67,19.0,38.33,0.5,7.33,24.89,0.29,13.67,23.0,0.59,18.33,70.33,0.52,104.74,47.45,46.97,21.62,0.39
CB IPSI A Equipo,['Mitjana'],9.0,200.0,72.78,17.67,40.78,0.43,6.78,26.67,0.25,17.11,28.22,0.61,24.78,76.67,0.52,94.93,41.27,43.16,25.37,0.4
CB IPSI A Equipo Rival,['Mitjana Rival'],9.0,200.0,69.89,15.89,38.33,0.41,7.44,25.44,0.29,15.78,25.44,0.62,24.44,71.89,0.48,97.22,42.42,43.33,24.74,0.4
CLUB NATACIO SABADELL A Equipo,['Mitjana'],9.0,200.0,72.67,16.22,38.78,0.42,8.56,26.33,0.32,14.56,21.11,0.69,25.89,71.33,0.51,101.87,44.62,44.06,22.35,0.4
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],9.0,200.0,67.0,15.67,34.33,0.46,5.33,23.0,0.23,19.67,29.22,0.67,22.0,67.33,0.49,99.5,41.28,45.55,34.3,0.4
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],9.0,200.0,58.11,16.33,38.11,0.43,5.11,19.67,0.26,10.11,17.22,0.59,22.0,62.67,0.49,92.73,41.54,42.0,17.5,0.34
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],9.0,200.0,61.67,16.33,37.33,0.44,5.11,22.11,0.23,13.67,22.11,0.62,18.44,66.33,0.51,92.96,40.37,42.47,22.99,0.37
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],9.0,200.0,73.89,20.33,41.33,0.49,7.0,26.56,0.26,12.22,22.22,0.55,23.44,74.56,0.52,99.11,45.42,44.83,18.0,0.39
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],9.0,200.0,65.56,15.56,36.67,0.42,6.67,25.78,0.26,14.44,22.78,0.63,20.78,69.56,0.48,94.25,40.93,42.08,23.13,0.41
GRUP VIA - CB ARTES Equipo,['Mitjana'],9.0,200.0,71.33,16.33,33.44,0.49,8.89,27.33,0.33,12.0,19.89,0.6,21.0,66.67,0.48,107.0,48.81,46.45,19.74,0.45
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],9.0,200.0,64.33,17.67,44.67,0.4,5.44,22.11,0.25,12.67,20.89,0.61,19.67,72.89,0.52,88.26,38.69,40.16,18.97,0.33
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],9.0,200.0,74.0,18.22,37.22,0.49,8.44,27.44,0.31,12.22,18.0,0.68,20.22,69.67,0.49,106.22,47.77,46.09,18.9,0.42
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],9.0,200.0,72.78,20.67,43.89,0.47,7.11,23.33,0.3,10.11,16.78,0.6,20.22,71.56,0.51,101.71,46.61,45.22,15.04,0.35
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],9.0,200.0,62.11,14.89,36.0,0.41,5.0,22.22,0.23,17.33,25.22,0.69,19.78,66.44,0.51,93.48,38.45,42.44,29.77,0.38
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],9.0,200.0,61.78,14.78,35.11,0.42,6.78,23.22,0.29,11.89,18.22,0.65,24.78,63.67,0.49,97.03,42.76,42.61,20.38,0.4
NOU BASQUET OLESA A Equipo,['Mitjana'],8.0,200.0,71.75,21.38,41.75,0.51,5.38,18.25,0.29,12.88,21.5,0.6,20.62,66.62,0.48,107.69,49.06,49.51,21.46,0.3
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],8.0,200.0,67.62,18.0,42.12,0.43,6.75,24.75,0.27,11.38,17.88,0.64,23.12,71.75,0.52,94.25,42.06,41.82,17.01,0.37
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],7.0,200.0,62.0,17.0,42.71,0.4,4.57,19.86,0.23,14.29,22.71,0.63,20.14,69.57,0.49,89.12,38.13,41.04,22.83,0.32
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],7.0,200.0,73.57,16.71,35.0,0.48,9.57,33.43,0.29,11.43,19.0,0.6,21.0,73.71,0.51,99.81,45.41,42.98,16.7,0.49
SD ESPANYOL Equipo,['Mitjana'],8.0,200.0,72.0,20.75,41.5,0.5,5.5,23.0,0.24,14.0,23.62,0.59,20.0,71.88,0.52,100.17,44.96,46.15,21.71,0.36
SD ESPANYOL Equipo Rival,['Mitjana Rival'],8.0,200.0,68.88,19.0,39.25,0.48,6.38,23.0,0.28,11.75,17.0,0.69,22.88,66.88,0.48,102.99,45.88,45.66,18.88,0.37
