Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
CB.CIUTAT VELLA Equipo Rival,['Mitjana Rival'],7.0,200.0,70.29,17.43,34.71,0.5,6.29,23.0,0.27,16.57,25.57,0.65,25.0,68.86,0.5,102.07,46.53,48.09,28.71,0.4
GRUP VIA - CB ARTES Equipo,['Mitjana'],7.0,200.0,69.43,17.71,36.43,0.49,6.29,23.29,0.27,15.14,23.71,0.64,21.14,70.14,0.49,98.98,45.45,46.6,25.36,0.39
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],7.0,200.0,59.57,19.0,44.43,0.43,3.43,19.71,0.17,11.29,21.14,0.53,21.57,73.43,0.51,81.13,37.64,40.01,17.59,0.31
IBERSOFAS - CB ARGENTONA  A Equipo,['Mitjana'],7.0,200.0,77.0,20.29,40.0,0.51,6.57,26.29,0.25,16.71,26.43,0.63,26.0,77.86,0.51,98.9,45.47,46.84,25.22,0.4
IBERSOFAS - CB ARGENTONA  A Equipo Rival,['Mitjana Rival'],7.0,200.0,72.71,18.14,38.71,0.47,6.29,21.71,0.29,17.57,30.14,0.58,24.43,73.57,0.49,98.83,45.63,47.44,29.08,0.36
MARISTES ADEMAR Equipo,['Mitjana'],7.0,200.0,65.29,17.14,37.14,0.46,5.71,20.14,0.28,13.86,22.86,0.61,22.86,67.29,0.48,97.03,44.89,46.04,24.19,0.35
MARISTES ADEMAR Equipo Rival,['Mitjana Rival'],7.0,200.0,63.0,15.57,39.14,0.4,5.71,23.14,0.25,14.71,21.86,0.67,22.29,71.86,0.52,87.67,38.76,40.96,23.62,0.37
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],7.0,200.0,58.57,14.0,32.29,0.43,5.86,26.57,0.22,13.0,20.14,0.65,21.43,67.71,0.49,86.5,38.71,40.2,22.09,0.45
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],7.0,200.0,67.71,17.43,41.0,0.43,6.43,19.14,0.34,13.57,22.71,0.6,22.57,70.0,0.51,96.73,45.01,45.46,22.57,0.32
U.E. CLARET A Equipo,['Mitjana'],7.0,203.57,70.43,17.29,36.71,0.47,6.14,22.0,0.28,17.43,29.86,0.58,22.57,71.71,0.51,98.21,45.13,47.13,29.68,0.37
U.E. CLARET A Equipo Rival,['Mitjana Rival'],7.0,203.57,60.86,14.71,38.29,0.38,6.0,21.86,0.27,13.43,21.14,0.64,25.71,69.43,0.49,87.65,39.43,40.88,22.33,0.36
UB SANT ADRIA A Equipo,['Mitjana'],7.0,203.57,62.57,15.86,41.71,0.38,6.0,24.57,0.24,12.86,22.71,0.57,21.57,76.14,0.5,82.18,37.5,38.78,19.4,0.37
UB SANT ADRIA A Equipo Rival,['Mitjana Rival'],7.0,203.57,73.0,18.0,39.71,0.45,7.14,25.0,0.29,15.57,24.14,0.64,21.14,75.29,0.5,96.96,44.37,45.16,24.06,0.39
UE MATARO  - TC Equipo,['Mitjana'],7.0,200.0,68.43,17.14,36.71,0.47,6.71,26.0,0.26,14.0,25.14,0.56,20.0,73.71,0.51,92.83,43.39,43.89,22.32,0.41
UE MATARO  - TC Equipo Rival,['Mitjana Rival'],7.0,200.0,72.14,17.71,37.86,0.47,8.0,26.14,0.31,12.71,18.29,0.7,21.86,72.0,0.49,100.2,46.43,45.36,19.87,0.41
