Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
A.E. MINGUELLA A - DRIVIM Equipo,['Mitjana'],19.0,200.0,66.0,18.63,41.58,0.45,5.32,22.21,0.24,12.79,21.63,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.74,0.0,0.0,73.26,0.51,90.09,41.71,43.01,20.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,23.95,63.79,0.38
A.E. MINGUELLA A - DRIVIM Equipo Rival,['Mitjana Rival'],19.0,200.0,62.37,16.58,36.68,0.45,5.32,23.37,0.23,13.26,22.47,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.26,0.0,0.0,69.89,0.49,89.23,40.89,42.55,22.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,21.89,60.05,0.36
BASQUET GIRONA Equipo,['Mitjana'],19.0,201.32,66.47,18.42,38.68,0.48,5.11,23.74,0.22,14.32,25.05,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,73.42,0.48,90.54,41.78,43.77,22.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,23.53,62.42,0.38
BASQUET GIRONA Equipo Rival,['Mitjana Rival'],19.0,201.32,75.47,21.11,44.26,0.48,6.42,24.37,0.26,14.0,22.63,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.16,0.0,0.0,78.58,0.52,96.05,44.79,45.39,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,27.53,68.63,0.4
BASQUET SAFA CLAROR A Equipo,['Mitjana'],19.0,201.32,67.79,17.11,40.21,0.43,6.21,22.42,0.28,14.95,22.68,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32,0.0,0.0,72.58,0.49,93.4,42.18,43.7,23.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,23.32,62.63,0.37
BASQUET SAFA CLAROR A Equipo Rival,['Mitjana Rival'],19.0,201.32,73.74,17.79,37.32,0.48,7.84,26.47,0.3,14.63,24.47,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.68,0.0,0.0,74.53,0.51,98.94,46.33,45.99,22.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,25.63,63.79,0.4
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo,['Mitjana'],20.0,200.0,73.15,20.1,44.85,0.45,6.45,23.0,0.28,13.6,22.35,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,77.65,0.51,94.2,43.88,44.43,20.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,26.55,67.85,0.39
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo Rival,['Mitjana Rival'],20.0,196.3,67.75,18.15,41.2,0.44,5.55,22.4,0.25,13.7,22.35,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,73.4,0.49,92.3,41.63,43.15,21.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,23.7,63.6,0.37
CB ADEPAF TXOT'S Equipo,['Mitjana'],20.0,200.0,65.0,18.65,41.9,0.45,5.5,19.95,0.28,11.2,18.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,70.05,0.49,92.79,43.49,43.89,18.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,24.15,61.85,0.39
CB ADEPAF TXOT'S Equipo Rival,['Mitjana Rival'],20.0,200.0,69.6,16.25,34.4,0.47,7.9,27.6,0.29,13.4,22.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,71.65,0.51,97.14,45.32,44.64,21.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,24.15,62.0,0.39
CB SANTA COLOMA A Equipo,['Mitjana'],19.0,200.0,69.63,17.89,40.05,0.45,6.37,23.89,0.27,14.74,21.11,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47,0.0,0.0,73.21,0.5,95.11,42.92,44.12,23.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,24.26,63.95,0.38
CB SANTA COLOMA A Equipo Rival,['Mitjana Rival'],19.0,200.0,70.68,17.0,40.42,0.42,6.95,23.16,0.3,15.84,24.58,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42,0.0,0.0,74.37,0.5,95.05,43.13,44.32,24.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,23.95,63.58,0.38
CB.CIUTAT VELLA Equipo,['Mitjana'],20.0,197.55,69.85,16.15,39.0,0.41,7.35,21.35,0.34,14.4,23.7,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,70.75,0.5,98.73,45.03,45.14,23.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,23.5,60.35,0.39
