Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,5.0,210.0,76.0,19.8,39.8,0.5,6.8,26.8,0.25,16.0,25.2,0.63,18.8,74.4,0.52,102.15,45.05,46.08,24.02,0.4
Equip,2 Derrota,1.0,225.0,82.0,20.0,43.0,0.47,10.0,29.0,0.34,12.0,19.0,0.63,21.0,77.0,0.5,106.49,48.61,45.94,16.67,0.4
Equip,2 Victoria,4.0,206.25,74.5,19.75,39.0,0.51,6.0,26.25,0.23,17.0,26.75,0.64,18.25,73.75,0.52,101.02,44.06,46.12,26.05,0.4
Equip,3 Local,2.0,212.5,79.5,19.5,38.0,0.51,9.0,25.5,0.35,13.5,19.5,0.69,18.0,69.0,0.51,115.22,51.97,49.88,21.26,0.4
Equip,3 Visitant,3.0,208.33,73.67,20.0,41.0,0.49,5.33,27.67,0.19,17.67,29.0,0.61,19.33,78.0,0.52,94.44,40.78,43.81,25.73,0.4
Equip,4 Dificil,4.0,212.5,76.25,19.5,39.0,0.5,7.5,27.0,0.28,14.75,21.5,0.69,18.75,72.25,0.5,105.54,46.59,46.58,22.35,0.41
Equip,4 Facil,1.0,200.0,75.0,21.0,43.0,0.49,4.0,26.0,0.15,21.0,40.0,0.53,19.0,83.0,0.56,90.36,39.13,43.99,30.43,0.38
Equip,6 Ultims 3,3.0,37500.0,223.0,58.0,113.0,0.51,20.0,79.0,0.25,47.0,67.0,0.7,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
Equip Rival,1 Mitjana Rival,5.0,210.0,67.8,19.8,40.0,0.49,6.0,26.6,0.23,10.2,14.4,0.71,22.0,70.0,0.48,96.86,43.24,42.94,15.32,0.4
Equip Rival,2 Derrota Rival,1.0,225.0,84.0,27.0,51.0,0.53,6.0,23.0,0.26,12.0,16.0,0.75,20.0,77.0,0.5,109.09,48.65,48.51,16.22,0.31
Equip Rival,2 Victoria Rival,4.0,206.25,63.75,18.0,37.25,0.48,6.0,27.5,0.22,9.75,14.0,0.7,22.5,68.0,0.48,93.75,41.7,41.34,15.06,0.42
Equip Rival,3 Local Rival,2.0,212.5,77.0,22.5,43.0,0.52,7.0,21.5,0.33,11.0,14.0,0.79,20.5,67.5,0.49,114.07,51.16,49.7,17.05,0.33
Equip Rival,3 Visitant Rival,3.0,208.33,61.67,18.0,38.0,0.47,5.33,30.0,0.18,9.67,14.67,0.66,23.0,71.33,0.48,86.45,38.24,38.61,14.22,0.44
Equip Rival,4 Dificil Rival,4.0,212.5,71.25,20.0,40.5,0.49,6.75,26.75,0.25,11.0,15.25,0.72,20.0,71.0,0.5,100.35,44.8,44.14,16.36,0.4
Equip Rival,4 Facil Rival,1.0,200.0,54.0,19.0,38.0,0.5,3.0,26.0,0.12,7.0,11.0,0.64,30.0,66.0,0.44,81.82,36.72,37.75,10.94,0.41
Equip Rival,6 Ultims 3 Rival,3.0,37500.0,201.0,53.0,111.0,0.48,21.0,84.0,0.25,32.0,45.0,0.71,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
