Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
DRAFT GRAMENET A Equipo,['Mitjana'],25.0,202.0,65.56,17.04,39.48,0.43,6.8,26.0,0.26,11.08,18.08,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.04,0.0,0.0,73.4,0.52,89.32,41.6,41.24,16.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.84,65.48,0.36
DRAFT GRAMENET A Equipo Rival,['Mitjana Rival'],25.0,202.0,59.04,16.2,40.44,0.4,4.4,18.8,0.23,13.44,22.16,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64,0.0,0.0,68.96,0.48,85.61,38.49,41.25,22.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,20.6,59.24,0.35
EBAE SESE A Equipo,['Mitjana'],26.0,200.96,59.96,15.73,39.19,0.4,5.85,21.46,0.27,10.96,17.15,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.77,0.0,0.0,68.19,0.51,87.93,40.39,40.8,18.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,21.58,60.65,0.36
EBAE SESE A Equipo Rival,['Mitjana Rival'],26.0,200.96,56.5,15.27,36.85,0.41,5.12,21.38,0.24,10.62,17.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,0.0,0.0,65.69,0.49,86.01,39.4,40.33,18.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,20.38,58.23,0.35
EVENTS CB IGUALADA Equipo,['Mitjana'],25.0,203.0,53.04,14.28,39.64,0.36,4.48,19.08,0.23,11.04,18.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,66.88,0.48,79.31,35.76,37.74,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,18.76,58.72,0.32
EVENTS CB IGUALADA Equipo Rival,['Mitjana Rival'],25.0,203.0,59.88,17.96,42.72,0.42,4.4,21.4,0.21,10.76,18.76,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,72.36,0.52,82.75,38.3,39.79,16.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,22.36,64.12,0.35
GRAFIQUES VILANOVA CEJ L'HOSPITALET A Equipo,['Mitjana'],25.0,201.0,54.4,15.0,37.56,0.4,4.76,19.44,0.24,10.12,15.36,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12,0.0,0.0,63.72,0.49,85.37,38.84,39.89,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,19.76,57.0,0.35
GRAFIQUES VILANOVA CEJ L'HOSPITALET A Equipo Rival,['Mitjana Rival'],25.0,201.0,55.84,15.16,37.4,0.41,4.36,20.52,0.21,12.44,19.28,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,66.4,0.51,84.1,37.47,40.01,21.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,19.52,57.92,0.34
INTERSPORT OLARIA SAMA VILANOVA Equipo,['Mitjana'],26.0,200.0,56.12,13.92,39.81,0.35,5.35,21.38,0.25,12.23,19.96,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.04,0.0,0.0,69.96,0.5,80.21,35.86,37.67,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,19.27,61.19,0.31
INTERSPORT OLARIA SAMA VILANOVA Equipo Rival,['Mitjana Rival'],26.0,199.96,57.88,17.85,43.54,0.41,4.19,18.77,0.22,9.62,16.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.35,0.0,0.0,69.35,0.5,83.47,38.73,39.91,15.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,22.04,62.31,0.35
JOVENTUT LES CORTS Equipo,['Mitjana'],25.0,200.0,54.72,16.4,42.96,0.38,3.68,18.72,0.2,10.88,18.68,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.84,0.0,0.0,69.88,0.5,78.31,35.54,37.96,17.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,20.08,61.68,0.33
JOVENTUT LES CORTS Equipo Rival,['Mitjana Rival'],25.0,200.0,57.68,14.52,38.48,0.38,5.68,21.76,0.26,11.6,18.88,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.28,0.0,0.0,68.52,0.5,84.18,38.25,39.28,19.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,20.2,60.24,0.34
MANRESA CBF Equipo,['Mitjana'],26.0,201.92,58.0,15.85,39.65,0.4,5.19,22.81,0.23,10.73,18.19,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54,0.0,0.0,70.46,0.51,82.31,37.84,38.85,17.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,21.04,62.46,0.34
MANRESA CBF Equipo Rival,['Mitjana Rival'],26.0,201.92,48.58,12.85,40.38,0.32,4.38,19.54,0.22,9.73,15.69,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58,0.0,0.0,66.81,0.49,72.71,32.41,34.14,16.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,17.23,59.92,0.29
TGN BASQUET A Equipo,['Mitjana'],26.0,199.96,54.0,13.92,34.27,0.41,5.12,19.85,0.26,10.81,17.12,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,61.62,0.48,87.64,39.91,40.94,19.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,19.04,54.12,0.35
TGN BASQUET A Equipo Rival,['Mitjana Rival'],26.0,200.0,56.81,16.54,42.19,0.39,4.54,17.31,0.26,10.12,15.92,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.12,0.0,0.0,66.5,0.52,85.43,39.24,40.38,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,21.08,59.5,0.35
WECOLORS - AB PREMIA Equipo,['Mitjana'],26.0,200.96,55.77,14.23,36.46,0.39,5.27,22.92,0.23,11.5,18.08,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04,0.0,0.0,67.31,0.51,82.86,37.27,38.69,19.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,19.5,59.38,0.33
WECOLORS - AB PREMIA Equipo Rival,['Mitjana Rival'],26.0,200.96,49.81,12.88,37.04,0.35,3.96,17.85,0.22,12.15,20.42,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.08,0.0,0.0,63.85,0.49,78.01,34.3,37.55,22.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,16.85,54.88,0.31
