Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
A.E. MINGUELLA A - DRIVIM Equipo,['Mitjana'],8.0,200.0,66.0,19.25,42.25,0.46,5.0,22.12,0.23,12.5,22.75,0.55,23.75,74.38,0.51,88.74,41.55,42.88,19.42,0.34
A.E. MINGUELLA A - DRIVIM Equipo Rival,['Mitjana Rival'],8.0,200.0,62.88,17.0,37.5,0.45,5.38,22.62,0.24,12.75,23.0,0.55,21.62,70.12,0.49,89.66,41.68,42.91,21.21,0.38
BASQUET GIRONA Equipo,['Mitjana'],8.0,203.12,67.25,18.12,37.12,0.49,5.5,25.88,0.21,14.5,24.0,0.6,24.12,73.5,0.48,91.5,41.87,43.69,23.02,0.41
BASQUET GIRONA Equipo Rival,['Mitjana Rival'],8.0,203.12,73.88,20.25,45.0,0.45,5.88,24.0,0.24,15.75,26.25,0.6,22.88,80.5,0.52,91.77,42.12,43.96,22.83,0.35
BASQUET SAFA CLAROR A Equipo,['Mitjana'],7.0,203.57,69.71,16.86,41.71,0.4,7.57,23.86,0.32,13.29,20.0,0.66,22.43,74.29,0.5,93.85,43.03,42.85,20.26,0.36
BASQUET SAFA CLAROR A Equipo Rival,['Mitjana Rival'],7.0,203.57,73.0,17.86,36.86,0.48,7.43,25.57,0.29,15.0,26.0,0.58,21.86,73.86,0.5,98.84,46.45,46.44,24.03,0.41
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo,['Mitjana'],8.0,200.0,75.38,23.0,47.5,0.48,4.88,20.62,0.24,14.75,25.5,0.58,24.38,79.25,0.51,95.11,44.5,46.3,21.65,0.3
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo Rival,['Mitjana Rival'],8.0,200.0,68.62,17.75,41.25,0.43,5.75,24.38,0.24,15.88,26.38,0.6,24.12,77.12,0.49,88.98,40.19,42.5,24.19,0.37
CB ADEPAF TXOT'S Equipo,['Mitjana'],8.0,200.0,63.75,18.5,44.0,0.42,4.88,17.62,0.28,12.12,20.62,0.59,19.88,70.62,0.5,90.27,41.89,43.25,19.68,0.29
CB ADEPAF TXOT'S Equipo Rival,['Mitjana Rival'],8.0,200.0,66.75,17.0,36.5,0.47,7.0,26.0,0.27,11.75,18.62,0.63,21.88,70.62,0.5,94.51,44.0,43.51,18.8,0.42
CB SANTA COLOMA A Equipo,['Mitjana'],7.0,200.0,70.57,17.43,38.57,0.45,6.86,24.86,0.28,15.14,22.14,0.68,26.0,73.14,0.5,96.48,43.69,44.63,23.87,0.39
CB SANTA COLOMA A Equipo Rival,['Mitjana Rival'],7.0,200.0,69.71,17.71,38.71,0.46,5.57,22.43,0.25,17.57,27.86,0.63,21.43,73.29,0.5,95.13,42.64,45.53,28.74,0.37
CB.CIUTAT VELLA Equipo,['Mitjana'],8.0,200.0,68.5,14.5,38.0,0.38,7.88,20.12,0.39,15.88,25.75,0.62,22.25,69.38,0.5,98.74,45.27,45.54,27.31,0.35
CB.CIUTAT VELLA Equipo Rival,['Mitjana Rival'],8.0,200.0,70.5,18.0,35.12,0.51,6.12,22.38,0.27,16.12,25.62,0.63,25.0,68.75,0.5,102.55,47.28,48.66,28.04,0.39
GRUP VIA - CB ARTES Equipo,['Mitjana'],8.0,200.0,71.12,17.88,37.38,0.48,7.12,24.25,0.29,14.0,22.25,0.63,20.88,71.38,0.49,99.65,46.35,46.33,22.72,0.39
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],8.0,200.0,60.88,19.0,43.5,0.44,4.0,20.25,0.2,10.88,21.12,0.51,21.38,73.0,0.51,83.39,39.22,40.8,17.06,0.32
IBERSOFAS - CB ARGENTONA  A Equipo,['Mitjana'],8.0,200.0,76.75,19.5,39.62,0.49,6.62,25.5,0.26,17.88,27.25,0.66,25.38,77.0,0.51,99.68,45.2,47.0,27.45,0.39
IBERSOFAS - CB ARGENTONA  A Equipo Rival,['Mitjana Rival'],8.0,200.0,71.88,17.75,38.38,0.46,6.62,22.12,0.3,16.5,28.88,0.57,25.0,73.12,0.49,98.29,45.76,46.92,27.27,0.37
MARISTES ADEMAR Equipo,['Mitjana'],8.0,200.0,62.75,16.62,37.5,0.44,5.38,19.62,0.27,13.38,22.25,0.6,22.5,66.88,0.48,93.83,43.22,44.66,23.41,0.34
MARISTES ADEMAR Equipo Rival,['Mitjana Rival'],8.0,200.0,63.88,15.75,39.5,0.4,6.0,23.62,0.25,14.38,21.62,0.66,22.25,72.62,0.52,87.95,39.21,41.0,22.77,0.37
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],8.0,200.0,60.38,13.75,31.38,0.44,6.62,26.62,0.25,13.0,19.88,0.65,21.5,66.62,0.49,90.62,40.84,41.51,22.41,0.46
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],8.0,200.0,70.0,18.0,41.0,0.44,7.0,19.12,0.37,13.0,22.12,0.59,22.0,69.75,0.51,100.36,47.4,46.89,21.62,0.32
U.E. CLARET A Equipo,['Mitjana'],8.0,203.12,69.75,16.88,36.62,0.46,6.5,23.0,0.28,16.5,28.62,0.58,22.75,72.12,0.51,96.71,44.65,46.11,27.67,0.39
U.E. CLARET A Equipo Rival,['Mitjana Rival'],8.0,203.12,59.38,14.5,37.88,0.38,5.75,21.5,0.27,13.12,21.12,0.62,24.88,68.62,0.49,86.52,38.95,40.53,22.11,0.36
UB SANT ADRIA A Equipo,['Mitjana'],8.0,203.12,63.5,16.0,41.75,0.38,6.25,24.88,0.25,12.75,22.38,0.57,21.62,76.38,0.51,83.14,38.09,39.09,19.14,0.37
UB SANT ADRIA A Equipo Rival,['Mitjana Rival'],8.0,203.12,69.5,17.38,39.75,0.44,6.62,23.88,0.28,14.88,23.38,0.64,21.0,73.88,0.49,94.08,42.93,44.01,23.38,0.38
UE MATARO  - TC Equipo,['Mitjana'],8.0,200.0,68.62,17.38,36.75,0.47,6.88,25.75,0.27,13.25,24.62,0.54,20.0,73.25,0.5,93.69,44.3,44.23,21.2,0.41
UE MATARO  - TC Equipo Rival,['Mitjana Rival'],8.0,200.0,73.5,17.88,38.62,0.46,8.62,26.75,0.32,11.88,17.5,0.68,21.5,73.0,0.5,100.68,47.13,45.29,18.16,0.41
