Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],15.0,200.0,70.27,19.67,42.2,0.47,7.0,24.87,0.28,9.93,16.6,0.6,19.67,71.33,0.5,98.5,44.98,43.74,14.81,0.37
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],15.0,200.0,62.13,15.33,37.4,0.41,4.93,21.53,0.23,16.67,25.0,0.67,20.8,67.13,0.51,92.55,38.57,42.3,28.28,0.37
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],15.0,200.0,62.07,15.93,36.87,0.43,6.2,22.93,0.27,11.6,18.53,0.63,24.27,65.2,0.49,95.19,42.2,42.42,19.4,0.38
NOU BASQUET OLESA A Equipo,['Mitjana'],14.0,200.0,74.0,21.5,41.93,0.51,6.14,18.71,0.33,12.57,20.36,0.62,20.36,66.79,0.49,110.8,50.65,50.29,20.73,0.31
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],14.0,200.0,64.36,17.07,39.93,0.43,6.43,24.29,0.26,10.93,18.07,0.6,22.07,69.21,0.51,92.98,41.6,41.43,17.02,0.38
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],14.0,201.79,63.07,15.29,39.29,0.39,6.14,23.79,0.26,14.07,22.07,0.64,20.64,69.86,0.49,90.29,38.84,40.47,22.31,0.38
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],14.0,201.79,71.93,17.14,36.29,0.47,8.43,30.71,0.27,12.36,20.57,0.6,21.86,73.0,0.51,98.53,44.46,43.19,18.44,0.46
SD ESPANYOL Equipo,['Mitjana'],15.0,200.0,69.93,17.73,37.0,0.48,6.87,24.0,0.29,13.87,23.47,0.59,20.2,68.47,0.51,102.14,45.96,46.05,22.73,0.39
SD ESPANYOL Equipo Rival,['Mitjana Rival'],15.0,200.0,64.0,17.33,37.27,0.47,6.07,24.8,0.24,11.13,16.6,0.67,22.33,66.53,0.49,96.19,42.59,42.67,17.94,0.4
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],15.0,200.0,67.93,16.73,40.67,0.41,6.93,26.53,0.26,13.67,21.87,0.62,20.6,73.73,0.52,92.13,40.38,41.06,20.34,0.39
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],15.0,200.0,73.13,16.93,34.87,0.49,9.0,27.67,0.33,12.27,20.2,0.61,21.93,68.53,0.48,106.71,48.67,46.4,19.62,0.44
VEDRUNA GRACIA A Equipo,['Mitjana'],15.0,200.0,68.67,16.67,33.07,0.5,7.47,26.4,0.28,12.93,19.87,0.65,22.4,65.47,0.49,104.89,46.86,46.15,21.75,0.44
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],15.0,200.0,70.27,18.93,38.2,0.5,6.4,24.27,0.26,13.2,20.8,0.63,22.2,68.73,0.51,102.23,45.68,45.97,21.13,0.39
