Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BASQUET MOLINS Equipo,['Mitjana'],5.0,200.0,61.2,16.2,39.8,0.41,5.4,22.4,0.24,12.6,19.2,0.66,22.0,67.8,0.48,90.27,39.07,40.6,20.26,0.36
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],5.0,200.0,70.2,15.6,34.8,0.45,8.0,30.8,0.26,15.0,24.2,0.62,21.8,73.0,0.52,96.16,42.07,42.35,22.87,0.47
C.B.CASTELLAR A Equipo,['Mitjana'],5.0,200.0,65.2,12.4,28.0,0.44,10.6,33.8,0.31,8.6,14.4,0.6,22.0,65.4,0.49,99.69,45.79,41.19,13.92,0.55
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],5.0,200.0,69.4,18.4,38.4,0.48,6.2,23.6,0.26,14.0,23.4,0.6,19.4,69.4,0.51,100.0,44.68,45.47,22.58,0.38
CB IPSI A Equipo,['Mitjana'],5.0,200.0,72.6,15.6,37.0,0.42,7.2,27.8,0.26,19.8,31.8,0.62,26.0,75.6,0.51,96.03,40.74,43.48,30.56,0.43
CB IPSI A Equipo Rival,['Mitjana Rival'],5.0,200.0,72.0,18.0,41.6,0.43,6.4,23.4,0.27,16.8,27.6,0.61,26.2,74.0,0.49,97.3,42.46,44.38,25.85,0.36
CLUB NATACIO SABADELL A Equipo,['Mitjana'],5.0,200.0,72.6,15.2,35.6,0.43,8.6,27.4,0.31,16.4,22.8,0.72,25.8,70.0,0.51,103.71,44.6,44.65,26.03,0.43
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],5.0,200.0,63.0,15.0,33.6,0.45,4.4,22.6,0.19,19.8,30.8,0.64,25.0,66.8,0.49,94.31,38.43,44.0,35.23,0.4
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],5.0,200.0,56.6,16.8,40.0,0.42,4.2,18.6,0.23,10.4,17.4,0.6,22.6,63.6,0.5,88.99,39.42,40.93,17.75,0.32
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],5.0,200.0,59.4,14.8,33.2,0.45,5.4,23.6,0.23,13.6,22.6,0.6,18.6,64.0,0.5,92.81,40.32,42.23,23.94,0.42
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],5.0,200.0,71.2,18.4,39.2,0.47,7.2,24.2,0.3,12.8,24.4,0.52,24.6,71.0,0.5,100.28,46.06,45.32,20.19,0.38
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],5.0,200.0,63.4,14.0,36.2,0.39,6.6,27.6,0.24,15.6,25.0,0.62,20.6,71.8,0.5,88.3,37.46,39.55,24.45,0.43
GRUP VIA - CB ARTES Equipo,['Mitjana'],5.0,200.0,68.6,14.8,31.8,0.47,8.4,26.6,0.32,13.8,23.2,0.59,19.6,65.8,0.48,104.26,46.92,45.74,23.63,0.46
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],5.0,200.0,60.0,17.0,45.2,0.38,5.0,22.0,0.23,11.0,18.2,0.6,20.6,72.0,0.52,83.33,36.46,37.78,16.37,0.33
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],5.0,200.0,70.4,17.6,37.4,0.47,8.4,28.0,0.3,10.0,16.6,0.6,22.8,69.6,0.51,101.15,46.18,43.85,15.29,0.43
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],5.0,200.0,67.0,18.2,40.4,0.45,5.8,21.6,0.27,13.2,20.2,0.65,19.6,68.0,0.49,98.53,43.39,44.39,21.29,0.35
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],5.0,200.0,64.4,15.8,36.4,0.43,5.4,20.8,0.26,16.6,24.2,0.69,19.8,65.0,0.51,99.08,41.78,44.74,29.02,0.36
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],5.0,200.0,67.0,15.6,35.0,0.45,8.4,24.2,0.35,10.6,16.0,0.66,25.0,63.4,0.49,105.68,47.64,45.23,17.91,0.41
NOU BASQUET OLESA A Equipo,['Mitjana'],4.0,200.0,70.0,19.0,38.0,0.5,6.25,18.75,0.33,13.25,21.75,0.61,22.25,63.5,0.46,110.24,50.0,49.84,23.35,0.33
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],4.0,200.0,66.25,16.0,44.75,0.36,7.5,23.75,0.32,11.75,17.75,0.66,23.0,73.25,0.54,90.44,39.78,39.4,17.15,0.35
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],4.0,200.0,62.0,16.25,42.75,0.38,5.0,23.75,0.21,14.5,23.0,0.63,22.0,73.5,0.51,84.35,35.71,38.56,21.8,0.36
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],4.0,200.0,79.0,16.5,31.75,0.52,10.25,29.75,0.34,15.25,24.25,0.63,20.75,69.25,0.49,114.08,51.83,49.32,24.8,0.48
SD ESPANYOL Equipo,['Mitjana'],5.0,200.0,70.0,19.4,38.0,0.51,5.2,22.4,0.23,15.6,26.0,0.6,19.6,68.8,0.51,101.74,45.03,47.08,25.83,0.37
SD ESPANYOL Equipo Rival,['Mitjana Rival'],5.0,200.0,66.8,17.4,36.2,0.48,7.0,25.4,0.28,11.0,16.2,0.68,24.6,65.8,0.49,101.52,45.29,44.38,17.86,0.41
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],5.0,200.0,72.4,18.2,44.0,0.41,7.6,29.2,0.26,13.2,21.0,0.63,20.8,79.0,0.53,91.65,40.44,40.49,18.03,0.4
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],5.0,200.0,78.6,18.2,34.8,0.52,9.6,29.2,0.33,13.4,21.6,0.62,22.0,70.4,0.47,111.65,50.94,48.45,20.94,0.46
VEDRUNA GRACIA A Equipo,['Mitjana'],5.0,200.0,71.2,17.4,34.6,0.5,7.2,26.2,0.27,14.8,21.4,0.69,21.2,67.4,0.51,105.64,46.38,46.63,24.34,0.43
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],5.0,200.0,69.0,17.8,35.8,0.5,7.4,24.6,0.3,11.2,18.8,0.6,23.8,65.8,0.49,104.86,47.85,46.36,18.54,0.41
