Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Local,Visitant,Victoria,Diferencia
A.E.S.E. A Equipo Rival,Jornada 03,1.0,200.0,71.0,14.0,35.0,0.4,11.0,27.0,0.41,10.0,15.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,A.E.S.E. A,CBU LLORET SAMBA HOTELS A,True,8.0
A.E.S.E. A Equipo Rival,Jornada 04,1.0,200.0,80.0,25.0,39.0,0.64,9.0,27.0,0.33,3.0,8.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,A.E.S.E. A,TEMPLE - U.E. HORTA A,True,18.0
A.E.S.E. A Equipo Rival,Jornada 04,1.0,200.0,62.0,16.0,37.0,0.43,6.0,37.0,0.16,12.0,15.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,AEC COLLBLANC - ITACA,A.E.S.E. A,False,-3.0
A.E.S.E. A Equipo Rival,Jornada 05,1.0,200.0,67.0,11.0,30.0,0.37,11.0,35.0,0.31,12.0,24.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,EL MASNOU BASQUETBOL,A.E.S.E. A,True,6.0
A.E.S.E. A Equipo Rival,Jornada 06,1.0,200.0,77.0,19.0,34.0,0.56,11.0,30.0,0.37,6.0,10.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,A.E.S.E. A,AE MINGUELLA A-DRIVIM,True,9.0
A.E.S.E. A Equipo Rival,Jornada 08,1.0,200.0,79.0,12.0,35.0,0.34,13.0,33.0,0.39,16.0,24.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,UE.MONTGAT - A,A.E.S.E. A,True,12.0
A.E.S.E. A Equipo Rival,Jornada 09,1.0,200.0,61.0,18.0,45.0,0.4,5.0,15.0,0.33,10.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,CLUB BASQUET CIUTAT VELLA,A.E.S.E. A,False,-10.0
A.E.S.E. A Equipo Rival,Jornada 09,1.0,200.0,61.0,13.0,25.0,0.52,6.0,27.0,0.22,17.0,27.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,A.E.S.E. A,MARISTES ADEMAR,False,-27.0
A.E.S.E. A Equipo Rival,Jornada 11,1.0,200.0,63.0,11.0,29.0,0.38,9.0,29.0,0.31,14.0,19.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,CB BESCANO,A.E.S.E. A,False,-16.0
A.E.S.E. A Equipo Rival,Jornada 11,1.0,200.0,69.0,12.0,30.0,0.4,7.0,22.0,0.32,24.0,34.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,A.E.S.E. A,JAC SANTS BARCELONA -CASMAR,True,7.0
A.E.S.E. A Equipo Rival,Jornada 13,1.0,200.0,71.0,16.0,34.0,0.47,10.0,30.0,0.33,9.0,18.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,UE MATARO  TC,A.E.S.E. A,False,-5.0
A.E.S.E. A Equipo Rival,Jornada 13,1.0,200.0,70.0,19.0,45.0,0.42,6.0,18.0,0.33,14.0,18.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,C.B. SANTA COLOMA A,A.E.S.E. A,True,3.0
A.E.S.E. A Equipo Rival,Jornada 14,1.0,200.0,67.0,13.0,33.0,0.39,11.0,25.0,0.44,8.0,13.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,A.E.S.E. A,U.E. CLARET A,True,14.0
A.E.S.E. A Equipo Rival,Jornada 16,1.0,200.0,60.0,16.0,35.0,0.46,5.0,21.0,0.24,13.0,19.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,CBU LLORET SAMBA HOTELS A,A.E.S.E. A,False,-9.0
A.E.S.E. A Equipo Rival,Jornada 17,1.0,200.0,52.0,18.0,40.0,0.45,2.0,18.0,0.11,10.0,27.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,TEMPLE - U.E. HORTA A,A.E.S.E. A,True,5.0
A.E.S.E. A Equipo Rival,Jornada 17,1.0,200.0,82.0,18.0,36.0,0.5,6.0,24.0,0.25,28.0,41.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,A.E.S.E. A,AEC COLLBLANC - ITACA,True,8.0
A.E.S.E. A Equipo Rival,Jornada 18,1.0,200.0,71.0,17.0,37.0,0.46,9.0,33.0,0.27,10.0,16.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,A.E.S.E. A,EL MASNOU BASQUETBOL,True,19.0
A.E.S.E. A Equipo Rival,Jornada 19,1.0,200.0,82.0,24.0,39.0,0.62,5.0,20.0,0.25,19.0,28.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,AE MINGUELLA A-DRIVIM,A.E.S.E. A,True,12.0
A.E.S.E. A Equipo Rival,Jornada 21,1.0,200.0,80.0,14.0,27.0,0.52,13.0,36.0,0.36,13.0,22.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,A.E.S.E. A,UE.MONTGAT - A,True,15.0
A.E.S.E. A Equipo Rival,Jornada 22,1.0,126.0,73.0,8.0,19.0,0.42,8.0,21.0,0.38,5.0,8.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,A.E.S.E. A,CLUB BASQUET CIUTAT VELLA,True,17.0
A.E.S.E. A Equipo Rival,Jornada 22,1.0,200.0,62.0,11.0,37.0,0.3,10.0,25.0,0.4,10.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,MARISTES ADEMAR,A.E.S.E. A,False,-2.0
A.E.S.E. A Equipo Rival,Jornada 24,1.0,200.0,47.0,13.0,41.0,0.32,4.0,23.0,0.17,9.0,16.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,JAC SANTS BARCELONA -CASMAR,A.E.S.E. A,False,-11.0
A.E.S.E. A Equipo Rival,Jornada 24,1.0,200.0,75.0,10.0,29.0,0.34,13.0,34.0,0.38,16.0,25.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,A.E.S.E. A,CB BESCANO,True,7.0
A.E.S.E. A Equipo Rival,Jornada 26,1.0,200.0,73.0,22.0,40.0,0.55,6.0,25.0,0.24,11.0,12.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,A.E.S.E. A,UE MATARO  TC,True,4.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 01,1.0,200.0,54.0,13.0,27.0,0.48,5.0,27.0,0.19,13.0,19.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,U.E. CLARET A,AE MINGUELLA A-DRIVIM,False,-14.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 02,1.0,200.0,64.0,14.0,33.0,0.42,8.0,26.0,0.31,12.0,19.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,AE MINGUELLA A-DRIVIM,CBU LLORET SAMBA HOTELS A,True,5.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 03,1.0,200.0,64.0,18.0,44.0,0.41,3.0,18.0,0.17,19.0,33.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,AEC COLLBLANC - ITACA,AE MINGUELLA A-DRIVIM,False,-17.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 03,1.0,200.0,79.0,17.0,32.0,0.53,9.0,25.0,0.36,18.0,23.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,AE MINGUELLA A-DRIVIM,TEMPLE - U.E. HORTA A,True,11.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 05,1.0,200.0,71.0,19.0,39.0,0.49,6.0,19.0,0.32,15.0,22.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,EL MASNOU BASQUETBOL,AE MINGUELLA A-DRIVIM,True,3.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 06,1.0,200.0,77.0,19.0,34.0,0.56,11.0,30.0,0.37,6.0,10.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,AE MINGUELLA A-DRIVIM,A.E.S.E. A,True,9.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 06,1.0,200.0,62.0,19.0,48.0,0.4,3.0,24.0,0.12,15.0,20.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,AE MINGUELLA A-DRIVIM,UE.MONTGAT - A,False,-27.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 07,1.0,200.0,64.0,17.0,38.0,0.45,4.0,19.0,0.21,18.0,28.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,CLUB BASQUET CIUTAT VELLA,AE MINGUELLA A-DRIVIM,False,-9.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 08,1.0,200.0,67.0,18.0,37.0,0.49,6.0,23.0,0.26,13.0,16.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,AE MINGUELLA A-DRIVIM,MARISTES ADEMAR,False,-13.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 10,1.0,200.0,67.0,15.0,41.0,0.37,6.0,27.0,0.22,19.0,21.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,AE MINGUELLA A-DRIVIM,JAC SANTS BARCELONA -CASMAR,False,-25.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 10,1.0,200.0,63.0,13.0,31.0,0.42,8.0,25.0,0.32,13.0,32.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,CB BESCANO,AE MINGUELLA A-DRIVIM,True,1.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 12,1.0,200.0,61.0,15.0,33.0,0.45,6.0,22.0,0.27,13.0,17.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,UE MATARO  TC,AE MINGUELLA A-DRIVIM,False,-11.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 12,1.0,200.0,56.0,17.0,44.0,0.39,3.0,23.0,0.13,13.0,20.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,AE MINGUELLA A-DRIVIM,C.B. SANTA COLOMA A,False,-9.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 14,1.0,200.0,62.0,17.0,38.0,0.45,4.0,22.0,0.18,16.0,17.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,AE MINGUELLA A-DRIVIM,U.E. CLARET A,True,9.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 15,1.0,200.0,69.0,13.0,32.0,0.41,10.0,23.0,0.43,13.0,18.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,CBU LLORET SAMBA HOTELS A,AE MINGUELLA A-DRIVIM,False,-5.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 16,1.0,200.0,100.0,25.0,42.0,0.6,8.0,22.0,0.36,26.0,35.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,AE MINGUELLA A-DRIVIM,AEC COLLBLANC - ITACA,True,29.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 16,1.0,200.0,47.0,12.0,26.0,0.46,3.0,19.0,0.16,14.0,25.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,TEMPLE - U.E. HORTA A,AE MINGUELLA A-DRIVIM,False,-6.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 18,1.0,200.0,64.0,20.0,38.0,0.53,5.0,28.0,0.18,9.0,13.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,AE MINGUELLA A-DRIVIM,EL MASNOU BASQUETBOL,False,-20.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 19,1.0,200.0,74.0,21.0,39.0,0.54,7.0,19.0,0.37,11.0,16.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,UE.MONTGAT - A,AE MINGUELLA A-DRIVIM,True,9.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 19,1.0,200.0,82.0,24.0,39.0,0.62,5.0,20.0,0.25,19.0,28.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,A.E.S.E. A,AE MINGUELLA A-DRIVIM,True,12.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 20,1.0,200.0,48.0,17.0,47.0,0.36,3.0,19.0,0.16,5.0,8.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,AE MINGUELLA A-DRIVIM,CLUB BASQUET CIUTAT VELLA,False,-12.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 21,1.0,200.0,60.0,12.0,36.0,0.33,9.0,25.0,0.36,9.0,15.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,MARISTES ADEMAR,AE MINGUELLA A-DRIVIM,True,7.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 23,1.0,200.0,62.0,18.0,30.0,0.6,5.0,25.0,0.2,11.0,16.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,AE MINGUELLA A-DRIVIM,CB BESCANO,True,5.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 23,1.0,200.0,66.0,16.0,34.0,0.47,7.0,25.0,0.28,13.0,23.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,JAC SANTS BARCELONA -CASMAR,AE MINGUELLA A-DRIVIM,True,6.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 25,1.0,200.0,75.0,19.0,44.0,0.43,5.0,19.0,0.26,22.0,34.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,AE MINGUELLA A-DRIVIM,UE MATARO  TC,True,2.0
AE MINGUELLA A-DRIVIM Equipo,Jornada 25,1.0,200.0,58.0,17.0,43.0,0.4,5.0,24.0,0.21,9.0,17.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,C.B. SANTA COLOMA A,AE MINGUELLA A-DRIVIM,False,-22.0
AE MINGUELLA A-DRIVIM Equipo Rival,Jornada 01,1.0,200.0,68.0,12.0,36.0,0.33,9.0,24.0,0.38,17.0,27.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,AE MINGUELLA A-DRIVIM,U.E. CLARET A,True,14.0
AE MINGUELLA A-DRIVIM Equipo Rival,Jornada 02,1.0,200.0,59.0,14.0,33.0,0.42,6.0,25.0,0.24,13.0,17.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,CBU LLORET SAMBA HOTELS A,AE MINGUELLA A-DRIVIM,False,-5.0
AE MINGUELLA A-DRIVIM Equipo Rival,Jornada 03,1.0,200.0,81.0,20.0,42.0,0.48,8.0,27.0,0.3,17.0,23.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,AE MINGUELLA A-DRIVIM,AEC COLLBLANC - ITACA,True,17.0
AE MINGUELLA A-DRIVIM Equipo Rival,Jornada 03,1.0,200.0,68.0,18.0,37.0,0.49,6.0,25.0,0.24,14.0,23.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,TEMPLE - U.E. HORTA A,AE MINGUELLA A-DRIVIM,False,-11.0
AE MINGUELLA A-DRIVIM Equipo Rival,Jornada 05,1.0,200.0,68.0,17.0,32.0,0.53,7.0,37.0,0.19,13.0,23.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,AE MINGUELLA A-DRIVIM,EL MASNOU BASQUETBOL,False,-3.0
AE MINGUELLA A-DRIVIM Equipo Rival,Jornada 06,1.0,200.0,89.0,23.0,40.0,0.57,11.0,30.0,0.37,10.0,11.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,UE.MONTGAT - A,AE MINGUELLA A-DRIVIM,True,27.0
AE MINGUELLA A-DRIVIM Equipo Rival,Jornada 06,1.0,200.0,68.0,18.0,40.0,0.45,4.0,20.0,0.2,20.0,28.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,A.E.S.E. A,AE MINGUELLA A-DRIVIM,False,-9.0
AE MINGUELLA A-DRIVIM Equipo Rival,Jornada 07,1.0,200.0,73.0,20.0,35.0,0.57,5.0,17.0,0.29,18.0,26.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,AE MINGUELLA A-DRIVIM,CLUB BASQUET CIUTAT VELLA,True,9.0
AE MINGUELLA A-DRIVIM Equipo Rival,Jornada 08,1.0,200.0,80.0,27.0,49.0,0.55,5.0,22.0,0.23,11.0,18.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,MARISTES ADEMAR,AE MINGUELLA A-DRIVIM,True,13.0
AE MINGUELLA A-DRIVIM Equipo Rival,Jornada 10,1.0,200.0,92.0,22.0,42.0,0.52,11.0,28.0,0.39,15.0,24.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,JAC SANTS BARCELONA -CASMAR,AE MINGUELLA A-DRIVIM,True,25.0
