Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
A.E. MINGUELLA A - DRIVIM Equipo,['Mitjana'],13.0,200.0,67.08,19.0,42.0,0.45,5.38,23.15,0.23,12.92,21.54,0.6,23.31,74.62,0.52,89.9,41.56,42.87,19.83,0.36
A.E. MINGUELLA A - DRIVIM Equipo Rival,['Mitjana Rival'],13.0,200.0,61.31,16.38,36.92,0.44,5.0,22.62,0.22,13.54,23.38,0.58,21.23,69.77,0.48,87.87,40.12,42.21,22.74,0.38
BASQUET GIRONA Equipo,['Mitjana'],13.0,201.92,69.15,18.54,38.69,0.48,5.54,23.62,0.23,15.46,26.31,0.59,23.62,73.85,0.48,93.65,43.09,45.05,24.81,0.38
BASQUET GIRONA Equipo Rival,['Mitjana Rival'],13.0,201.92,74.0,20.31,43.08,0.47,5.77,25.0,0.23,16.08,25.46,0.63,23.77,79.23,0.52,93.4,42.54,44.57,23.62,0.37
BASQUET SAFA CLAROR A Equipo,['Mitjana'],12.0,202.08,66.5,16.42,39.92,0.41,6.5,23.92,0.27,14.17,21.33,0.66,22.67,73.17,0.5,90.89,40.99,42.13,22.19,0.37
BASQUET SAFA CLAROR A Equipo Rival,['Mitjana Rival'],12.0,202.08,71.33,18.33,37.83,0.48,7.0,25.5,0.27,13.67,24.08,0.57,22.5,73.92,0.5,96.51,45.53,45.45,21.58,0.4
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo,['Mitjana'],13.0,200.0,70.92,21.0,46.77,0.45,5.08,20.77,0.24,13.69,23.92,0.57,23.31,78.0,0.51,90.93,42.37,43.96,20.27,0.31
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo Rival,['Mitjana Rival'],13.0,200.0,67.08,17.69,41.0,0.43,5.69,23.69,0.24,14.62,23.92,0.61,23.38,75.15,0.49,89.25,40.55,42.42,22.59,0.37
CB ADEPAF TXOT'S Equipo,['Mitjana'],13.0,200.0,65.62,18.62,42.15,0.44,5.38,19.38,0.28,12.23,20.62,0.59,21.31,70.54,0.5,93.02,43.38,44.25,19.88,0.32
CB ADEPAF TXOT'S Equipo Rival,['Mitjana Rival'],13.0,200.0,70.69,17.38,36.23,0.48,7.46,25.77,0.29,13.54,21.0,0.64,20.92,71.23,0.5,99.24,46.09,45.72,21.84,0.42
CB SANTA COLOMA A Equipo,['Mitjana'],12.0,200.0,68.75,17.83,40.0,0.45,6.25,23.83,0.26,14.33,20.58,0.7,25.17,72.83,0.5,94.39,42.62,43.79,22.45,0.37
CB SANTA COLOMA A Equipo Rival,['Mitjana Rival'],12.0,200.0,70.08,17.17,39.25,0.44,6.17,22.67,0.27,17.25,27.67,0.62,21.08,74.08,0.5,94.6,42.66,44.98,27.86,0.37
CB.CIUTAT VELLA Equipo,['Mitjana'],13.0,200.0,66.38,15.46,38.85,0.4,7.08,21.08,0.34,14.23,23.54,0.6,22.15,70.23,0.5,94.52,43.52,43.96,23.75,0.35
CB.CIUTAT VELLA Equipo Rival,['Mitjana Rival'],13.0,200.0,68.77,17.23,34.69,0.5,6.23,23.92,0.26,15.62,25.62,0.61,23.77,69.85,0.5,98.46,45.34,46.68,26.64,0.41
GRUP VIA - CB ARTES Equipo,['Mitjana'],13.0,200.0,69.69,18.54,38.46,0.48,6.31,23.54,0.27,13.69,20.85,0.66,20.46,71.15,0.5,97.95,45.16,45.78,22.08,0.38
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],13.0,200.0,61.31,18.85,43.62,0.43,4.15,19.46,0.21,11.15,21.0,0.53,21.31,72.31,0.5,84.79,39.76,41.35,17.68,0.31
IBERSOFAS - CB ARGENTONA  A Equipo,['Mitjana'],13.0,200.0,75.54,18.46,36.69,0.5,6.77,25.0,0.27,18.31,27.85,0.66,23.31,73.92,0.5,102.19,46.38,48.14,29.68,0.41
IBERSOFAS - CB ARGENTONA  A Equipo Rival,['Mitjana Rival'],13.0,200.0,68.92,16.46,37.15,0.44,6.92,24.31,0.28,15.23,25.54,0.6,25.38,72.69,0.5,94.81,43.68,44.56,24.78,0.4
MARISTES ADEMAR Equipo,['Mitjana'],13.0,200.0,63.31,16.92,38.54,0.44,5.31,20.38,0.26,13.54,23.15,0.58,22.77,69.08,0.49,91.65,42.23,43.84,22.98,0.35
MARISTES ADEMAR Equipo Rival,['Mitjana Rival'],13.0,200.0,65.54,15.85,38.69,0.41,6.23,22.92,0.27,15.15,22.08,0.69,22.23,71.31,0.51,91.91,40.89,42.64,24.59,0.37
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],13.0,200.0,60.92,14.62,32.77,0.45,6.31,25.38,0.25,12.77,19.31,0.66,22.0,66.62,0.48,91.45,41.4,42.14,21.96,0.44
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],13.0,200.0,69.15,18.85,40.54,0.46,5.92,20.15,0.29,13.69,23.69,0.58,21.38,71.08,0.52,97.29,45.69,46.4,22.56,0.33
U.E. CLARET A Equipo,['Mitjana'],13.0,201.92,68.23,15.85,36.31,0.44,6.46,22.92,0.28,17.15,28.69,0.6,23.15,71.85,0.51,94.97,43.12,45.16,28.96,0.39
U.E. CLARET A Equipo Rival,['Mitjana Rival'],13.0,201.92,60.62,14.54,37.08,0.39,5.92,21.85,0.27,13.77,21.92,0.63,24.38,68.54,0.49,88.44,39.75,41.39,23.37,0.37
UB SANT ADRIA A Equipo,['Mitjana'],13.0,201.92,65.08,15.92,38.23,0.42,6.46,26.08,0.25,13.85,23.38,0.59,21.92,74.54,0.5,87.31,39.83,40.97,21.53,0.41
