Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,5.0,200.0,67.6,16.0,33.6,0.48,8.6,27.0,0.32,9.8,14.8,0.66,21.8,64.4,0.49,104.97,47.69,44.87,16.17,0.45
Equip,2 Derrota,3.0,200.0,61.0,14.67,33.67,0.44,8.0,25.33,0.32,7.67,12.67,0.61,21.67,61.67,0.48,98.92,45.2,42.06,12.99,0.43
Equip,2 Victoria,2.0,200.0,77.5,18.0,33.5,0.54,9.5,29.5,0.32,13.0,18.0,0.72,22.0,68.0,0.51,113.97,51.19,48.64,20.63,0.47
Equip,3 Local,2.0,200.0,77.5,18.0,33.5,0.54,9.5,29.5,0.32,13.0,18.0,0.72,22.0,68.0,0.51,113.97,51.19,48.64,20.63,0.47
Equip,3 Visitant,3.0,200.0,61.0,14.67,33.67,0.44,8.0,25.33,0.32,7.67,12.67,0.61,21.67,61.67,0.48,98.92,45.2,42.06,12.99,0.43
Equip,4 Dificil,2.0,200.0,64.0,13.5,32.0,0.42,9.5,27.0,0.35,8.5,12.0,0.71,20.0,61.5,0.47,104.07,47.03,42.93,14.41,0.46
Equip,4 Facil,3.0,200.0,70.0,17.67,34.67,0.51,8.0,27.0,0.3,10.67,16.67,0.64,23.0,66.0,0.5,106.06,48.11,46.05,17.3,0.44
Equip,6 Ultims 3,3.0,36000.0,202.0,48.0,101.0,0.48,26.0,77.0,0.34,28.0,41.0,0.68,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
Equip Rival,1 Mitjana Rival,5.0,200.0,70.0,19.4,36.6,0.53,5.8,24.6,0.24,13.8,20.0,0.69,19.8,67.2,0.51,104.17,45.92,46.87,22.55,0.4
Equip Rival,2 Derrota Rival,3.0,200.0,72.33,21.33,37.33,0.57,5.0,24.33,0.21,14.67,20.33,0.72,21.0,67.67,0.52,106.9,46.76,48.47,23.78,0.39
Equip Rival,2 Victoria Rival,2.0,200.0,66.5,16.5,35.5,0.46,7.0,25.0,0.28,12.5,19.5,0.64,18.0,66.0,0.49,100.76,44.63,44.36,20.66,0.41
Equip Rival,3 Local Rival,2.0,200.0,66.5,16.5,35.5,0.46,7.0,25.0,0.28,12.5,19.5,0.64,18.0,66.0,0.49,100.76,44.63,44.36,20.66,0.41
Equip Rival,3 Visitant Rival,3.0,200.0,72.33,21.33,37.33,0.57,5.0,24.33,0.21,14.67,20.33,0.72,21.0,67.67,0.52,106.9,46.76,48.47,23.78,0.39
Equip Rival,4 Dificil Rival,2.0,200.0,63.5,18.0,37.5,0.48,6.0,27.5,0.22,9.5,15.0,0.63,17.0,68.5,0.53,92.7,41.54,41.12,14.62,0.42
Equip Rival,4 Facil Rival,3.0,200.0,74.33,20.33,36.0,0.56,5.67,22.67,0.25,16.67,23.33,0.71,21.67,66.0,0.5,112.63,49.15,50.84,28.41,0.39
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,208.0,59.0,107.0,0.55,16.0,78.0,0.21,42.0,65.0,0.65,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
