Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BASQUET MOLINS Equipo,['Mitjana'],16.0,200.0,60.94,15.06,37.38,0.4,6.12,22.75,0.27,12.44,20.31,0.61,18.88,66.25,0.48,91.98,40.33,41.16,20.69,0.38
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],16.0,200.0,67.69,16.12,37.81,0.43,7.88,28.0,0.28,11.81,18.62,0.63,21.19,71.0,0.52,95.33,42.45,41.57,17.95,0.43
C.B.CASTELLAR A Equipo,['Mitjana'],16.0,200.0,66.25,14.81,31.44,0.47,9.19,31.38,0.29,9.06,13.44,0.67,22.12,65.94,0.48,100.47,45.52,42.24,14.43,0.5
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],16.0,200.0,75.94,18.69,37.25,0.5,7.62,25.25,0.3,15.69,24.5,0.64,18.62,70.31,0.52,108.0,48.2,48.19,25.1,0.4
CB IPSI A Equipo,['Mitjana'],16.0,200.0,70.12,17.31,41.69,0.42,6.44,26.62,0.24,16.19,28.5,0.57,23.75,77.56,0.53,90.41,39.48,41.43,23.7,0.39
CB IPSI A Equipo Rival,['Mitjana Rival'],16.0,200.0,69.06,16.31,36.88,0.44,7.19,25.19,0.29,14.88,23.38,0.64,25.06,69.44,0.47,99.46,43.66,44.27,23.97,0.41
CLUB NATACIO SABADELL A Equipo,['Mitjana'],16.0,200.0,71.06,17.0,39.06,0.44,7.44,25.12,0.3,14.75,22.56,0.65,24.5,71.12,0.52,99.91,43.87,44.23,22.98,0.39
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],16.0,200.0,65.44,14.56,34.25,0.43,6.12,23.31,0.26,17.94,27.06,0.66,22.88,66.69,0.48,98.13,41.26,44.28,31.16,0.4
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],16.0,201.56,59.25,16.81,39.75,0.42,5.62,20.19,0.28,8.75,15.0,0.58,22.69,63.88,0.49,92.76,42.13,41.55,14.6,0.34
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],16.0,201.56,63.62,16.62,37.0,0.45,5.19,20.25,0.26,14.81,24.88,0.6,17.31,65.44,0.51,97.23,42.63,44.84,25.87,0.35
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],16.0,200.0,71.06,19.0,39.69,0.48,6.62,27.0,0.25,13.19,22.75,0.58,23.25,73.62,0.51,96.52,43.39,43.7,19.78,0.4
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],16.0,200.0,64.44,14.94,37.5,0.4,6.88,24.88,0.28,13.94,23.12,0.6,20.75,69.62,0.49,92.55,40.48,41.33,22.34,0.4
GRUP VIA - CB ARTES Equipo,['Mitjana'],16.0,200.0,68.5,16.44,33.25,0.49,7.88,26.81,0.29,12.0,19.62,0.61,21.62,65.94,0.48,103.89,47.03,45.61,19.98,0.45
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],16.0,200.0,63.44,16.81,41.62,0.4,5.5,22.81,0.24,13.31,22.12,0.6,20.69,71.19,0.52,89.11,38.89,40.61,20.66,0.35
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],16.0,200.0,71.75,18.06,36.75,0.49,7.62,27.69,0.28,12.75,18.75,0.68,20.0,69.75,0.49,102.87,45.78,45.07,19.79,0.43
