Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,15.0,200.0,68.67,16.67,33.07,0.5,7.47,26.4,0.28,12.93,19.87,0.65,22.4,65.47,0.49,104.89,46.86,46.15,21.75,0.44
Equip,2 Derrota,6.0,200.0,58.67,15.33,35.83,0.43,6.17,24.67,0.25,9.5,16.0,0.59,22.5,64.83,0.48,90.49,40.63,40.13,15.7,0.41
Equip,2 Victoria,9.0,200.0,75.33,17.56,31.22,0.56,8.33,27.56,0.3,15.22,22.44,0.68,22.33,65.89,0.49,114.33,51.13,50.09,25.9,0.47
Equip,3 Local,7.0,200.0,76.43,17.71,32.43,0.55,8.71,26.71,0.33,14.86,21.29,0.7,21.14,65.71,0.5,116.3,52.05,50.5,25.12,0.45
Equip,3 Visitant,8.0,200.0,61.88,15.75,33.62,0.47,6.38,26.12,0.24,11.25,18.62,0.6,23.5,65.12,0.48,95.01,42.36,42.27,18.83,0.44
Equip,4 Dificil,7.0,200.0,74.0,17.29,31.86,0.54,8.57,26.29,0.33,13.71,20.0,0.69,21.0,64.14,0.5,115.37,51.84,49.99,23.59,0.45
Equip,4 Facil,8.0,200.0,64.0,16.12,34.12,0.47,6.5,26.5,0.25,12.25,19.75,0.62,23.62,66.5,0.48,96.24,42.68,42.88,20.21,0.44
Equip,6 Ultims 3,3.0,36000.0,210.0,53.0,104.0,0.51,24.0,81.0,0.3,32.0,50.0,0.64,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
Equip Rival,1 Mitjana Rival,15.0,200.0,70.27,18.93,38.2,0.5,6.4,24.27,0.26,13.2,20.8,0.63,22.2,68.73,0.51,102.23,45.68,45.97,21.13,0.39
Equip Rival,2 Derrota Rival,6.0,200.0,75.17,21.17,39.83,0.53,5.67,21.83,0.26,15.83,23.67,0.67,22.17,69.17,0.52,108.67,48.11,49.57,25.68,0.35
Equip Rival,2 Victoria Rival,9.0,200.0,67.0,17.44,37.11,0.47,6.89,25.89,0.27,11.44,18.89,0.61,22.22,68.44,0.51,97.89,44.09,43.53,18.17,0.41
Equip Rival,3 Local Rival,7.0,200.0,70.43,18.57,35.0,0.53,7.29,25.14,0.29,11.43,17.71,0.65,21.71,65.14,0.5,108.11,49.05,47.67,19.0,0.42
Equip Rival,3 Visitant Rival,8.0,200.0,70.12,19.25,41.0,0.47,5.62,23.5,0.24,14.75,23.5,0.63,22.62,71.75,0.52,97.74,42.93,44.62,22.87,0.36
Equip Rival,4 Dificil Rival,7.0,200.0,70.43,18.57,35.29,0.53,7.29,24.43,0.3,11.43,17.43,0.66,21.29,64.57,0.5,109.07,49.4,47.99,19.14,0.41
Equip Rival,4 Facil Rival,8.0,200.0,70.12,19.25,40.75,0.47,5.62,24.12,0.23,14.75,23.75,0.62,23.0,72.25,0.52,97.06,42.68,44.38,22.74,0.37
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,223.0,61.0,108.0,0.56,17.0,68.0,0.25,50.0,70.0,0.71,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
