Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BASQUET MOLINS Equipo,['Mitjana'],3.0,200.0,65.0,17.67,39.33,0.45,5.33,23.0,0.23,13.67,22.67,0.6,24.67,69.33,0.48,93.75,41.18,42.91,21.93,0.37
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],3.0,200.0,74.67,15.67,32.67,0.48,8.33,34.0,0.25,18.33,28.67,0.64,24.33,76.0,0.52,98.25,42.25,43.49,27.5,0.51
C.B.CASTELLAR A Equipo,['Mitjana'],3.0,200.0,57.33,12.0,27.67,0.43,8.33,33.0,0.25,8.33,12.33,0.68,23.0,63.33,0.49,90.53,40.38,37.73,13.74,0.54
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],3.0,200.0,64.33,17.0,35.67,0.48,5.0,21.0,0.24,15.33,26.0,0.59,19.0,65.33,0.51,98.47,43.24,45.7,27.06,0.37
CB IPSI A Equipo,['Mitjana'],3.0,200.0,72.67,15.33,33.67,0.46,6.67,27.0,0.25,22.0,35.67,0.62,27.33,73.0,0.5,99.54,41.76,45.6,36.26,0.45
CB IPSI A Equipo Rival,['Mitjana Rival'],3.0,200.0,72.0,17.67,41.0,0.43,6.33,22.67,0.28,17.67,27.0,0.65,28.33,72.33,0.5,99.54,42.67,45.0,27.75,0.36
CLUB NATACIO SABADELL A Equipo,['Mitjana'],3.0,200.0,67.67,14.33,32.0,0.45,7.33,27.0,0.27,17.0,22.33,0.76,25.67,66.0,0.5,102.53,42.94,44.29,28.81,0.46
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],3.0,200.0,62.0,13.33,34.33,0.39,4.33,22.0,0.2,22.33,31.0,0.72,25.33,67.0,0.5,92.54,35.21,42.33,39.64,0.39
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],3.0,200.0,52.67,15.67,40.0,0.39,3.33,15.67,0.21,11.33,16.67,0.68,22.0,60.33,0.49,87.29,37.13,40.08,20.36,0.28
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],3.0,200.0,60.67,15.0,33.0,0.45,5.33,23.0,0.23,14.67,21.67,0.68,17.67,62.67,0.51,96.81,41.07,43.45,26.19,0.41
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],3.0,200.0,71.0,18.0,37.33,0.48,8.0,25.67,0.31,11.0,20.0,0.55,27.33,68.67,0.5,103.4,47.62,45.61,17.46,0.41
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],3.0,200.0,59.67,12.0,33.0,0.36,5.67,26.67,0.21,18.67,28.0,0.67,18.0,69.0,0.5,86.47,34.36,38.98,31.28,0.45
GRUP VIA - CB ARTES Equipo,['Mitjana'],3.0,200.0,69.0,15.33,33.0,0.46,7.67,26.33,0.29,15.33,24.0,0.64,21.0,67.0,0.48,102.99,45.22,45.48,25.84,0.44
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],3.0,200.0,68.0,18.33,44.33,0.41,6.67,23.33,0.29,11.33,20.67,0.55,22.33,73.67,0.52,92.31,41.87,41.59,16.75,0.34
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],3.0,200.0,74.67,19.67,38.33,0.51,8.67,29.0,0.3,9.33,16.67,0.56,22.33,71.67,0.51,104.19,48.51,45.55,13.86,0.43
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],3.0,200.0,71.0,20.33,44.67,0.46,6.0,19.67,0.31,12.33,19.67,0.63,20.0,70.0,0.49,101.43,45.6,45.85,19.17,0.31
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],3.0,200.0,59.67,14.33,39.0,0.37,4.33,18.0,0.24,18.0,24.67,0.73,19.33,65.0,0.51,91.79,36.55,41.59,31.58,0.32
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],3.0,200.0,70.33,17.0,35.33,0.48,8.67,23.67,0.37,10.33,14.33,0.72,25.67,62.67,0.49,112.23,50.85,47.82,17.51,0.4
NOU BASQUET OLESA A Equipo,['Mitjana'],2.0,200.0,74.0,22.0,46.0,0.48,5.5,13.0,0.42,13.5,19.5,0.69,25.0,64.5,0.47,114.73,51.27,51.74,22.88,0.22
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],2.0,200.0,72.0,19.0,45.0,0.42,6.5,23.0,0.28,14.5,21.5,0.67,24.0,74.0,0.53,97.3,42.28,43.33,21.32,0.34
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],2.0,200.0,68.5,17.0,42.0,0.4,7.0,27.5,0.25,13.5,21.0,0.64,24.0,75.5,0.51,90.73,39.57,40.22,19.42,0.4
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],2.0,200.0,75.0,18.0,35.0,0.51,7.5,29.0,0.26,16.5,25.5,0.65,21.0,72.0,0.49,104.17,45.7,46.4,25.78,0.45
SD ESPANYOL Equipo,['Mitjana'],3.0,200.0,69.0,20.0,37.0,0.54,4.33,21.33,0.2,16.0,26.67,0.6,16.0,67.0,0.5,102.99,45.43,48.25,27.43,0.37
SD ESPANYOL Equipo Rival,['Mitjana Rival'],3.0,200.0,62.67,17.33,37.33,0.46,6.67,28.0,0.24,8.0,11.67,0.69,24.67,67.33,0.5,93.07,41.84,40.29,12.24,0.43
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],3.0,200.0,71.33,17.67,44.67,0.4,7.0,30.67,0.23,15.0,21.67,0.69,21.0,81.33,0.54,87.7,37.39,38.71,19.91,0.41
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],3.0,200.0,71.0,18.67,36.33,0.51,6.67,27.0,0.25,13.67,22.33,0.61,22.67,70.0,0.46,101.43,45.26,45.56,21.58,0.43
VEDRUNA GRACIA A Equipo,['Mitjana'],3.0,200.0,77.0,17.67,34.33,0.51,8.0,28.67,0.28,17.67,26.33,0.67,20.33,71.33,0.53,107.94,47.09,47.68,28.04,0.46
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],3.0,200.0,67.67,16.67,34.0,0.49,8.33,26.67,0.31,9.33,14.33,0.65,24.67,64.0,0.47,105.73,48.08,45.23,15.38,0.44
