Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,5.0,205.0,66.0,17.4,38.6,0.45,7.2,25.6,0.28,9.6,16.8,0.57,20.6,68.6,0.49,96.21,43.93,42.42,14.95,0.4
Equip,2 Derrota,3.0,208.33,63.33,18.0,40.0,0.45,6.0,24.67,0.24,9.33,17.0,0.55,22.33,69.0,0.48,91.79,41.75,41.16,14.43,0.38
Equip,2 Victoria,2.0,200.0,70.0,16.5,36.5,0.45,9.0,27.0,0.33,10.0,16.5,0.61,18.0,67.5,0.5,103.7,47.24,44.33,15.75,0.43
Equip,3 Local,2.0,212.5,67.5,17.5,37.5,0.47,8.0,28.5,0.28,8.5,16.0,0.53,22.5,70.0,0.49,96.43,44.7,42.12,12.88,0.43
Equip,3 Visitant,3.0,200.0,65.0,17.33,39.33,0.44,6.67,23.67,0.28,10.33,17.33,0.6,19.33,67.67,0.49,96.06,43.39,42.62,16.4,0.38
Equip,4 Dificil,4.0,206.25,65.0,17.25,38.75,0.45,6.75,25.75,0.26,10.25,17.25,0.59,22.25,69.0,0.48,94.2,42.44,41.69,15.89,0.4
Equip,4 Facil,1.0,200.0,70.0,18.0,38.0,0.47,9.0,25.0,0.36,7.0,15.0,0.47,14.0,66.0,0.53,106.06,50.0,45.35,11.11,0.4
Equip,6 Ultims 3,3.0,37500.0,202.0,53.0,120.0,0.44,23.0,76.0,0.3,27.0,51.0,0.53,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
Equip Rival,1 Mitjana Rival,5.0,205.0,64.6,18.8,44.4,0.42,5.0,21.6,0.23,12.0,20.4,0.59,17.8,71.8,0.51,89.97,39.85,41.23,18.18,0.33
Equip Rival,2 Derrota Rival,3.0,208.33,69.0,20.33,48.33,0.42,5.0,18.33,0.27,13.33,24.33,0.55,17.67,74.0,0.52,93.24,41.75,43.3,20.0,0.28
Equip Rival,2 Victoria Rival,2.0,200.0,58.0,16.5,38.5,0.43,5.0,26.5,0.19,10.0,14.5,0.69,18.0,68.5,0.5,84.67,36.92,37.77,15.38,0.41
Equip Rival,3 Local Rival,2.0,212.5,73.5,20.0,46.5,0.43,6.5,20.0,0.33,14.0,24.5,0.57,18.0,74.0,0.51,99.32,44.74,45.22,21.05,0.3
Equip Rival,3 Visitant Rival,3.0,200.0,58.67,18.0,43.0,0.42,4.0,22.67,0.18,10.67,17.67,0.6,17.67,70.33,0.51,83.41,36.55,38.44,16.24,0.35
Equip Rival,4 Dificil Rival,4.0,206.25,68.5,19.5,46.0,0.42,5.25,22.0,0.24,13.75,23.25,0.59,18.5,75.0,0.52,91.33,40.26,42.04,20.22,0.32
Equip Rival,4 Facil Rival,1.0,200.0,49.0,16.0,38.0,0.42,4.0,20.0,0.2,5.0,9.0,0.56,15.0,59.0,0.47,83.05,37.93,37.16,8.62,0.34
Equip Rival,6 Ultims 3 Rival,3.0,37500.0,189.0,58.0,138.0,0.42,17.0,62.0,0.27,22.0,46.0,0.48,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
