Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,14.0,201.79,57.21,16.5,44.64,0.37,4.07,19.21,0.21,12.0,23.5,0.51,18.93,71.21,0.52,80.34,35.4,37.84,18.79,0.3
Equip,2 Derrota,4.0,206.25,51.0,11.5,38.75,0.3,4.75,17.0,0.28,13.75,30.0,0.46,17.75,66.0,0.49,77.27,33.41,36.5,24.66,0.3
Equip,2 Victoria,10.0,200.0,59.7,18.5,47.0,0.39,3.8,20.1,0.19,11.3,20.9,0.54,19.4,73.2,0.53,81.56,36.07,38.29,16.84,0.3
Equip,3 Local,7.0,203.57,56.29,15.57,42.71,0.36,4.71,22.14,0.21,11.0,23.86,0.46,20.43,72.29,0.52,77.87,34.91,36.37,16.96,0.34
Equip,3 Visitant,7.0,200.0,58.14,17.43,46.57,0.37,3.43,16.29,0.21,13.0,23.14,0.56,17.43,70.0,0.52,83.06,35.91,39.29,20.68,0.26
Equip,4 Dificil,9.0,202.78,53.44,14.56,41.67,0.35,4.11,19.11,0.22,12.0,23.33,0.51,19.44,68.11,0.51,78.47,34.1,36.8,19.74,0.31
Equip,4 Facil,5.0,200.0,64.0,20.0,50.0,0.4,4.0,19.4,0.21,12.0,23.8,0.5,18.0,76.6,0.54,83.55,37.46,39.51,17.29,0.28
Equip,6 Ultims 3,3.0,36000.0,160.0,41.0,113.0,0.36,16.0,59.0,0.27,30.0,63.0,0.48,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
Equip Rival,1 Mitjana Rival,14.0,201.79,50.36,15.0,44.21,0.34,3.79,17.43,0.22,9.0,16.71,0.54,20.21,66.21,0.48,76.05,33.55,35.19,14.6,0.28
Equip Rival,2 Derrota Rival,4.0,206.25,58.5,16.75,43.5,0.39,5.5,22.0,0.25,8.5,17.0,0.5,23.25,70.0,0.51,83.57,38.17,37.83,12.98,0.34
Equip Rival,2 Victoria Rival,10.0,200.0,47.1,14.3,44.5,0.32,3.1,15.6,0.2,9.2,16.6,0.55,19.0,64.7,0.47,72.8,31.53,34.04,15.31,0.26
Equip Rival,3 Local Rival,7.0,203.57,46.0,13.29,44.29,0.3,3.0,17.57,0.17,10.43,19.71,0.53,20.57,67.57,0.48,68.08,28.75,32.15,16.86,0.28
Equip Rival,3 Visitant Rival,7.0,200.0,54.71,16.71,44.14,0.38,4.57,17.29,0.26,7.57,13.71,0.55,19.86,64.71,0.48,84.55,38.37,38.36,12.33,0.28
Equip Rival,4 Dificil Rival,9.0,202.78,50.44,14.67,42.33,0.35,3.89,18.78,0.21,9.44,18.0,0.52,20.33,66.22,0.49,76.17,33.55,35.32,15.45,0.31
Equip Rival,4 Facil Rival,5.0,200.0,50.2,15.6,47.6,0.33,3.6,15.0,0.24,8.2,14.4,0.57,20.0,66.0,0.46,76.06,33.55,34.95,13.1,0.24
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,175.0,48.0,122.0,0.39,20.0,70.0,0.29,19.0,34.0,0.56,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
