Nom,Jornada,Equip,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Local,Visitant,Resultat,Diferencia,Titular
b'ABRIL CODINA FERNANDEZ',Jornada 01,[0.71],23.0,6.0,1.0,2.0,0.5,0.0,5.0,0.0,4.0,7.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BARCA CBS A,BASKET ALMEDA,True,2.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 02,[0.0],20.0,3.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BASKET ALMEDA,JOVENTUT BADALONA A,True,2.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 03,[0.5],26.0,3.0,1.0,3.0,0.33,0.0,3.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASKET ALMEDA,CB PARETS NEGRE,True,3.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 04,[0.0],21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET GIRONA U16,BASKET ALMEDA,True,4.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 06,[0.6],28.0,5.0,1.0,2.0,0.5,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,CONTROL GROUP UE MATARO FEMENI MARESME,BASKET ALMEDA,True,11.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 07,[0.43],25.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASKET ALMEDA,FARMACIA 1925 FEMENI SANT ADRIA A,True,7.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 08,[0.0],23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASKET ALMEDA,BARCA CBS A,False,-4.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 08,[0.5],20.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOVENTUT BADALONA A,BASKET ALMEDA,False,-23.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 09,[0.5],21.0,2.0,1.0,3.0,0.33,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CB PARETS NEGRE,BASKET ALMEDA,True,7.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 11,[1.0],11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASKET ALMEDA,BASQUET GIRONA U16,False,-6.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 12,[0.5],21.0,3.0,0.0,5.0,0.0,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADVISORIA BOET MATARO 2007,BASKET ALMEDA,True,17.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 13,[0.5],21.0,2.0,1.0,3.0,0.33,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BASKET ALMEDA,CONTROL GROUP UE MATARO FEMENI MARESME,True,1.0,False
b'ABRIL CODINA FERNANDEZ',Jornada 13,[0.75],16.0,6.0,1.0,1.0,1.0,1.0,3.0,0.33,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FARMACIA 1925 FEMENI SANT ADRIA A,BASKET ALMEDA,True,12.0,False
b'ABRIL RICART MENSAH',Jornada 01,[0.0],9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,BARCA CBS A,BASKET ALMEDA,False,-2.0,False
b'ABRIL RICART MENSAH',Jornada 02,[0.2],12.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB PARETS NEGRE,BARCA CBS A,True,14.0,False
b'ABRIL RICART MENSAH',Jornada 08,[0.0],4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASKET ALMEDA,BARCA CBS A,True,4.0,False
b'ABRIL RICART MENSAH',Jornada 09,[0.29],19.0,5.0,2.0,5.0,0.4,0.0,2.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,BARCA CBS A,CB PARETS NEGRE,True,31.0,False
b'ABRIL RICART MENSAH',Jornada 10,[0.4],14.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BARCA CBS A,ADVISORIA BOET MATARO 2007,True,10.0,False
b'ABRIL RICART MENSAH',Jornada 10,[0.14],17.0,7.0,3.0,6.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BASQUET GIRONA U16,BARCA CBS A,True,5.0,False
b'ABRIL RICART MENSAH',Jornada 12,[0.0],11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CONTROL GROUP UE MATARO FEMENI MARESME,BARCA CBS A,False,-17.0,False
b'ABRIL RICART MENSAH',Jornada 13,[0.33],14.0,6.0,1.0,4.0,0.25,1.0,2.0,0.5,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,BARCA CBS A,FARMACIA 1925 FEMENI SANT ADRIA A,True,10.0,False
b'ABRIL RICART MENSAH',Jornada 14,[0.0],18.0,4.0,2.0,6.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,JOVENTUT BADALONA A,BARCA CBS A,False,-8.0,False
b'ADA PRAT ALONSO',Jornada 01,[0.5],15.0,6.0,0.0,3.0,0.0,2.0,3.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CONTROL GROUP UE MATARO FEMENI MARESME,BASQUET GIRONA U16,True,4.0,False
b'ADA PRAT ALONSO',Jornada 02,[0.0],7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BASQUET GIRONA U16,FARMACIA 1925 FEMENI SANT ADRIA A,True,23.0,False
b'ADA PRAT ALONSO',Jornada 04,[0.4],10.0,5.0,1.0,3.0,0.33,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET GIRONA U16,BASKET ALMEDA,False,-4.0,False
b'ADA PRAT ALONSO',Jornada 05,[0.2],17.0,13.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CB PARETS NEGRE,BASQUET GIRONA U16,True,20.0,False
b'ADA PRAT ALONSO',Jornada 06,[0.67],9.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOVENTUT BADALONA A,BASQUET GIRONA U16,True,6.0,False
b'ADA PRAT ALONSO',Jornada 06,[0.33],11.0,9.0,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET GIRONA U16,ADVISORIA BOET MATARO 2007,True,25.0,False
b'ADA PRAT ALONSO',Jornada 08,[0.0],4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET GIRONA U16,CONTROL GROUP UE MATARO FEMENI MARESME,False,-14.0,False
b'ADA PRAT ALONSO',Jornada 09,[0.5],12.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FARMACIA 1925 FEMENI SANT ADRIA A,BASQUET GIRONA U16,True,5.0,False
b'ADA PRAT ALONSO',Jornada 10,[0.5],7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET GIRONA U16,BARCA CBS A,False,-5.0,False
b'ADA PRAT ALONSO',Jornada 11,[0.43],11.0,5.0,1.0,4.0,0.25,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASKET ALMEDA,BASQUET GIRONA U16,True,6.0,False
b'ADA PRAT ALONSO',Jornada 12,[0.25],14.0,4.0,1.0,3.0,0.33,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET GIRONA U16,CB PARETS NEGRE,True,25.0,False
b'ADA PRAT ALONSO',Jornada 13,[0.0],4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET GIRONA U16,JOVENTUT BADALONA A,True,3.0,False
b'ADA PRAT ALONSO',Jornada 14,[0.0],9.0,2.0,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADVISORIA BOET MATARO 2007,BASQUET GIRONA U16,True,7.0,False
b'AFRICA PEREZ LOPEZ',Jornada 01,[1.0],11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOVENTUT BADALONA A,ADVISORIA BOET MATARO 2007,True,8.0,False
b'AFRICA PEREZ LOPEZ',Jornada 02,[0.5],10.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASKET ALMEDA,JOVENTUT BADALONA A,False,-2.0,False
b'AFRICA PEREZ LOPEZ',Jornada 03,[1.0],10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,JOVENTUT BADALONA A,CONTROL GROUP UE MATARO FEMENI MARESME,False,-4.0,False
b'AFRICA PEREZ LOPEZ',Jornada 04,[0.75],14.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,CB PARETS NEGRE,JOVENTUT BADALONA A,True,20.0,False
b'AFRICA PEREZ LOPEZ',Jornada 05,[0.0],5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOVENTUT BADALONA A,FARMACIA 1925 FEMENI SANT ADRIA A,True,4.0,False
b'AFRICA PEREZ LOPEZ',Jornada 06,[0.0],5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOVENTUT BADALONA A,BASQUET GIRONA U16,False,-6.0,False
b'AFRICA PEREZ LOPEZ',Jornada 07,[0.5],11.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,BARCA CBS A,JOVENTUT BADALONA A,True,3.0,False
b'AFRICA PEREZ LOPEZ',Jornada 08,[0.25],12.0,3.0,1.0,3.0,0.33,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,ADVISORIA BOET MATARO 2007,JOVENTUT BADALONA A,True,29.0,False
