Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,22.0,200.0,59.73,18.36,42.95,0.43,4.32,19.32,0.22,10.05,17.64,0.57,21.55,67.23,0.51,88.84,39.89,41.01,16.13,0.31
Equip,2 Derrota,14.0,200.0,57.64,18.07,42.5,0.43,3.93,19.36,0.2,9.71,16.79,0.58,21.21,66.43,0.5,86.77,38.74,40.14,15.7,0.31
Equip,2 Victoria,8.0,200.0,63.38,18.88,43.75,0.43,5.0,19.25,0.26,10.62,19.12,0.56,22.12,68.5,0.53,92.52,41.87,42.48,16.87,0.31
Equip,3 Local,11.0,200.0,61.91,18.91,44.45,0.43,4.45,19.0,0.23,10.73,18.45,0.58,22.82,68.64,0.52,90.2,40.33,41.58,16.91,0.3
Equip,3 Visitant,11.0,200.0,57.55,17.82,41.45,0.43,4.18,19.64,0.21,9.36,16.82,0.56,20.27,65.73,0.5,87.55,39.43,40.41,15.33,0.32
Equip,4 Dificil,15.0,200.0,61.8,19.33,43.27,0.45,4.07,18.47,0.22,10.93,18.33,0.6,22.2,67.0,0.51,92.24,41.2,42.77,17.71,0.3
Equip,4 Facil,7.0,200.0,55.29,16.29,42.29,0.39,4.86,21.14,0.23,8.14,16.14,0.5,20.14,67.57,0.52,81.82,37.16,37.22,12.84,0.33
Equip,6 Ultims 3,3.0,200.0,64.33,20.33,42.33,0.48,3.67,13.33,0.28,12.67,20.33,0.62,19.67,85.33,0.5,98.44,43.17,46.32,24.67,0.24
Equip Rival,1 Mitjana Rival,22.0,200.0,62.82,15.82,36.68,0.43,5.0,19.14,0.26,16.18,25.77,0.63,19.45,64.45,0.49,97.46,41.78,44.91,28.99,0.34
Equip Rival,2 Derrota Rival,14.0,200.0,67.71,18.0,39.36,0.46,5.29,19.21,0.28,15.86,25.0,0.63,19.07,66.79,0.5,101.39,44.27,46.59,27.07,0.33
Equip Rival,2 Victoria Rival,8.0,200.0,54.25,12.0,32.0,0.38,4.5,19.0,0.24,16.75,27.12,0.62,20.12,60.38,0.47,89.86,36.76,41.65,32.84,0.37
Equip Rival,3 Local Rival,11.0,200.0,62.55,15.73,35.18,0.45,4.73,19.0,0.25,16.91,26.0,0.65,19.45,62.91,0.48,99.42,42.11,45.81,31.21,0.35
Equip Rival,3 Visitant Rival,11.0,200.0,63.09,15.91,38.18,0.42,5.27,19.27,0.27,15.45,25.55,0.6,19.45,65.91,0.5,95.72,41.46,44.04,26.9,0.34
Equip Rival,4 Dificil Rival,15.0,200.0,63.93,15.93,37.0,0.43,4.67,18.67,0.25,18.07,28.07,0.64,19.73,65.27,0.49,97.96,41.2,45.45,32.46,0.34
Equip Rival,4 Facil Rival,7.0,200.0,60.43,15.57,36.0,0.43,5.71,20.14,0.28,12.14,20.86,0.58,18.86,62.57,0.48,96.58,43.0,43.69,21.63,0.36
Equip Rival,6 Ultims 3 Rival,3.0,200.0,70.33,20.67,41.67,0.5,4.33,18.0,0.24,16.0,22.33,0.72,20.0,85.33,0.5,100.39,43.45,46.22,25.33,0.3
