Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],7.0,200.0,57.86,14.29,38.14,0.37,5.86,22.29,0.26,11.71,18.86,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.14,0.0,0.0,65.86,0.48,87.85,38.18,39.14,19.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,20.14,60.43,0.33
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],7.0,200.0,66.43,15.14,35.29,0.43,7.57,28.57,0.27,13.43,21.29,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86,0.0,0.0,70.29,0.52,94.51,41.5,41.55,21.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,22.71,63.86,0.36
C.B.CASTELLAR A Equipo,['Mitjana'],8.0,200.0,67.25,13.5,28.5,0.47,10.88,35.75,0.3,7.62,12.25,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,0.0,0.0,66.75,0.49,100.75,46.4,41.33,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,24.38,64.25,0.38
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],8.0,200.0,72.5,18.38,38.0,0.48,7.25,25.0,0.29,14.0,23.75,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,70.5,0.51,102.84,46.43,46.24,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.62,63.0,0.41
CB IPSI A Equipo,['Mitjana'],8.0,200.0,75.75,18.0,40.12,0.45,7.5,27.38,0.27,17.25,29.12,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,77.0,0.52,98.38,43.33,44.49,25.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,25.5,67.5,0.38
CB IPSI A Equipo Rival,['Mitjana Rival'],8.0,200.0,71.0,16.5,38.88,0.42,7.5,25.25,0.3,15.5,25.38,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.12,0.0,0.0,72.25,0.48,98.27,43.27,43.91,24.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,24.0,64.12,0.37
CLUB NATACIO SABADELL A Equipo,['Mitjana'],8.0,200.0,71.38,15.38,37.62,0.41,8.88,27.0,0.33,14.0,20.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.12,0.0,0.0,70.75,0.51,100.88,44.39,43.43,21.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,24.25,64.62,0.38
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],8.0,200.0,67.12,15.88,33.38,0.48,5.12,23.0,0.22,20.0,30.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,66.75,0.49,100.56,41.8,46.31,35.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,21.0,56.38,0.37
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],8.0,200.0,57.75,16.0,37.5,0.43,5.38,20.0,0.27,9.62,16.62,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.12,0.0,0.0,62.12,0.48,92.96,41.85,41.85,16.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,21.38,57.5,0.37
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],8.0,200.0,60.75,16.62,38.5,0.43,4.62,21.5,0.22,13.62,22.25,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,66.88,0.52,90.84,39.27,41.82,22.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,21.25,60.0,0.35
