Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
A.E. MINGUELLA A - DRIVIM Equipo,['Mitjana'],8.0,200.0,66.0,19.25,42.25,0.46,5.0,22.12,0.23,12.5,22.75,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,74.38,0.51,88.74,41.55,42.88,19.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,24.25,64.38,0.38
A.E. MINGUELLA A - DRIVIM Equipo Rival,['Mitjana Rival'],8.0,200.0,62.88,17.0,37.5,0.45,5.38,22.62,0.24,12.75,23.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62,0.0,0.0,70.12,0.49,89.66,41.68,42.91,21.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,22.38,60.12,0.37
BASQUET GIRONA Equipo,['Mitjana'],8.0,203.12,67.25,18.12,37.12,0.49,5.5,25.88,0.21,14.5,24.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.12,0.0,0.0,73.5,0.48,91.5,41.87,43.69,23.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,23.62,63.0,0.38
BASQUET GIRONA Equipo Rival,['Mitjana Rival'],8.0,203.12,73.88,20.25,45.0,0.45,5.88,24.0,0.24,15.75,26.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.88,0.0,0.0,80.5,0.52,91.77,42.12,43.96,22.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,26.12,69.0,0.38
BASQUET SAFA CLAROR A Equipo,['Mitjana'],7.0,203.57,69.71,16.86,41.71,0.4,7.57,23.86,0.32,13.29,20.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.43,0.0,0.0,74.29,0.5,93.85,43.03,42.85,20.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,24.43,65.57,0.37
BASQUET SAFA CLAROR A Equipo Rival,['Mitjana Rival'],7.0,203.57,73.0,17.86,36.86,0.48,7.43,25.57,0.29,15.0,26.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.86,0.0,0.0,73.86,0.5,98.84,46.45,46.44,24.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,25.29,62.43,0.41
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo,['Mitjana'],8.0,200.0,75.38,23.0,47.5,0.48,4.88,20.62,0.24,14.75,25.5,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.38,0.0,0.0,79.25,0.51,95.11,44.5,46.3,21.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,27.88,68.12,0.41
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo Rival,['Mitjana Rival'],8.0,200.0,68.62,17.75,41.25,0.43,5.75,24.38,0.24,15.88,26.38,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.12,0.0,0.0,77.12,0.49,88.98,40.19,42.5,24.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.5,65.62,0.36
CB ADEPAF TXOT'S Equipo,['Mitjana'],8.0,200.0,63.75,18.5,44.0,0.42,4.88,17.62,0.28,12.12,20.62,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.0,0.0,70.62,0.5,90.27,41.89,43.25,19.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,23.38,61.62,0.38
CB ADEPAF TXOT'S Equipo Rival,['Mitjana Rival'],8.0,200.0,66.75,17.0,36.5,0.47,7.0,26.0,0.27,11.75,18.62,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,0.0,0.0,70.62,0.5,94.51,44.0,43.51,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,24.0,62.5,0.38
