Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Assist (jugador),Assist (valor),Recuperacions (jugador),Recuperacions (valor),Perd (jugador),Perd (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltes Rebudes (jugador),Faltes Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efec (jugador),% Tir Efec (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesiones No Anotades (jugador),Possesiones No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Puntes per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perd Mal Pase (Jugador),Perd Mal Pase (Valor),Perd Pilota Controlada (jugador),Perd Pilota Controlada (valor),Altres Perd (jugador),Altres Perd (valor),Faltes de Tir (jugador),Faltes de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor)
b'SERGI PIERO GARCIA',32.91,b'IZAN VILLAR CANTERO',17.09,b'IGNASI PALLARES ARUMI',5.5,b'IGNASI PALLARES ARUMI',10.1,b'AMOS OYIBOKE OSIFOR',0.77,b'MARCEL PARS VILASECA',2.91,b'XAVIER BLANCO MART',8.4,b'WILLIAM ERIK AHLBERG',0.52,b'GUILLEM CANALETA BENET',5.8,b'JOSEP ARMENGOL ROYO',8.09,b'JORDI BERTRAN DIAZ',1.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'JOSEP ARMENGOL ROYO',4.09,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ADRIAN ESPINILLA VILLAS',0.0,b'ALBERT GARCIA ROS',0.89,b'IGNASI PALLARES ARUMI',5.9,b'IZAN VILLAR CANTERO',15.36,b'AMOS OYIBOKE OSIFOR',0.77
b'JOSEP ARMENGOL ROYO',31.18,b'MART MARTORI FIGUEREDO',15.82,b'MART MARTORI FIGUEREDO',5.09,b'VICTOR CARRETERO BACH',9.7,b'NICOLS HUMBERT MARTN',0.75,b'XAVIER BLANCO MART',2.5,b'ADRIA ARQUE GASQUEZ',7.25,b'ADRIA VERDAGUER MATAS',0.5,b'PAU CARRIN SORIANO',4.91,b'GUILLEM CANALETA BENET',7.1,b'DAVID JIMENEZ SOMS',1.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'GUILLEM PRAT SERRA',4.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'JAUME RIBAS FERNANDEZ',0.0,b'PERE VIETA CUBI',0.84,b'IZAN VILLAR CANTERO',5.73,b'POL CAMPENY LLOVERAS',12.8,b'IGNACIO AMAN',0.6
b'JOAQUIM FRANCH DE PABLO',30.27,b'POL CAMPENY LLOVERAS',14.5,b'VICTOR CARRETERO BACH',4.2,b'MART MARTORI FIGUEREDO',9.45,b'FERRAN MAS FARR',0.71,b'JAVIER VICENTE NIETO',2.09,b'IZAN VILLAR CANTERO',7.18,b'XAVIER LLUCH DEZ',0.5,b'EDUARD MAS FERRE',4.27,b'PAU CARRIN SORIANO',6.91,b'ADRIA ARQUE GASQUEZ',1.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC VICTOR VANCEA',3.7,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'FERRAN FERNANDEZ GIMENEZ',0.83,b'MART MARTORI FIGUEREDO',5.73,b'XAVIER BLANCO MART',12.1,b'NICOLS HUMBERT MARTN',0.59
b'MART MARTORI FIGUEREDO',29.55,b'IGNASI PALLARES ARUMI',14.3,b'DENZEL NATHANIEL PORTER',4.18,b'FERRAN ARQUES LOPEZ',9.0,b'JORDI SNCHEZ SORIANO',0.68,b'ADRIA ARQUE GASQUEZ',2.0,b'MARCEL PARS VILASECA',7.18,b'JOEL PENINA CORRIOLS',0.5,b'JOSEP ARMENGOL ROYO',4.0,b'IZAN VILLAR CANTERO',5.82,b'ADRIA OLVERA GIMENEZ',0.9,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'XAVIER LLUCH DEZ',3.64,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JAVIER VICENTE NIETO',0.81,b'POL CAMPENY LLOVERAS',4.8,b'GUILLEM DIAZ CABANAS',12.09,b'MARAL AZCONA BLAZQUEZ',0.58
b'GUILLEM CANALETA BENET',28.2,b'GUILLEM CANALETA BENET',14.0,b'FERRAN ARQUES LOPEZ',4.11,b'GUILLEM CANALETA BENET',8.8,b'HECTOR AZA GAY',0.67,b'GEORG SIMON HERODES',1.88,b'JAVIER VICENTE NIETO',6.55,b'SERGI ROURERA LLAURADO',0.47,b'PEP MESAS DIAZ',3.91,b'EDUARD MAS FERRE',5.73,b'TOMS GARCIA NAVARRO',0.89,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'ARNAU JANER PUIG',3.56,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'CARLES JORD SANCHEZ',0.79,b'DENZEL NATHANIEL PORTER',4.64,b'MART MARTORI FIGUEREDO',11.82,b'MARC VICTOR VANCEA',0.58
b'MARCEL PARS VILASECA',27.55,b'XAVIER BLANCO MART',13.7,b'XAVIER LLUCH DEZ',4.0,b'DENZEL NATHANIEL PORTER',8.73,b'GUILLEM GONZALEZ GARCIA',0.67,b'IZAN VILLAR CANTERO',1.82,b'LLUS MARTN LLAVERA',6.29,b'ADRIA RIVAS POMEROL',0.44,b'IZAN VILLAR CANTERO',3.82,b'JOAQUIM FRANCH DE PABLO',5.73,b'CARLES REYNALS RODRIGUEZ',0.87,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'CESAR GMEZ ORELLANA',3.5,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'MARCEL PARS VILASECA',0.78,b'VICTOR CARRETERO BACH',4.5,b'IGNASI PALLARES ARUMI',11.2,b'JOSEP MARIA OJEDA VIRALTA',0.57
b'GUILLEM DIAZ CABANAS',27.55,b'ALEX RIERA PERETO',12.55,b'IZAN VILLAR CANTERO',3.91,b'SERGI ORS ANDREU',8.27,b'FERRAN FERNANDEZ GIMENEZ',0.67,b'ERIC MANZANARES IZQUIERDO',1.8,b'POL CAMPENY LLOVERAS',6.1,b'GEORG SIMON HERODES',0.44,b'SERGI ROURERA LLAURADO',3.78,b'JOAN PONS MONTERO',5.73,b'WILLIAM ERIK AHLBERG',0.86,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'MARAL AZCONA BLAZQUEZ',3.36,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'GEORG SIMON HERODES',0.77,b'ALEX RIERA PERETO',4.45,b'VICTOR CARRETERO BACH',10.6,b'MARC GILABERT GALLARDO',0.57
b'AARON ZIGA FORNELLS',27.0,b'PAU CARRIN SORIANO',12.27,b'IGNACIO AMAN',3.82,b'IZAN VILLAR CANTERO',8.18,b'ALEIX SEMPERE SERRANO',0.65,b'RODRIGO PASCUAL CONTEL',1.8,b'RODRIGO PASCUAL CONTEL',6.0,b'ADRIA OLVERA GIMENEZ',0.44,b'MART MARTORI FIGUEREDO',3.73,b'PEP MESAS DIAZ',5.73,b'ADRIA VERDAGUER MATAS',0.86,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'NIL FARRE FLORES',3.3,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'ADRIA ARQUE GASQUEZ',0.76,b'FERRAN ARQUES LOPEZ',4.33,b'FERRAN ARQUES LOPEZ',10.44,b'XAVIER LLUCH DEZ',0.56
b'IGNACIO SAINZ MORALES',26.5,b'EDUARD MAS FERRE',12.0,b'GUILLEM CANALETA BENET',3.8,b'TON PRAT FERRAZ',8.1,b'IGNACIO AMAN',0.62,b'WILLIAM ERIK AHLBERG',1.75,b'ERIC MANZANARES IZQUIERDO',6.0,b'MARC COSTA CANAL',0.42,b'ELOI MARIN BONAMUSA',3.67,b'MART MARTORI FIGUEREDO',5.55,b'JORGE MOLINS PASCUAL',0.83,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'POL CANILLAS CRESPO',3.29,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI ALGUE BAUSA',0.74,b'XAVIER BLANCO MART',4.2,b'GUILLEM CANALETA BENET',10.4,b'BIEL VINYET RIERA',0.56
b'XAVIER BLANCO MART',26.5,b'JOAQUIM FRANCH DE PABLO',11.91,b'JOAN PONS MONTERO',3.73,b'JOAN PONS MONTERO',8.09,b'MARC GILABERT GALLARDO',0.6,b'EDUARD COLL COMABELLA',1.6,b'LLUIS DE QUINTANA BECH',5.36,b'VCTOR DIAZ GMEZ',0.42,b'JOAN PONS MONTERO',3.55,b'LLUIS DE QUINTANA BECH',5.36,b'XAVIER GARCIA FERNANDEZ',0.83,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'ORIOL ROSELL ESPADALER',3.27,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'TON PRAT FERRAZ',0.0,b'NICOLAS EDUARDO LUS HAHNEISER',0.73,b'GUILLEM DIAZ CABANAS',4.18,b'DENZEL NATHANIEL PORTER',10.27,b'ALEIX SEMPERE SERRANO',0.55
