Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Asistencies (jugador),Asistencies (valor),Recuperades (jugador),Recuperades (valor),Perdues (jugador),Perdues (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltas Rebudes (jugador),Faltas Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efectiu (jugador),% Tiro Efectiu (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesions No Anotades (jugador),Possesions No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Punts per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perdues Mal Pase (Jugador),Perdues Mal Pase (Valor),Perdues Pilota Controlada (jugador),Perdues Pilota Controlada (valor),Altres Perdues (jugador),Altres Perdues (valor),Faltes de Tir (jugador),Faltas de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor),Num (jugador),Num (valor)
ALBERT GERM DE TRAVY,32.36,ALBERT GERM DE TRAVY,17.18,ALBERT GERM DE TRAVY,2.82,DAVID COROMINAS HINOJOSA,5.17,ALBERT GERM DE TRAVY,0.67,ALBERT GERM DE TRAVY,3.09,ALBERT GERM DE TRAVY,7.18,DAVID JUNYENT OLALLA,0.44,ALBERT GERM DE TRAVY,2.27,ALBERT GERM DE TRAVY,2.55,ALBERT GERM DE TRAVY,0.89,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,ALBERT CADAFALCH CASANOVAS,3.08,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,ALBERT GERM DE TRAVY,0.66,ALBERT GERM DE TRAVY,0.69,ALBERT GERM DE TRAVY,10.57,ALBERT GERM DE TRAVY,1.82,ALBERT GERM DE TRAVY,6.92,ALBERT CADAFALCH CASANOVAS,6.76,ALBERT GERM DE TRAVY,55.85,ALBERT GERM DE TRAVY,1.31,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,ALBERT GERM DE TRAVY,15.23,MARC FIGUERAS FERRARONS,28.41,IZAN ROMERO CALVO,0.0,ALBERT GERM DE TRAVY,3.41,ALBERT GERM DE TRAVY,138.97,CARLOS JIMENEZ OBIS,105.58,ALBERT GERM DE TRAVY,34.38,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,ALBERT CADAFALCH CASANOVAS,0.73,ALBERT GERM DE TRAVY,5.91,ALBERT GERM DE TRAVY,11.36,ALBERT GERM DE TRAVY,0.52,CARLOS JIMENEZ OBIS,21.0
ALBERT CADAFALCH CASANOVAS,26.92,ALBERT CADAFALCH CASANOVAS,9.25,DAVID COROMINAS HINOJOSA,2.58,ALBERT GERM DE TRAVY,4.18,ORIOL REAL CASAMOR,0.55,ALBERT CADAFALCH CASANOVAS,1.83,ALBERT CADAFALCH CASANOVAS,7.08,ALBERT GERM DE TRAVY,0.43,ALBERT CADAFALCH CASANOVAS,1.25,ALBERT CADAFALCH CASANOVAS,2.25,CARLOS JIMENEZ OBIS,0.75,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,CARLOS JIMENEZ OBIS,2.82,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,DAVID JUNYENT OLALLA,0.62,DAVID JUNYENT OLALLA,0.62,DAVID JUNYENT OLALLA,3.5,ORIOL REAL CASAMOR,1.35,ALBERT CADAFALCH CASANOVAS,3.81,ALBERT GERM DE TRAVY,5.47,DAVID JUNYENT OLALLA,47.83,DAVID JUNYENT OLALLA,1.25,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,ALBERT CADAFALCH CASANOVAS,12.96,DAVID COROMINAS HINOJOSA,23.68,GERARD SANCHEZ ALVAREZ,0.0,DAVID JUNYENT OLALLA,0.14,DAVID JUNYENT OLALLA,124.64,SANTI CANO CARABACA,104.9,DAVID JUNYENT OLALLA,19.96,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,GERARD SANCHEZ ALVAREZ,0.0,PAU VILADOMAT COMERMA,0.71,ALBERT CADAFALCH CASANOVAS,3.08,ALBERT CADAFALCH CASANOVAS,9.67,DAVID JUNYENT OLALLA,0.48,PAU VILADOMAT COMERMA,16.0
DAVID JUNYENT OLALLA,20.64,DAVID JUNYENT OLALLA,7.82,MARC FIGUERAS FERRARONS,1.64,SANTI CANO CARABACA,3.73,DAVID JUNYENT OLALLA,0.54,DAVID JUNYENT OLALLA,1.82,MARC FIGUERAS FERRARONS,4.64,ALBERT CADAFALCH CASANOVAS,0.26,MARC FIGUERAS FERRARONS,1.09,DAVID COROMINAS HINOJOSA,1.75,PAU VILADOMAT COMERMA,0.75,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,DAVID JUNYENT OLALLA,2.82,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,SANTI CANO CARABACA,0.44,ORIOL REAL CASAMOR,0.46,MARC FIGUERAS FERRARONS,2.43,DAVID COROMINAS HINOJOSA,1.26,DAVID COROMINAS HINOJOSA,3.43,MARC FIGUERAS FERRARONS,5.25,ORIOL REAL CASAMOR,46.66,SANTI CANO CARABACA,0.88,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,MARC FIGUERAS FERRARONS,10.4,ALBERT CADAFALCH CASANOVAS,22.94,POL LATORRE MINGUELL,0.0,IZAN ROMERO CALVO,-0.0,ORIOL REAL CASAMOR,94.87,PAU FIGUERAS FERRARONS,104.71,IZAN ROMERO CALVO,-0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,POL LATORRE MINGUELL,0.0,DAVID JUNYENT OLALLA,0.65,DAVID JUNYENT OLALLA,3.0,MARC FIGUERAS FERRARONS,7.91,SANTI CANO CARABACA,0.44,MARC FIGUERAS FERRARONS,14.0
DAVID COROMINAS HINOJOSA,19.42,MARC FIGUERAS FERRARONS,7.64,SANTI CANO CARABACA,1.64,MARC FIGUERAS FERRARONS,3.27,MARC FIGUERAS FERRARONS,0.5,MARC FIGUERAS FERRARONS,1.09,PAU VILADOMAT COMERMA,4.09,CARLOS JIMENEZ OBIS,0.25,DAVID COROMINAS HINOJOSA,1.08,MARC FIGUERAS FERRARONS,1.64,ORIOL REAL CASAMOR,0.71,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,ORIOL REAL CASAMOR,2.6,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,ORIOL REAL CASAMOR,0.43,MARC FIGUERAS FERRARONS,0.44,ALBERT CADAFALCH CASANOVAS,2.08,MARC FIGUERAS FERRARONS,1.25,MARC FIGUERAS FERRARONS,3.31,DAVID COROMINAS HINOJOSA,4.43,SANTI CANO CARABACA,44.2,ORIOL REAL CASAMOR,0.86,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,DAVID COROMINAS HINOJOSA,9.73,ALBERT GERM DE TRAVY,22.05,CARLOS JIMENEZ OBIS,0.0,GERARD SANCHEZ ALVAREZ,-0.0,MARC FIGUERAS FERRARONS,90.32,DAVID JUNYENT OLALLA,104.68,GERARD SANCHEZ ALVAREZ,-0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,CARLOS JIMENEZ OBIS,0.0,ALBERT GERM DE TRAVY,0.63,DAVID COROMINAS HINOJOSA,2.83,DAVID COROMINAS HINOJOSA,7.17,ORIOL REAL CASAMOR,0.43,SANTI CANO CARABACA,13.0
PAU VILADOMAT COMERMA,18.91,DAVID COROMINAS HINOJOSA,7.0,ORIOL REAL CASAMOR,1.6,CARLOS JIMENEZ OBIS,3.18,DAVID COROMINAS HINOJOSA,0.5,PAU VILADOMAT COMERMA,1.0,DAVID JUNYENT OLALLA,4.09,PAU VILADOMAT COMERMA,0.24,CARLOS JIMENEZ OBIS,0.55,SANTI CANO CARABACA,1.36,MARC FIGUERAS FERRARONS,0.67,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,DAVID COROMINAS HINOJOSA,2.58,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,MARC FIGUERAS FERRARONS,0.41,DAVID COROMINAS HINOJOSA,0.44,DAVID COROMINAS HINOJOSA,1.82,CARLOS JIMENEZ OBIS,1.16,DAVID JUNYENT OLALLA,3.0,PAU VILADOMAT COMERMA,4.37,DAVID COROMINAS HINOJOSA,43.62,MARC FIGUERAS FERRARONS,0.83,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,DAVID JUNYENT OLALLA,6.27,SANTI CANO CARABACA,18.59,ELOI CANO CARABACA,0.0,POL LATORRE MINGUELL,-0.0,DAVID COROMINAS HINOJOSA,89.36,ALBERT CADAFALCH CASANOVAS,104.59,POL LATORRE MINGUELL,-0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,ELOI CANO CARABACA,0.0,MARC FIGUERAS FERRARONS,0.59,MARC FIGUERAS FERRARONS,2.73,DAVID JUNYENT OLALLA,6.27,DAVID COROMINAS HINOJOSA,0.4,ALBERT CADAFALCH CASANOVAS,11.0
ORIOL REAL CASAMOR,18.6,PAU VILADOMAT COMERMA,4.0,ALBERT CADAFALCH CASANOVAS,1.25,ORIOL REAL CASAMOR,2.9,ALBERT CADAFALCH CASANOVAS,0.48,CARLOS JIMENEZ OBIS,0.27,DAVID COROMINAS HINOJOSA,2.0,MARC FIGUERAS FERRARONS,0.24,ORIOL REAL CASAMOR,0.5,CARLOS JIMENEZ OBIS,0.73,DAVID COROMINAS HINOJOSA,0.62,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,ALBERT GERM DE TRAVY,2.27,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,ALBERT CADAFALCH CASANOVAS,0.41,ALBERT CADAFALCH CASANOVAS,0.43,SANTI CANO CARABACA,0.81,ALBERT CADAFALCH CASANOVAS,1.08,SANTI CANO CARABACA,1.89,DAVID JUNYENT OLALLA,3.27,MARC FIGUERAS FERRARONS,38.64,ALBERT CADAFALCH CASANOVAS,0.83,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,PAU VILADOMAT COMERMA,6.26,PAU VILADOMAT COMERMA,17.93,JORDI GORINA RIBA,0.0,ELOI CANO CARABACA,-0.0,ALBERT CADAFALCH CASANOVAS,88.1,ALBERT GERM DE TRAVY,104.59,ELOI CANO CARABACA,-0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,JORDI GORINA RIBA,0.0,PAU FIGUERAS FERRARONS,0.55,SANTI CANO CARABACA,1.64,PAU VILADOMAT COMERMA,5.73,CARLOS JIMENEZ OBIS,0.34,DAVID JUNYENT OLALLA,9.0
MARC FIGUERAS FERRARONS,17.36,CARLOS JIMENEZ OBIS,3.73,CARLOS JIMENEZ OBIS,1.18,ALBERT CADAFALCH CASANOVAS,2.58,SANTI CANO CARABACA,0.44,DAVID COROMINAS HINOJOSA,0.25,CARLOS JIMENEZ OBIS,1.09,PAU FIGUERAS FERRARONS,0.17,SANTI CANO CARABACA,0.36,ORIOL REAL CASAMOR,0.7,ALBERT CADAFALCH CASANOVAS,0.56,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU FIGUERAS FERRARONS,1.44,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,DAVID COROMINAS HINOJOSA,0.41,SANTI CANO CARABACA,0.42,ORIOL REAL CASAMOR,0.63,PAU FIGUERAS FERRARONS,1.01,ORIOL REAL CASAMOR,1.86,CARLOS JIMENEZ OBIS,2.84,CARLOS JIMENEZ OBIS,37.85,DAVID COROMINAS HINOJOSA,0.83,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,SANTI CANO CARABACA,5.64,DAVID JUNYENT OLALLA,17.38,PAU VILADOMAT COMERMA,0.0,JORDI GORINA RIBA,-0.0,SANTI CANO CARABACA,86.96,MARC FIGUERAS FERRARONS,104.53,JORDI GORINA RIBA,-0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,PAU VILADOMAT COMERMA,0.0,DAVID COROMINAS HINOJOSA,0.28,ORIOL REAL CASAMOR,1.6,CARLOS JIMENEZ OBIS,4.27,MARC FIGUERAS FERRARONS,0.34,ALBERT GERM DE TRAVY,8.0
CARLOS JIMENEZ OBIS,17.09,ORIOL REAL CASAMOR,3.7,DAVID JUNYENT OLALLA,1.18,DAVID JUNYENT OLALLA,2.18,CARLOS JIMENEZ OBIS,0.37,PAU FIGUERAS FERRARONS,0.11,ORIOL REAL CASAMOR,0.8,DAVID COROMINAS HINOJOSA,0.12,PAU VILADOMAT COMERMA,0.27,PAU FIGUERAS FERRARONS,0.44,SANTI CANO CARABACA,0.27,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,1.36,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,CARLOS JIMENEZ OBIS,0.37,CARLOS JIMENEZ OBIS,0.41,PAU VILADOMAT COMERMA,0.14,SANTI CANO CARABACA,0.89,CARLOS JIMENEZ OBIS,1.73,SANTI CANO CARABACA,2.38,ALBERT CADAFALCH CASANOVAS,36.01,CARLOS JIMENEZ OBIS,0.74,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,CARLOS JIMENEZ OBIS,5.33,CARLOS JIMENEZ OBIS,15.67,MARC FIGUERAS FERRARONS,0.0,SANTI CANO CARABACA,-1.36,CARLOS JIMENEZ OBIS,82.0,DAVID COROMINAS HINOJOSA,104.45,ORIOL REAL CASAMOR,-7.48,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,MARC FIGUERAS FERRARONS,0.0,CARLOS JIMENEZ OBIS,0.26,CARLOS JIMENEZ OBIS,1.45,SANTI CANO CARABACA,3.73,ALBERT CADAFALCH CASANOVAS,0.32,DAVID COROMINAS HINOJOSA,7.0
SANTI CANO CARABACA,13.55,SANTI CANO CARABACA,3.64,PAU VILADOMAT COMERMA,0.36,PAU VILADOMAT COMERMA,1.64,PAU VILADOMAT COMERMA,0.22,IZAN ROMERO CALVO,0.0,PAU FIGUERAS FERRARONS,0.67,IZAN ROMERO CALVO,0.0,PAU FIGUERAS FERRARONS,0.11,PAU VILADOMAT COMERMA,0.36,PAU FIGUERAS FERRARONS,0.25,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,1.18,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,PAU VILADOMAT COMERMA,0.33,PAU VILADOMAT COMERMA,0.34,CARLOS JIMENEZ OBIS,0.12,PAU VILADOMAT COMERMA,0.43,PAU VILADOMAT COMERMA,1.5,ORIOL REAL CASAMOR,2.12,PAU VILADOMAT COMERMA,25.54,PAU VILADOMAT COMERMA,0.65,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,ORIOL REAL CASAMOR,4.7,ORIOL REAL CASAMOR,12.41,SANTI CANO CARABACA,0.0,ORIOL REAL CASAMOR,-1.65,PAU VILADOMAT COMERMA,68.75,PAU VILADOMAT COMERMA,103.77,MARC FIGUERAS FERRARONS,-14.21,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,SANTI CANO CARABACA,0.0,ORIOL REAL CASAMOR,0.22,PAU VILADOMAT COMERMA,1.36,ORIOL REAL CASAMOR,3.7,PAU VILADOMAT COMERMA,0.24,ORIOL REAL CASAMOR,4.0
PAU FIGUERAS FERRARONS,8.78,PAU FIGUERAS FERRARONS,0.44,IZAN ROMERO CALVO,0.0,PAU FIGUERAS FERRARONS,0.56,IZAN ROMERO CALVO,0.0,GERARD SANCHEZ ALVAREZ,0.0,IZAN ROMERO CALVO,0.0,GERARD SANCHEZ ALVAREZ,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,PAU VILADOMAT COMERMA,0.91,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,PAU FIGUERAS FERRARONS,0.14,PAU FIGUERAS FERRARONS,0.16,IZAN ROMERO CALVO,0.0,IZAN ROMERO CALVO,0.0,PAU FIGUERAS FERRARONS,0.19,PAU FIGUERAS FERRARONS,1.21,PAU FIGUERAS FERRARONS,13.49,PAU FIGUERAS FERRARONS,0.27,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,PAU FIGUERAS FERRARONS,1.84,PAU FIGUERAS FERRARONS,9.42,ALBERT CADAFALCH CASANOVAS,0.0,PAU FIGUERAS FERRARONS,-1.72,PAU FIGUERAS FERRARONS,36.36,ORIOL REAL CASAMOR,102.35,DAVID COROMINAS HINOJOSA,-15.09,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,ALBERT CADAFALCH CASANOVAS,0.0,IZAN ROMERO CALVO,0.0,PAU FIGUERAS FERRARONS,0.11,PAU FIGUERAS FERRARONS,1.22,PAU FIGUERAS FERRARONS,0.09,PAU FIGUERAS FERRARONS,2.0
