Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,6.0,200.0,58.0,14.67,38.5,0.38,5.67,22.0,0.26,11.67,17.83,0.65,20.17,65.5,0.48,88.55,38.29,39.35,19.28,0.36
Equip,2 Derrota,5.0,200.0,58.4,15.6,41.0,0.38,5.6,22.0,0.25,10.4,16.0,0.65,20.2,67.2,0.49,86.9,38.1,38.64,16.51,0.35
Equip,2 Victoria,1.0,200.0,56.0,10.0,26.0,0.38,6.0,22.0,0.27,18.0,27.0,0.67,20.0,57.0,0.44,98.25,39.58,43.54,37.5,0.46
Equip,3 Local,4.0,200.0,55.75,11.75,35.5,0.33,7.25,25.0,0.29,10.5,15.75,0.67,19.25,64.5,0.48,86.43,37.4,36.83,17.36,0.41
Equip,3 Visitant,2.0,200.0,62.5,20.5,44.5,0.46,2.5,16.0,0.16,14.0,22.0,0.64,22.0,67.0,0.46,93.28,40.08,44.21,23.14,0.26
Equip,4 Dificil,4.0,200.0,58.5,15.75,39.0,0.4,4.75,19.5,0.24,12.75,19.75,0.65,20.75,64.5,0.47,90.7,39.1,41.28,21.79,0.33
Equip,4 Facil,2.0,200.0,57.0,12.5,37.5,0.33,7.5,27.0,0.28,9.5,14.0,0.68,19.0,67.5,0.49,84.44,36.82,35.69,14.73,0.42
Equip,6 Ultims 3,3.0,200.0,56.33,13.0,33.67,0.39,5.0,22.67,0.22,15.33,20.67,0.74,17.0,84.67,0.48,87.4,36.54,38.14,21.79,0.4
Equip Rival,1 Mitjana Rival,6.0,200.0,66.67,14.83,35.83,0.41,7.67,29.33,0.26,14.0,21.83,0.64,20.5,71.67,0.52,93.02,40.41,40.74,21.48,0.45
Equip Rival,2 Derrota Rival,5.0,200.0,70.2,15.4,34.8,0.44,8.6,29.8,0.29,13.6,22.0,0.62,20.6,71.2,0.51,98.6,43.81,42.94,21.05,0.46
Equip Rival,2 Victoria Rival,1.0,200.0,49.0,12.0,41.0,0.29,3.0,27.0,0.11,16.0,21.0,0.76,20.0,74.0,0.56,66.22,24.26,30.0,23.53,0.4
Equip Rival,3 Local Rival,4.0,200.0,65.25,13.75,33.75,0.41,8.0,29.0,0.28,13.75,20.5,0.67,18.5,68.75,0.52,94.91,41.04,40.96,21.91,0.46
Equip Rival,3 Visitant Rival,2.0,200.0,69.5,17.0,40.0,0.42,7.0,30.0,0.23,14.5,24.5,0.59,24.5,77.5,0.54,89.68,39.29,40.31,20.71,0.43
Equip Rival,4 Dificil Rival,4.0,200.0,62.5,15.0,38.0,0.39,6.0,27.25,0.22,14.5,22.75,0.64,20.75,72.0,0.53,86.81,36.78,38.87,22.22,0.42
Equip Rival,4 Facil Rival,2.0,200.0,75.0,14.5,31.5,0.46,11.0,33.5,0.33,13.0,20.0,0.65,20.0,70.5,0.51,106.38,47.69,44.55,20.0,0.52
Equip Rival,6 Ultims 3 Rival,3.0,200.0,62.0,13.0,38.33,0.34,8.33,29.67,0.28,11.0,16.33,0.67,20.67,92.0,0.52,89.86,39.3,38.49,17.9,0.44
