Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
A.E. MINGUELLA A - DRIVIM Equipo,['Mitjana'],6.0,200.0,64.0,18.33,42.67,0.43,4.83,22.67,0.21,12.83,23.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.17,0.0,0.0,75.33,0.52,84.96,39.16,41.01,19.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,23.17,65.33,0.35
A.E. MINGUELLA A - DRIVIM Equipo Rival,['Mitjana Rival'],6.0,200.0,61.67,16.33,34.83,0.47,5.17,23.0,0.22,13.5,23.83,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17,0.0,0.0,68.17,0.48,90.46,41.64,43.41,23.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,21.5,57.83,0.37
BASQUET GIRONA Equipo,['Mitjana'],6.0,204.17,70.17,19.0,37.83,0.5,6.17,27.67,0.22,13.67,22.33,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83,0.0,0.0,75.17,0.48,93.35,43.13,44.01,20.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,25.17,65.5,0.38
BASQUET GIRONA Equipo Rival,['Mitjana Rival'],6.0,204.17,77.5,21.5,47.33,0.45,5.83,22.67,0.26,17.0,26.67,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,81.67,0.52,94.9,43.21,45.37,24.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,27.33,70.0,0.39
BASQUET SAFA CLAROR A Equipo,['Mitjana'],5.0,205.0,67.8,16.4,42.0,0.39,7.2,25.6,0.28,13.4,20.2,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,76.4,0.5,88.74,40.24,40.65,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,23.6,67.6,0.35
BASQUET SAFA CLAROR A Equipo Rival,['Mitjana Rival'],5.0,205.0,74.8,19.6,39.0,0.5,6.2,26.0,0.24,17.0,29.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,77.6,0.5,96.39,44.46,46.23,26.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.8,65.0,0.4
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo,['Mitjana'],6.0,200.0,76.83,21.17,45.33,0.47,6.0,22.17,0.27,16.5,27.83,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.17,0.0,0.0,79.67,0.51,96.44,44.69,46.36,24.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,27.17,67.5,0.4
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo Rival,['Mitjana Rival'],6.0,200.0,68.33,16.67,38.33,0.43,6.0,25.33,0.24,17.0,28.17,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.67,0.0,0.0,76.0,0.49,89.91,40.31,42.92,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,22.67,63.67,0.36
CB ADEPAF TXOT'S Equipo,['Mitjana'],6.0,200.0,62.83,17.83,41.33,0.43,5.0,18.5,0.27,12.17,21.33,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.17,0.0,0.0,69.17,0.5,90.84,42.34,43.58,20.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,22.83,59.83,0.38
CB ADEPAF TXOT'S Equipo Rival,['Mitjana Rival'],6.0,200.0,67.33,16.5,35.67,0.46,7.67,27.0,0.28,11.33,17.67,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,70.33,0.5,95.73,44.68,43.49,18.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,24.17,62.67,0.39
