Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
A.E. MINGUELLA A - DRIVIM Equipo,['Mitjana'],11.0,200.0,68.09,18.82,41.45,0.45,5.73,22.64,0.25,13.27,22.36,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.45,0.0,0.0,73.91,0.52,92.13,42.77,43.83,20.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,24.55,64.09,0.38
A.E. MINGUELLA A - DRIVIM Equipo Rival,['Mitjana Rival'],11.0,200.0,61.27,16.91,37.09,0.46,4.55,21.45,0.21,13.82,23.82,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45,0.0,0.0,69.0,0.48,88.8,40.53,43.05,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,21.45,58.55,0.37
BASQUET GIRONA Equipo,['Mitjana'],11.0,202.27,67.91,18.64,38.82,0.48,5.27,23.64,0.22,14.82,25.55,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.27,0.0,0.0,73.64,0.48,92.22,42.5,44.48,23.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,23.91,62.45,0.38
BASQUET GIRONA Equipo Rival,['Mitjana Rival'],11.0,202.27,73.73,20.55,43.82,0.47,5.73,25.09,0.23,15.45,24.55,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.64,0.0,0.0,79.64,0.52,92.58,42.28,44.13,22.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,26.27,68.91,0.38
BASQUET SAFA CLAROR A Equipo,['Mitjana'],10.0,202.5,67.6,17.1,41.5,0.41,6.7,23.9,0.28,13.3,19.9,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,0.0,0.0,74.1,0.5,91.23,41.51,42.1,20.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.8,65.4,0.36
BASQUET SAFA CLAROR A Equipo Rival,['Mitjana Rival'],10.0,202.5,70.6,17.8,37.1,0.48,7.0,25.8,0.27,14.0,24.8,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,73.8,0.5,95.66,44.99,45.1,22.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,24.8,62.9,0.39
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo,['Mitjana'],11.0,200.0,73.45,21.82,46.0,0.47,5.18,21.0,0.25,14.27,24.55,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,77.73,0.5,94.5,44.17,45.69,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,27.0,67.0,0.4
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo Rival,['Mitjana Rival'],11.0,200.0,68.55,17.91,41.55,0.43,5.73,24.0,0.24,15.55,25.27,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.82,0.0,0.0,76.64,0.5,89.44,40.43,42.63,23.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.64,65.55,0.36
CB ADEPAF TXOT'S Equipo,['Mitjana'],11.0,200.0,63.82,18.0,42.18,0.43,5.0,18.73,0.27,12.82,20.82,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.73,0.0,0.0,70.0,0.5,91.17,41.87,43.47,21.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,23.0,60.91,0.38
CB ADEPAF TXOT'S Equipo Rival,['Mitjana Rival'],11.0,200.0,70.09,17.09,36.18,0.47,7.73,26.18,0.3,12.73,20.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.36,0.0,0.0,71.09,0.5,98.59,45.99,45.14,20.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,24.82,62.36,0.4
CB SANTA COLOMA A Equipo,['Mitjana'],10.0,200.0,68.9,18.2,39.9,0.46,6.0,24.0,0.25,14.5,20.9,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,73.0,0.5,94.38,42.57,43.97,22.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,24.2,63.9,0.38
CB SANTA COLOMA A Equipo Rival,['Mitjana Rival'],10.0,200.0,71.0,17.3,38.8,0.45,6.1,22.6,0.27,18.1,28.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,73.8,0.5,96.21,43.08,45.72,29.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.4,61.4,0.38
CB.CIUTAT VELLA Equipo,['Mitjana'],11.0,200.0,68.82,15.55,38.73,0.4,7.55,21.36,0.35,15.09,25.27,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.45,0.0,0.0,71.18,0.51,96.68,44.7,44.96,25.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,23.09,60.09,0.38
CB.CIUTAT VELLA Equipo Rival,['Mitjana Rival'],11.0,200.0,69.55,17.73,35.0,0.51,6.0,23.45,0.26,16.09,25.64,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.82,0.0,0.0,69.73,0.49,99.74,45.72,47.39,27.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.73,58.45,0.41
GRUP VIA - CB ARTES Equipo,['Mitjana'],11.0,200.0,70.91,18.27,38.0,0.48,6.64,23.73,0.28,14.45,22.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.09,0.0,0.0,71.36,0.5,99.36,45.73,46.33,23.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,24.91,61.73,0.4
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],11.0,200.0,61.55,19.0,43.09,0.44,4.0,19.0,0.21,11.55,21.73,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73,0.0,0.0,71.64,0.5,85.91,40.26,42.08,18.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,23.0,62.09,0.37
IBERSOFAS - CB ARGENTONA  A Equipo,['Mitjana'],11.0,200.0,77.09,19.18,37.27,0.51,6.73,24.91,0.27,18.55,28.64,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.18,0.0,0.0,74.73,0.51,103.16,47.08,48.81,29.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.91,62.18,0.42
IBERSOFAS - CB ARGENTONA  A Equipo Rival,['Mitjana Rival'],11.0,200.0,70.18,17.64,38.09,0.46,6.73,23.0,0.29,14.73,25.27,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,0.0,0.0,72.18,0.49,97.23,45.39,45.94,24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,24.36,61.09,0.4
