Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
ADVISORIA BOET MATARO 2007 Equipo,['Mitjana'],13.0,200.0,53.62,15.23,46.38,0.33,3.69,17.0,0.22,12.08,24.23,0.5,20.31,74.0,0.46,72.45,32.77,35.82,19.05,0.27
ADVISORIA BOET MATARO 2007 Equipo Rival,['Mitjana Rival'],13.0,200.0,65.54,20.31,52.46,0.39,4.46,22.46,0.2,11.54,23.54,0.49,22.62,85.23,0.54,76.9,36.04,37.63,15.4,0.3
BARCA CBS A Equipo,['Mitjana'],14.0,201.79,57.21,16.5,44.64,0.37,4.07,19.21,0.21,12.0,23.5,0.51,18.93,74.14,0.52,77.17,35.4,37.84,18.79,0.3
BARCA CBS A Equipo Rival,['Mitjana Rival'],14.0,201.79,50.36,15.0,44.21,0.34,3.79,17.43,0.22,9.0,16.71,0.54,20.21,68.93,0.48,73.06,33.55,35.19,14.6,0.28
BASKET ALMEDA Equipo,['Mitjana'],13.0,201.92,53.38,15.69,39.77,0.39,3.38,19.62,0.17,11.85,22.92,0.52,18.31,69.46,0.5,76.85,34.97,38.08,19.95,0.33
BASKET ALMEDA Equipo Rival,['Mitjana Rival'],13.0,201.92,50.85,14.15,41.23,0.34,4.38,19.38,0.23,9.38,17.69,0.53,21.54,68.38,0.5,74.35,34.2,35.54,15.48,0.32
BASQUET GIRONA U16 Equipo,['Mitjana'],14.0,203.57,61.21,19.07,44.07,0.43,4.64,18.0,0.26,9.14,16.93,0.54,18.64,69.5,0.49,88.08,41.94,42.2,14.73,0.29
BASQUET GIRONA U16 Equipo Rival,['Mitjana Rival'],14.0,203.57,55.71,17.0,44.29,0.38,3.93,18.79,0.21,9.93,18.36,0.54,18.71,71.14,0.51,78.31,36.3,37.95,15.74,0.3
CB PARETS NEGRE Equipo,['Mitjana'],14.0,200.0,45.79,14.64,46.86,0.31,2.36,12.29,0.19,9.43,19.57,0.48,21.07,67.71,0.46,67.62,30.74,33.93,15.94,0.21
CB PARETS NEGRE Equipo Rival,['Mitjana Rival'],14.0,200.0,68.79,20.29,46.07,0.44,5.14,23.43,0.22,12.79,23.57,0.54,19.57,79.86,0.54,86.14,40.29,41.66,18.4,0.34
CONTROL GROUP UE MATARO FEMENI MARESME Equipo,['Mitjana'],14.0,200.0,60.21,18.79,42.64,0.44,5.14,22.43,0.23,7.21,14.29,0.51,20.07,71.36,0.53,84.38,40.72,39.9,11.09,0.34
CONTROL GROUP UE MATARO FEMENI MARESME Equipo Rival,['Mitjana Rival'],14.0,200.0,50.14,14.79,39.36,0.38,3.71,14.0,0.27,9.43,20.64,0.46,16.43,62.43,0.47,80.32,38.15,39.47,17.67,0.26
FARMACIA 1925 FEMENI SANT ADRIA A Equipo,['Mitjana'],14.0,201.79,60.5,15.29,44.29,0.35,5.79,22.07,0.26,12.57,23.86,0.53,19.57,76.79,0.5,78.79,36.11,37.52,18.95,0.33
FARMACIA 1925 FEMENI SANT ADRIA A Equipo Rival,['Mitjana Rival'],14.0,201.79,61.93,17.71,45.36,0.39,5.0,21.0,0.24,11.5,20.86,0.55,20.71,75.5,0.5,82.02,38.0,39.33,17.33,0.32
JOVENTUT BADALONA A Equipo,['Mitjana'],14.0,201.79,64.5,18.71,45.29,0.41,5.5,23.57,0.23,10.57,18.93,0.56,21.43,77.14,0.53,83.61,39.16,39.66,15.35,0.34
JOVENTUT BADALONA A Equipo Rival,['Mitjana Rival'],14.0,201.79,53.79,14.93,41.5,0.36,4.29,18.07,0.24,11.07,22.43,0.49,18.93,69.43,0.47,77.47,35.85,37.77,18.59,0.3
