Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
A.E. MINGUELLA A - DRIVIM Equipo,['Mitjana'],7.0,200.0,65.14,18.86,42.86,0.44,5.0,22.71,0.22,12.43,22.29,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57,0.0,0.0,75.29,0.51,86.53,40.2,41.66,18.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,23.86,65.57,0.36
A.E. MINGUELLA A - DRIVIM Equipo Rival,['Mitjana Rival'],7.0,200.0,62.29,18.14,38.71,0.47,4.57,22.43,0.2,12.29,22.43,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.71,0.0,0.0,71.0,0.49,87.73,40.89,42.57,20.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,22.71,61.14,0.37
BASQUET GIRONA Equipo,['Mitjana'],7.0,203.57,69.86,18.86,37.43,0.5,5.71,26.86,0.21,15.0,24.43,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.86,0.0,0.0,75.0,0.48,93.14,42.67,44.41,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,24.57,64.29,0.38
BASQUET GIRONA Equipo Rival,['Mitjana Rival'],7.0,203.57,75.14,21.14,46.29,0.46,5.43,23.14,0.23,16.57,27.14,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.71,0.0,0.0,81.29,0.52,92.44,42.18,44.57,23.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,26.57,69.43,0.38
BASQUET SAFA CLAROR A Equipo,['Mitjana'],6.0,204.17,67.0,16.0,41.83,0.38,7.0,24.67,0.28,14.0,20.33,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.17,0.0,0.0,75.33,0.5,88.94,39.85,40.66,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.0,66.5,0.35
BASQUET SAFA CLAROR A Equipo Rival,['Mitjana Rival'],6.0,204.17,73.0,18.83,38.83,0.48,6.67,25.33,0.26,15.33,27.33,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83,0.0,0.0,76.17,0.5,95.84,44.94,45.71,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,25.5,64.17,0.4
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo,['Mitjana'],7.0,200.0,75.29,22.29,47.71,0.47,5.29,21.71,0.24,14.86,25.86,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29,0.0,0.0,80.71,0.52,93.27,43.52,45.18,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,27.57,69.43,0.4
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo Rival,['Mitjana Rival'],7.0,200.0,68.86,17.43,39.14,0.45,6.0,25.0,0.24,16.0,26.71,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,75.86,0.48,90.77,41.2,43.29,24.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,23.43,64.14,0.37
CB ADEPAF TXOT'S Equipo,['Mitjana'],7.0,200.0,63.29,18.29,42.29,0.43,5.0,17.29,0.29,11.71,20.14,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14,0.0,0.0,68.43,0.49,92.48,43.29,44.26,19.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,23.29,59.57,0.39
CB ADEPAF TXOT'S Equipo Rival,['Mitjana Rival'],7.0,200.0,65.43,15.43,35.14,0.44,7.71,27.86,0.28,11.43,18.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,70.86,0.51,92.34,42.86,41.86,18.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,23.14,63.0,0.37
