Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Local,Visitant,Victoria,Diferencia
AD TORREFORTA Equipo,Jornada 01,1.0,200.0,64.0,15.0,29.0,0.52,9.0,22.0,0.41,7.0,14.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,C.B. RIPOLLET A,AD TORREFORTA,False,-12.0
AD TORREFORTA Equipo,Jornada 02,1.0,200.0,55.0,15.0,40.0,0.38,5.0,19.0,0.26,10.0,21.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,AD TORREFORTA,CLUB NATACIO TERRASSA A,False,-3.0
AD TORREFORTA Equipo Rival,Jornada 01,1.0,200.0,76.0,20.0,37.0,0.54,9.0,22.0,0.41,9.0,17.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,AD TORREFORTA,C.B. RIPOLLET A,True,12.0
AD TORREFORTA Equipo Rival,Jornada 02,1.0,200.0,58.0,14.0,38.0,0.37,7.0,21.0,0.33,9.0,18.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,CLUB NATACIO TERRASSA A,AD TORREFORTA,True,3.0
BASKET ALMEDA Equipo,Jornada 01,1.0,200.0,60.0,18.0,37.0,0.49,4.0,21.0,0.19,12.0,18.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,TERRA ENDINS CB VILATORRADA,BASKET ALMEDA,False,-7.0
BASKET ALMEDA Equipo,Jornada 02,1.0,200.0,62.0,23.0,44.0,0.52,2.0,18.0,0.11,10.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,BASKET ALMEDA,REUS PLOMS SALLE,False,-9.0
BASKET ALMEDA Equipo Rival,Jornada 01,1.0,200.0,67.0,17.0,39.0,0.44,7.0,23.0,0.3,12.0,16.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,BASKET ALMEDA,TERRA ENDINS CB VILATORRADA,True,7.0
BASKET ALMEDA Equipo Rival,Jornada 02,1.0,200.0,71.0,16.0,26.0,0.62,6.0,31.0,0.19,21.0,27.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,REUS PLOMS SALLE,BASKET ALMEDA,True,9.0
C.B. RIPOLLET A Equipo,Jornada 01,1.0,200.0,76.0,20.0,37.0,0.54,9.0,22.0,0.41,9.0,17.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,C.B. RIPOLLET A,AD TORREFORTA,True,12.0
C.B. RIPOLLET A Equipo,Jornada 02,1.0,200.0,63.0,17.0,37.0,0.46,5.0,22.0,0.23,14.0,26.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,C.E.B. PALLEJA A - TAXILINE,C.B. RIPOLLET A,True,14.0
C.B. RIPOLLET A Equipo Rival,Jornada 01,1.0,200.0,64.0,15.0,29.0,0.52,9.0,22.0,0.41,7.0,14.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,AD TORREFORTA,C.B. RIPOLLET A,False,-12.0
C.B. RIPOLLET A Equipo Rival,Jornada 02,1.0,200.0,49.0,15.0,40.0,0.38,3.0,16.0,0.19,10.0,19.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,C.B. RIPOLLET A,C.E.B. PALLEJA A - TAXILINE,False,-14.0
C.B.CASTELLBISBAL A Equipo,Jornada 01,1.0,200.0,56.0,14.0,29.0,0.48,8.0,24.0,0.33,4.0,10.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,C.B.CASTELLBISBAL A,CLUB NATACIO SABADELL A,True,2.0
C.B.CASTELLBISBAL A Equipo,Jornada 02,1.0,200.0,60.0,12.0,25.0,0.48,8.0,31.0,0.26,12.0,21.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,CLOTET SUZUKI SANT BOI A,C.B.CASTELLBISBAL A,False,-2.0
C.B.CASTELLBISBAL A Equipo Rival,Jornada 01,1.0,200.0,54.0,12.0,35.0,0.34,7.0,26.0,0.27,9.0,21.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,CLUB NATACIO SABADELL A,C.B.CASTELLBISBAL A,False,-2.0
C.B.CASTELLBISBAL A Equipo Rival,Jornada 02,1.0,200.0,62.0,16.0,37.0,0.43,4.0,15.0,0.27,18.0,27.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,C.B.CASTELLBISBAL A,CLOTET SUZUKI SANT BOI A,True,2.0
C.E.B. PALLEJA A - TAXILINE Equipo,Jornada 01,1.0,200.0,62.0,14.0,40.0,0.35,7.0,25.0,0.28,13.0,20.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,CB CERDANYOLA AL DIA A,C.E.B. PALLEJA A - TAXILINE,False,-17.0
C.E.B. PALLEJA A - TAXILINE Equipo,Jornada 02,1.0,200.0,49.0,15.0,40.0,0.38,3.0,16.0,0.19,10.0,19.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,C.E.B. PALLEJA A - TAXILINE,C.B. RIPOLLET A,False,-14.0
C.E.B. PALLEJA A - TAXILINE Equipo Rival,Jornada 01,1.0,200.0,79.0,26.0,43.0,0.6,7.0,25.0,0.28,6.0,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,C.E.B. PALLEJA A - TAXILINE,CB CERDANYOLA AL DIA A,True,17.0
