Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
A.E.S.E. A Equipo,['Mitjana'],25.0,200.0,64.96,19.52,42.96,0.45,4.2,17.08,0.25,13.28,21.04,0.63,20.52,69.28,0.5,93.76,43.0,45.27,22.12,0.28
A.E.S.E. A Equipo Rival,['Mitjana Rival'],25.0,197.04,68.44,15.28,34.56,0.44,8.2,26.36,0.31,12.16,19.76,0.62,21.68,69.6,0.5,98.33,45.27,43.9,19.96,0.43
AE MINGUELLA A-DRIVIM Equipo,['Mitjana'],26.0,200.0,66.0,17.12,37.27,0.46,5.92,23.0,0.26,14.0,20.96,0.67,22.12,69.46,0.5,95.02,43.14,44.42,23.23,0.38
AE MINGUELLA A-DRIVIM Equipo Rival,['Mitjana Rival'],26.0,197.58,69.15,17.62,37.31,0.47,6.69,24.35,0.27,13.12,19.77,0.66,20.81,70.35,0.5,98.31,44.85,45.02,21.27,0.39
AEC COLLBLANC - ITACA Equipo,['Mitjana'],25.0,200.0,68.44,16.08,36.76,0.44,6.16,23.24,0.27,17.8,25.36,0.7,19.88,71.12,0.49,96.23,42.2,44.88,29.67,0.39
AEC COLLBLANC - ITACA Equipo Rival,['Mitjana Rival'],25.0,200.0,68.28,17.64,40.44,0.44,6.4,25.12,0.25,13.76,20.88,0.66,24.0,74.72,0.51,91.38,41.55,42.51,20.99,0.38
C.B. SANTA COLOMA A Equipo,['Mitjana'],25.0,200.0,69.04,19.12,42.12,0.45,6.12,22.24,0.28,12.44,20.52,0.61,21.32,73.36,0.5,94.11,43.97,44.34,19.33,0.35
C.B. SANTA COLOMA A Equipo Rival,['Mitjana Rival'],25.0,200.0,67.6,17.64,40.48,0.44,6.2,24.04,0.26,13.72,20.68,0.66,20.56,73.6,0.5,91.85,41.75,42.83,21.26,0.37
CB BESCANO Equipo,['Mitjana'],26.0,201.69,62.23,14.08,35.27,0.4,7.62,26.62,0.29,11.23,16.77,0.67,23.08,69.23,0.5,89.89,41.21,40.34,18.15,0.43
CB BESCANO Equipo Rival,['Mitjana Rival'],26.0,201.92,69.38,16.58,33.85,0.49,7.04,25.27,0.28,15.12,25.15,0.6,20.12,70.15,0.5,98.9,45.9,46.37,25.57,0.43
