Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BARCA Equipo,['Mitjana'],14.0,200.0,80.5,23.5,46.29,0.51,5.86,21.57,0.27,15.93,27.29,0.58,18.64,79.86,0.52,100.81,47.58,48.72,23.47,0.32
BARCA Equipo Rival,['Mitjana Rival'],14.0,200.0,58.14,18.93,46.57,0.41,3.79,20.79,0.18,8.93,16.0,0.56,23.0,74.36,0.48,78.19,36.53,37.78,13.26,0.31
BASQUET GIRONA U16 Equipo,['Mitjana'],14.0,201.79,70.79,24.43,53.36,0.46,4.07,19.29,0.21,9.71,17.93,0.54,22.07,80.5,0.52,87.93,42.04,42.81,13.37,0.27
BASQUET GIRONA U16 Equipo Rival,['Mitjana Rival'],14.0,201.79,67.86,19.57,44.21,0.44,5.0,20.79,0.24,13.71,23.64,0.58,20.43,75.36,0.48,90.05,41.65,43.46,21.1,0.32
BASQUET MANRESA A Equipo,['Mitjana'],14.0,200.0,66.43,19.5,44.57,0.44,5.86,20.93,0.28,9.86,16.93,0.58,19.43,72.93,0.48,91.09,43.18,42.82,15.05,0.32
BASQUET MANRESA A Equipo Rival,['Mitjana Rival'],14.0,200.0,74.86,22.71,48.57,0.47,5.79,21.36,0.27,12.07,21.29,0.57,18.29,79.29,0.52,94.41,44.89,45.15,17.26,0.31
C.B. L'HOSPITALET A Equipo,['Mitjana'],14.0,200.0,68.21,19.07,43.43,0.44,5.43,22.0,0.25,13.79,22.5,0.61,18.71,75.29,0.48,90.61,41.59,43.2,21.07,0.34
C.B. L'HOSPITALET A Equipo Rival,['Mitjana Rival'],14.0,200.0,73.36,23.79,50.29,0.47,4.71,21.79,0.22,11.64,19.14,0.61,21.79,80.43,0.52,91.21,42.81,43.88,16.15,0.3
CB. CORNELLA A Equipo,['Mitjana'],14.0,200.0,67.64,21.29,50.86,0.42,4.14,17.21,0.24,12.64,24.0,0.53,20.29,78.57,0.53,86.09,40.4,42.33,18.57,0.25
CB. CORNELLA A Equipo Rival,['Mitjana Rival'],14.0,200.0,67.07,20.0,44.0,0.45,5.0,17.36,0.29,12.07,20.79,0.58,21.71,70.5,0.47,95.14,44.82,45.72,19.67,0.28
COALCI - CB SANT JOSEP A Equipo,['Mitjana'],14.0,200.0,59.79,18.93,45.29,0.42,3.57,19.36,0.18,11.21,20.21,0.55,24.21,73.5,0.49,81.34,37.57,39.85,17.35,0.3
COALCI - CB SANT JOSEP A Equipo Rival,['Mitjana Rival'],14.0,200.0,72.79,22.07,46.29,0.48,4.5,17.21,0.26,15.14,26.64,0.57,20.14,75.21,0.51,96.77,45.39,47.52,23.85,0.27
JOVENTUT BADALONA A Equipo,['Mitjana'],14.0,201.79,89.64,29.29,55.07,0.53,5.43,19.07,0.28,14.79,23.36,0.63,18.93,84.36,0.53,106.27,50.48,51.27,19.94,0.26
JOVENTUT BADALONA A Equipo Rival,['Mitjana Rival'],14.0,201.79,64.36,19.79,49.14,0.4,4.57,17.93,0.25,11.07,18.5,0.6,21.64,75.14,0.47,85.65,39.72,41.04,16.51,0.27
SESE A Equipo,['Mitjana'],14.0,200.0,59.57,17.71,44.93,0.39,4.43,17.36,0.26,10.86,18.14,0.6,22.93,70.21,0.45,84.84,39.11,40.59,17.43,0.28
SESE A Equipo Rival,['Mitjana Rival'],14.0,200.0,84.14,26.86,54.71,0.49,5.43,19.57,0.28,14.14,24.36,0.58,18.21,85.0,0.55,98.99,47.12,47.98,19.04,0.26
