Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Assist (jugador),Assist (valor),Recuperacions (jugador),Recuperacions (valor),Perd (jugador),Perd (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltes Rebudes (jugador),Faltes Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efec (jugador),% Tir Efec (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesiones No Anotades (jugador),Possesiones No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Puntes per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perd Mal Pase (Jugador),Perd Mal Pase (Valor),Perd Pilota Controlada (jugador),Perd Pilota Controlada (valor),Altres Perd (jugador),Altres Perd (valor),Faltes de Tir (jugador),Faltes de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor)
b'SERGI PIERO GARCIA',32.08,b'IZAN VILLAR CANTERO',17.62,b'IGNASI PALLARES ARUMI',4.92,b'VICTOR CARRETERO BACH',10.25,b'NICOLS HUMBERT MARTN',0.77,b'MARCEL PARS VILASECA',2.69,b'XAVIER BLANCO MART',8.17,b'ADRIA VERDAGUER MATAS',0.52,b'GUILLEM CANALETA BENET',5.5,b'JOSEP ARMENGOL ROYO',7.77,b'ADRIA ARQUE GASQUEZ',1.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'JOSEP ARMENGOL ROYO',4.08,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALEX LOPEZ ALVES',0.0,b'ALBERT GARCIA ROS',0.83,b'IZAN VILLAR CANTERO',5.85,b'IZAN VILLAR CANTERO',15.23,b'AMOS OYIBOKE OSIFOR',0.76
b'JOSEP ARMENGOL ROYO',30.23,b'POL CAMPENY LLOVERAS',16.25,b'MART MARTORI FIGUEREDO',4.85,b'IGNASI PALLARES ARUMI',10.0,b'AMOS OYIBOKE OSIFOR',0.76,b'XAVIER BLANCO MART',2.58,b'MARCEL PARS VILASECA',7.23,b'WILLIAM ERIK AHLBERG',0.52,b'PAU CARRIN SORIANO',5.46,b'PAU CARRIN SORIANO',7.38,b'DAVID JIMENEZ SOMS',1.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'GUILLEM PRAT SERRA',4.08,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'JORDI SALICHS JUAN',0.0,b'PERE VIETA CUBI',0.83,b'MART MARTORI FIGUEREDO',5.54,b'POL CAMPENY LLOVERAS',14.17,b'IGNACIO AMAN',0.6
b'MART MARTORI FIGUEREDO',29.62,b'MART MARTORI FIGUEREDO',15.62,b'VICTOR CARRETERO BACH',4.5,b'MART MARTORI FIGUEREDO',9.46,b'LLUC FALGAS AZOR',0.75,b'JAVIER VICENTE NIETO',2.31,b'IZAN VILLAR CANTERO',7.15,b'XAVIER LLUCH DEZ',0.5,b'ELOI MARIN BONAMUSA',4.36,b'GUILLEM CANALETA BENET',6.83,b'TOMS GARCIA NAVARRO',0.89,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'MARC VICTOR VANCEA',3.83,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'JAVIER VICENTE NIETO',0.82,b'GUILLEM DIAZ CABANAS',5.46,b'GUILLEM DIAZ CABANAS',13.38,b'NICOLS HUMBERT MARTN',0.58
b'JOAQUIM FRANCH DE PABLO',29.46,b'XAVIER BLANCO MART',13.83,b'DENZEL NATHANIEL PORTER',4.46,b'FERRAN ARQUES LOPEZ',9.18,b'GUILLEM GONZALEZ GARCIA',0.65,b'ADRIA ARQUE GASQUEZ',1.9,b'POL CAMPENY LLOVERAS',6.92,b'IGNACIO AMAN',0.5,b'EDUARD MAS FERRE',4.08,b'JOAQUIM FRANCH DE PABLO',6.62,b'CARLES REYNALS RODRIGUEZ',0.88,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'ARNAU JANER PUIG',3.55,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'CARLES JORD SANCHEZ',0.78,b'POL CAMPENY LLOVERAS',5.33,b'MART MARTORI FIGUEREDO',11.85,b'JOSEP MARIA OJEDA VIRALTA',0.57
b'GUILLEM DIAZ CABANAS',28.31,b'GUILLEM DIAZ CABANAS',13.54,b'FERRAN ARQUES LOPEZ',4.27,b'SERGI ORS ANDREU',8.77,b'ADRIAN CARRACEDO DE LA ROSA',0.62,b'IZAN VILLAR CANTERO',1.85,b'ADRIA ARQUE GASQUEZ',6.9,b'SERGI CARMONA MARTINEZ',0.45,b'IZAN VILLAR CANTERO',4.08,b'IZAN VILLAR CANTERO',5.85,b'WILLIAM ERIK AHLBERG',0.86,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'XAVIER LLUCH DEZ',3.46,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'JORDI BERTRAN DIAZ',0.0,b'ADRIA ARQUE GASQUEZ',0.77,b'IGNASI PALLARES ARUMI',5.25,b'XAVIER BLANCO MART',11.83,b'XAVIER LLUCH DEZ',0.57
b'MARCEL PARS VILASECA',27.23,b'IGNASI PALLARES ARUMI',12.92,b'IZAN VILLAR CANTERO',4.0,b'DENZEL NATHANIEL PORTER',8.69,b'FERRAN MAS FARR',0.61,b'LLUS MARTN LLAVERA',1.78,b'JAVIER VICENTE NIETO',6.62,b'VCTOR DIAZ GMEZ',0.43,b'POL CAMPENY LLOVERAS',3.92,b'JOAN PONS MONTERO',5.73,b'DANIEL VALDES MARTIN',0.83,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'ORIOL ROSELL ESPADALER',3.46,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'SOULEYMANE SOW',0.0,b'MARCEL PARS VILASECA',0.76,b'DENZEL NATHANIEL PORTER',4.85,b'VICTOR CARRETERO BACH',11.08,b'MARC VICTOR VANCEA',0.57
b'GUILLEM CANALETA BENET',27.08,b'GUILLEM CANALETA BENET',12.92,b'GUILLEM DIAZ CABANAS',4.0,b'GUILLEM DIAZ CABANAS',8.54,b'IGNACIO AMAN',0.6,b'WILLIAM ERIK AHLBERG',1.75,b'LLUS MARTN LLAVERA',6.56,b'GREGORIO BOHO SILA',0.43,b'MART MARTORI FIGUEREDO',3.85,b'MART MARTORI FIGUEREDO',5.69,b'ELOI MARIN BONAMUSA',0.83,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'MARAL AZCONA BLAZQUEZ',3.38,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'SEAN GALINDO HERASME',0.0,b'FERRAN FERNANDEZ GIMENEZ',0.74,b'VICTOR CARRETERO BACH',4.75,b'IGNASI PALLARES ARUMI',11.0,b'MARC GILABERT GALLARDO',0.55
b'ELOI MARIN BONAMUSA',26.91,b'ELOI MARIN BONAMUSA',12.64,b'TON PRAT FERRAZ',3.75,b'JOAN PONS MONTERO',8.09,b'ALEIX SEMPERE SERRANO',0.6,b'EDUARD COLL COMABELLA',1.67,b'ERIC MANZANARES IZQUIERDO',5.73,b'ADRIA OLVERA GIMENEZ',0.42,b'JOAQUIM FRANCH DE PABLO',3.85,b'LLUIS DE QUINTANA BECH',5.62,b'XAVIER GARCIA FERNANDEZ',0.83,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'JULI ANTOL BLAY',3.36,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'IGNACIO SAINZ MORALES',0.0,b'RODRIGO PASCUAL CONTEL',0.72,b'FERRAN ARQUES LOPEZ',4.55,b'FERRAN ARQUES LOPEZ',10.82,b'ALEIX SEMPERE SERRANO',0.54
b'AARON ZIGA FORNELLS',26.54,b'FERRAN ARQUES LOPEZ',12.64,b'JOAN PONS MONTERO',3.73,b'IZAN VILLAR CANTERO',8.08,b'ALBERT GARCIA ROS',0.6,b'POL CAMPENY LLOVERAS',1.67,b'RODRIGO PASCUAL CONTEL',5.67,b'GUILLEM RUBIO CHACON',0.41,b'JOSEP ARMENGOL ROYO',3.77,b'PEP MESAS DIAZ',5.58,b'JORGE MOLINS PASCUAL',0.83,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'CESAR GMEZ ORELLANA',3.25,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'LLUS MARTN LLAVERA',0.0,b'SERGI ALGUE BAUSA',0.71,b'ALEX RIERA PERETO',4.38,b'ALEX RIERA PERETO',10.69,b'BIEL VINYET RIERA',0.54
b'XAVIER BLANCO MART',26.33,b'JOAQUIM FRANCH DE PABLO',12.62,b'POL CAMPENY LLOVERAS',3.67,b'TON PRAT FERRAZ',8.0,b'HECTOR AZA GAY',0.6,b'ERIC MANZANARES IZQUIERDO',1.64,b'LLUIS DE QUINTANA BECH',5.23,b'GEORG SIMON HERODES',0.4,b'PEP MESAS DIAZ',3.75,b'EDUARD MAS FERRE',5.46,b'DIDAC RODRIGUEZ ROLDAN',0.82,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'GUILLEM ANDREU MALE',3.25,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'SERGI PIERO GARCIA',0.0,b'ADRIA VILAGRAN GONZALEZ',0.71,b'XAVIER BLANCO MART',4.33,b'AARON ZIGA FORNELLS',10.15,b'GREGORIO BOHO SILA',0.52
